record_id,dead_lid,window,winner_cid,winner_phase_dist,winner_new_ttl_bonus,n_candidates,outcome,loser_cids,loser_phase_dists
0,105,20,36,0.142646,1,2,contested,53,0.3882
2,119,20,8,0.174044,1,2,contested,58,0.3458
3,104,21,35,0.199168,1,1,uncontested,,
5,117,21,58,0.225221,1,1,uncontested,,
6,75,22,86,0.036643,1,4,contested,70|54|36,0.0894|0.2266|0.2456
7,6,22,89,0.33906,1,1,uncontested,,
8,94,23,86,0.052746,2,3,contested,54|36,0.1373|0.3350
10,67,25,87,0.009736,1,3,contested,69|90,0.2055|0.3763
11,124,28,90,0.354268,1,1,uncontested,,
12,129,31,95,0.304529,1,1,uncontested,,
13,121,31,54,0.190004,1,2,contested,36,0.2822
14,126,35,8,0.170855,2,2,contested,58,0.3426
15,137,38,95,0.197172,2,2,contested,98,0.3919
16,123,38,92,0.060674,1,3,contested,35|54,0.2390|0.3592
17,134,38,54,0.064448,2,2,contested,92,0.3555
19,138,39,97,0.192446,1,2,contested,87,0.2586
