record_id,dead_lid,window,winner_cid,winner_phase_dist,winner_new_ttl_bonus,n_candidates,outcome,loser_cids,loser_phase_dists
0,110,20,47,0.155105,1,2,contested,64,0.2294
1,108,20,63,0.156517,1,2,contested,77,0.2868
2,102,20,47,0.32438,2,1,uncontested,,
3,103,20,46,0.124969,1,2,contested,50,0.3481
4,112,21,74,0.2189,1,2,contested,6,0.2463
5,93,21,47,0.07426,3,1,uncontested,,
7,106,23,6,0.027385,1,1,uncontested,,
9,97,24,73,0.206641,1,4,contested,78|52|80,0.2493|0.2730|0.3020
10,105,25,78,0.042611,1,1,uncontested,,
8,62,26,82,0.366979,1,1,uncontested,,
11,90,27,50,0.142784,1,3,contested,43|72,0.2926|0.3280
12,115,28,42,0.153511,1,3,contested,63|30,0.2333|0.2915
13,96,29,57,0.057418,1,3,contested,80|52,0.2172|0.2462
14,8,30,8,0.013241,1,4,contested,83|1|79,0.0908|0.1605|0.2723
15,122,32,87,0.181759,1,2,contested,90,0.3102
16,124,33,82,0.274121,2,1,uncontested,,
17,118,35,57,0.029583,2,3,contested,80|52,0.3042|0.3332
18,123,35,57,0.201427,3,2,contested,8,0.3884
19,70,36,95,0.280619,1,1,uncontested,,
