seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
88,1,406,11.2679,442,13.3547,371,10.3858,412,11.3614,378,10.1566,417,11.5512
88,2,373,10.6767,403,11.9841,399,11.0571,415,11.2183,384,10.5166,397,11.0892
88,3,373,10.3299,375,9.3165,382,10.5281,391,11.1702,344,9.6483,401,11.7052
88,4,414,11.4311,397,11.3554,353,9.234,411,11.0839,366,10.6087,366,9.8101
88,5,398,11.3524,394,10.9751,387,10.9379,372,10.6186,350,10.0003,404,10.2182
88,6,419,11.539,395,12.3749,376,9.5251,377,10.0367,387,11.4611,369,10.3617
88,7,460,12.3129,420,11.4905,378,10.4614,400,11.0338,357,10.1218,368,9.5218
88,8,408,11.0582,414,11.022,362,9.7635,430,11.9435,381,10.5449,388,10.2794
88,9,399,11.9684,405,12.001,361,11.1519,402,11.2616,376,10.1963,385,10.6554
88,10,417,11.3701,402,13.2718,350,8.954,357,9.392,401,11.1655,412,11.6083
88,11,394,10.9101,396,10.8531,323,9.3703,373,9.9875,372,9.9519,363,10.0173
88,12,388,10.3472,407,10.9202,410,10.6405,376,11.1327,396,11.0912,375,10.5721
88,13,400,10.6141,450,12.3249,396,10.7826,367,9.6246,376,10.4314,331,9.0064
88,14,376,11.2029,390,10.6858,370,11.0677,376,10.633,349,9.1532,367,10.4462
88,15,399,11.1567,401,11.6238,377,10.5742,362,9.8482,361,9.9211,380,10.427
88,16,436,11.8188,416,11.6639,380,10.395,382,10.5459,378,10.5138,356,10.1351
88,17,378,10.3768,401,11.4814,390,10.7411,395,11.4569,359,9.3474,380,10.1483
88,18,426,12.1143,369,10.0891,364,11.066,376,10.3971,380,9.9921,355,10.113
88,19,419,11.8207,395,10.3157,360,9.8898,376,10.422,354,9.5421,383,11.0667
88,20,380,10.4237,380,9.5453,403,11.373,322,8.6727,336,8.821,379,9.9773
88,21,376,10.5659,377,10.4019,375,11.4152,387,11.4894,367,10.7653,381,11.5443
88,22,377,10.143,360,9.9038,426,11.2054,380,11.149,389,10.3715,353,10.1646
88,23,412,12.5947,396,12.0309,387,10.1635,405,11.1958,347,8.9592,387,10.8463
88,24,394,10.4853,398,11.8736,374,10.6838,369,11.2939,365,10.3326,335,9.4196
88,25,384,10.4352,362,9.8809,346,9.4234,381,10.4202,372,10.3339,401,10.9216
