seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
66,1,500,0,2612,0,668,1.0,True,0,0,675,0.9926,True,0,0,648,0.9985,True,0,0,621,0.9984,True,0,0
66,2,700,0,789,0,202,0.995,True,0,0,197,0.9848,True,0,0,203,0.9951,True,0,1,187,1.0,True,1,1
66,3,900,0,113,3,25,0.96,True,1,2,30,0.9333,True,1,4,26,0.9615,True,1,4,32,0.9688,True,1,1
66,4,1100,1,45,3,11,1.0,True,0,3,17,0.9412,True,1,4,8,1.0,True,0,4,9,0.8889,True,0,1
66,5,1300,3,36,3,10,1.0,True,0,3,9,0.8889,True,0,4,10,0.8,True,0,4,7,1.0,True,0,1
66,6,1500,1,47,3,13,0.9231,True,0,3,11,1.0,True,0,4,13,0.9231,True,0,4,10,1.0,True,0,1
66,7,1700,4,31,4,6,1.0,True,1,3,8,1.0,True,0,4,6,1.0,True,0,4,11,1.0,True,0,1
66,8,1900,1,34,4,5,1.0,True,0,3,9,0.8889,True,0,4,13,0.7692,True,0,4,7,0.7143,True,0,1
66,9,2100,4,50,4,7,1.0,True,0,4,10,1.0,True,1,4,15,1.0,True,0,4,18,1.0,True,0,0
66,10,2300,4,47,4,10,0.8,True,0,4,15,0.9333,True,0,4,7,0.8571,True,0,4,15,0.9333,True,0,0
66,11,2500,4,35,4,6,1.0,True,0,4,8,1.0,True,0,4,8,1.0,True,0,4,13,1.0,True,0,0
66,12,2700,4,26,4,5,1.0,True,0,4,3,1.0,False,0,4,10,1.0,True,0,4,8,1.0,True,0,0
66,13,2900,4,38,4,7,1.0,True,0,4,6,1.0,True,0,4,15,1.0,True,0,4,10,1.0,True,0,0
66,14,3100,4,47,4,9,0.8889,True,0,4,12,0.9167,True,0,4,13,0.9231,True,0,4,13,0.8462,True,0,0
66,15,3300,1,49,4,13,0.9231,True,0,4,15,0.9333,True,0,4,14,1.0,True,0,4,7,1.0,True,0,1
66,16,3500,4,48,4,18,0.9444,True,0,4,16,0.9375,True,0,4,7,0.8571,True,0,4,7,1.0,True,0,0
66,17,3700,4,30,4,7,1.0,True,0,4,11,1.0,True,0,4,5,1.0,True,0,4,7,1.0,True,0,0
66,18,3900,4,38,4,7,0.8571,True,0,4,13,1.0,True,0,4,10,1.0,True,0,4,8,0.875,True,0,0
66,19,4100,4,28,4,9,0.8889,True,0,4,6,1.0,True,0,4,7,0.7143,True,0,4,6,0.8333,True,0,0
66,20,4300,4,23,4,7,0.5714,True,0,4,4,0.75,False,0,4,5,1.0,True,0,4,7,1.0,True,0,0
66,21,4500,4,39,4,11,1.0,True,0,4,13,1.0,True,0,4,5,1.0,True,0,4,10,1.0,True,0,0
66,22,4700,4,31,4,7,1.0,True,0,4,9,1.0,True,0,4,7,1.0,True,0,4,8,1.0,True,0,0
66,23,4900,4,36,4,10,1.0,True,0,4,11,1.0,True,0,4,6,1.0,True,0,4,9,1.0,True,0,0
66,24,5100,4,43,4,15,0.8667,True,0,4,16,0.875,True,0,4,7,1.0,True,0,4,5,1.0,True,0,0
66,25,5300,4,29,4,8,0.875,True,0,4,12,0.9167,True,0,4,6,1.0,True,0,4,3,1.0,False,0,0
