seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
666,1,385,11.4475,410,12.4292,341,9.2191,404,12.5379,354,12.1996,418,11.3631
666,2,389,10.4356,414,11.4413,400,11.271,386,11.6256,384,10.8578,354,9.7051
666,3,414,13.1105,376,10.4555,377,10.8572,389,11.2933,362,9.7019,364,9.9841
666,4,394,10.7254,397,10.9451,375,10.9155,379,10.1201,333,8.7989,385,10.6136
666,5,395,11.343,429,12.0244,404,11.2752,341,9.5455,388,10.7065,362,9.8268
666,6,373,10.4299,401,11.2479,377,10.7475,400,10.8367,373,9.4626,400,10.6338
666,7,425,12.1785,391,10.9406,354,9.2063,404,10.8505,391,10.5624,358,10.0769
666,8,390,10.4488,391,10.4786,372,9.7022,412,10.8649,366,9.8586,406,11.6025
666,9,418,12.087,378,10.8386,430,12.7962,416,12.7327,422,12.1371,336,9.0067
666,10,400,11.2489,403,10.9828,355,9.2794,366,10.139,351,9.5733,359,9.3208
666,11,384,10.3757,408,10.7518,392,10.545,399,11.2932,364,10.1639,357,10.2193
666,12,402,10.3667,410,11.3876,378,10.5122,369,9.7873,378,10.668,355,9.1594
666,13,415,11.5045,373,10.1794,361,10.0469,350,10.2884,360,9.6277,416,11.8918
666,14,404,11.7502,397,10.4894,354,10.2887,410,12.223,398,11.74,336,9.3519
666,15,422,11.6627,411,11.1734,389,10.9184,390,11.358,355,9.346,367,10.4953
666,16,392,11.0974,374,10.4688,341,9.4859,377,10.1512,408,11.6578,358,10.1747
666,17,374,9.7666,382,11.0622,366,9.2728,410,12.1206,348,9.653,350,10.2366
666,18,380,9.7457,434,12.2025,401,10.9758,400,11.6664,359,10.5623,363,9.6694
666,19,420,11.9542,428,11.2421,386,10.8349,369,11.0052,361,9.6642,358,10.5396
666,20,397,10.4071,390,10.847,346,9.0561,375,10.6752,381,10.4577,345,9.4864
666,21,395,10.737,356,9.7097,389,10.6324,402,10.4901,362,10.2975,335,9.8882
666,22,415,11.1105,415,11.3786,381,9.9228,361,9.9808,345,9.061,354,9.4973
666,23,408,12.2428,426,12.2768,326,8.8814,403,12.6538,358,9.9351,377,9.928
666,24,390,10.8093,381,9.6459,364,10.2605,382,10.8036,368,10.05,351,9.2539
666,25,361,9.7379,416,11.0255,369,10.3671,396,11.1606,386,10.2814,348,9.3841
