seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
22,1,500,0,2580,0,667,1.0,True,0,0,690,0.9971,True,0,0,613,0.9967,True,0,0,610,1.0,True,0,0
22,2,700,0,725,0,174,0.9828,True,0,1,189,0.9788,True,1,0,188,0.984,True,0,0,174,0.9943,True,0,1
22,3,900,3,108,3,24,1.0,True,1,3,30,1.0,True,1,3,31,1.0,True,1,1,23,1.0,True,1,1
22,4,1100,3,37,3,9,0.8889,True,0,3,10,0.9,True,0,3,11,0.9091,True,0,3,7,0.8571,True,1,0
22,5,1300,3,37,3,10,0.9,True,0,3,14,0.8571,True,0,3,8,0.875,True,0,3,5,1.0,True,0,0
22,6,1500,4,33,4,11,0.9091,True,1,3,4,0.75,False,0,3,11,1.0,True,0,4,7,1.0,True,1,1
22,7,1700,4,38,4,9,1.0,True,0,4,7,1.0,True,1,3,11,1.0,True,0,4,11,1.0,True,0,1
22,8,1900,4,26,4,5,0.6,True,0,4,6,1.0,True,0,3,9,1.0,True,0,4,6,0.8333,True,0,1
22,9,2100,4,42,4,7,0.8571,True,0,4,15,0.9333,True,0,3,9,0.7778,True,0,4,11,0.9091,True,0,1
22,10,2300,4,40,4,7,0.7143,True,0,4,16,0.9375,True,0,3,7,1.0,True,0,4,10,0.9,True,0,1
22,11,2500,4,31,4,9,1.0,True,0,4,10,1.0,True,0,3,5,1.0,True,0,4,7,1.0,True,0,1
22,12,2700,4,26,4,3,0.6667,False,0,4,12,0.9167,True,0,3,8,0.75,True,0,4,3,1.0,False,0,1
22,13,2900,4,43,4,6,1.0,True,0,4,18,1.0,True,0,3,12,1.0,True,0,4,7,1.0,True,0,1
22,14,3100,4,34,4,11,1.0,True,0,4,6,1.0,True,0,3,5,1.0,True,0,4,12,1.0,True,0,1
22,15,3300,4,28,4,11,1.0,True,0,4,5,1.0,True,0,3,7,1.0,True,0,4,5,1.0,True,0,1
22,16,3500,3,37,4,12,0.9167,True,0,4,7,0.7143,True,0,3,8,0.875,True,0,4,10,0.8,True,0,1
22,17,3700,3,44,4,11,1.0,True,0,4,8,1.0,True,0,3,10,1.0,True,0,4,15,1.0,True,0,1
22,18,3900,4,28,4,10,1.0,True,0,4,8,1.0,True,0,3,4,1.0,False,0,4,6,1.0,True,0,1
22,19,4100,4,47,4,13,1.0,True,0,4,12,1.0,True,0,3,10,1.0,True,0,4,12,1.0,True,0,1
22,20,4300,4,37,4,9,1.0,True,0,4,10,1.0,True,0,3,6,1.0,True,0,4,12,0.8333,True,0,1
22,21,4500,3,34,4,8,1.0,True,0,4,9,1.0,True,0,4,7,1.0,True,1,4,10,1.0,True,0,1
22,22,4700,4,32,4,7,1.0,True,0,4,4,1.0,False,0,4,13,0.8462,True,0,4,8,0.875,True,0,0
22,23,4900,1,24,4,7,1.0,True,0,4,7,1.0,True,0,4,6,1.0,True,0,4,4,1.0,False,0,1
22,24,5100,4,31,4,5,0.8,True,0,4,12,1.0,True,0,4,4,0.5,False,0,4,10,0.7,True,0,0
22,25,5300,4,49,4,14,0.6429,True,0,4,18,0.8333,True,0,4,10,0.9,True,0,4,7,1.0,True,0,0
