seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
44,1,390,11.2113,362,9.6275,367,10.8256,393,10.6134,374,10.7765,385,10.2751
44,2,389,11.057,412,12.4087,338,9.1052,371,10.6158,376,10.2126,362,10.2411
44,3,358,10.094,409,11.0369,392,10.5307,406,10.9055,352,9.069,369,9.8086
44,4,432,12.2559,384,11.4082,359,9.9499,411,11.6559,371,10.791,367,10.3022
44,5,382,10.2457,408,11.3886,377,10.0944,384,10.4829,388,10.3756,382,9.8721
44,6,432,11.7534,402,11.2492,394,10.9056,383,10.6064,375,10.5424,376,9.6326
44,7,385,10.2832,402,10.9717,381,10.3791,388,10.4541,384,11.1728,363,9.7998
44,8,394,11.9912,405,12.1173,375,10.3925,378,9.7431,345,9.1947,340,9.1019
44,9,419,11.8862,419,13.2749,401,11.9133,391,11.5344,323,8.6966,366,10.3702
44,10,446,11.6433,379,10.2529,370,10.2098,409,11.3808,356,9.77,370,9.7855
44,11,419,11.9044,377,10.7808,387,9.9733,406,11.6009,379,10.3029,389,11.0281
44,12,386,11.0927,399,11.3679,360,10.1222,391,11.694,383,10.8513,350,9.4918
44,13,406,11.6047,393,10.3046,366,9.9062,382,10.7444,354,9.6681,361,10.4964
44,14,414,11.4546,441,11.461,344,9.4671,406,11.2392,343,8.9674,369,9.3587
44,15,409,11.6111,401,10.7997,366,9.6535,365,11.3708,388,11.4253,372,9.973
44,16,422,11.7988,424,11.9781,380,10.3493,411,11.2111,326,9.2588,366,10.149
44,17,381,11.2826,359,10.421,419,10.5541,388,10.2806,330,9.1254,369,10.8008
44,18,419,10.917,392,12.1938,384,10.8993,404,10.7439,400,11.6948,374,11.0208
44,19,384,10.1951,402,11.0206,335,9.7405,392,13.3598,353,10.4265,396,11.5208
44,20,374,10.6036,412,11.8419,341,8.6809,418,11.6305,351,9.5421,346,9.9895
44,21,415,11.7224,385,10.9845,377,10.214,372,10.2622,359,9.7138,344,9.136
44,22,408,11.4646,407,11.7714,385,10.3393,394,11.7469,375,11.6991,383,10.1396
44,23,393,10.445,383,11.3264,334,9.3616,355,10.5029,340,9.4885,352,10.3084
44,24,403,11.5648,386,10.5442,376,10.5313,394,11.6339,355,8.9156,357,9.5229
44,25,447,12.031,401,11.3947,366,10.2853,379,10.3619,366,9.7685,332,8.4126
