seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
222,1,500,0,2660,0,681,0.9985,True,0,0,651,1.0,True,0,0,682,1.0,True,0,0,646,0.9985,True,0,0
222,2,700,0,728,0,183,0.9945,True,0,0,170,1.0,True,0,0,195,0.9949,True,0,0,180,0.9889,True,0,0
222,3,900,1,124,3,27,0.8889,True,1,1,30,0.9,True,1,3,33,0.9697,True,1,4,34,1.0,True,1,1
222,4,1100,1,45,3,13,0.9231,True,0,3,11,0.8182,True,1,3,12,1.0,True,0,4,9,0.8889,True,0,1
222,5,1300,4,29,3,10,0.9,True,0,4,9,1.0,True,1,3,5,0.6,True,0,4,5,1.0,True,0,1
222,6,1500,4,22,4,6,0.8333,True,1,4,5,1.0,True,0,3,7,0.8571,True,0,4,4,1.0,False,0,1
222,7,1700,4,22,4,3,1.0,False,0,4,7,1.0,True,0,4,7,1.0,True,1,4,5,1.0,True,0,0
222,8,1900,4,35,4,7,1.0,True,0,4,8,1.0,True,0,4,12,1.0,True,0,4,8,1.0,True,0,0
222,9,2100,1,34,4,6,1.0,True,0,4,8,0.75,True,0,4,9,0.8889,True,0,4,11,0.9091,True,0,1
222,10,2300,4,31,4,6,1.0,True,0,4,10,1.0,True,0,4,6,1.0,True,0,4,9,1.0,True,0,0
222,11,2500,4,28,4,5,1.0,True,0,4,8,1.0,True,0,4,4,1.0,False,0,4,11,1.0,True,0,0
222,12,2700,1,27,4,4,0.75,False,0,4,9,0.8889,True,0,4,6,0.3333,True,0,4,8,1.0,True,0,1
222,13,2900,3,23,4,5,1.0,True,0,4,6,0.8333,True,0,4,9,0.8889,True,0,4,3,1.0,False,0,1
222,14,3100,3,28,4,9,1.0,True,0,4,9,1.0,True,0,4,5,1.0,True,0,4,5,1.0,True,0,1
222,15,3300,3,21,4,7,1.0,True,0,4,5,1.0,True,0,4,2,1.0,False,0,4,7,1.0,True,0,1
222,16,3500,3,35,4,9,1.0,True,0,4,13,0.8462,True,0,4,4,1.0,False,0,4,9,1.0,True,0,1
222,17,3700,4,31,4,5,0.8,True,0,4,7,1.0,True,0,4,9,0.8889,True,0,4,10,1.0,True,0,0
222,18,3900,1,30,4,6,0.6667,True,0,4,6,1.0,True,0,4,10,1.0,True,0,4,8,1.0,True,0,1
222,19,4100,4,22,4,5,1.0,True,0,4,6,1.0,True,0,4,9,1.0,True,0,4,2,1.0,False,0,0
222,20,4300,1,24,4,6,1.0,True,0,4,7,0.8571,True,0,4,8,1.0,True,0,4,3,0.6667,False,0,1
222,21,4500,1,19,4,5,1.0,True,0,4,5,1.0,True,0,4,8,1.0,True,0,4,1,1.0,False,0,1
222,22,4700,1,28,4,7,0.8571,True,0,4,6,0.8333,True,0,4,13,0.8462,True,0,4,2,1.0,False,0,1
222,23,4900,3,42,4,12,0.6667,True,0,4,7,1.0,True,0,4,14,0.9286,True,0,4,9,1.0,True,0,1
222,24,5100,3,21,4,7,1.0,True,0,4,5,1.0,True,0,4,5,1.0,True,0,4,4,1.0,False,0,1
222,25,5300,3,34,4,9,0.7778,True,0,4,9,0.8889,True,0,4,8,1.0,True,0,4,8,0.875,True,0,1
