seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
66,1,394,10.5586,394,10.5819,366,10.0265,392,10.6438,397,11.0274,358,10.1203
66,2,425,12.1487,418,11.5243,369,10.8711,377,11.0323,375,9.8854,390,11.1051
66,3,402,11.0534,413,11.0473,412,11.046,410,11.6995,325,9.7359,361,9.9422
66,4,429,11.7783,375,11.0258,404,10.6576,370,10.5688,366,10.7919,399,11.0894
66,5,394,10.7296,404,11.782,413,11.094,409,11.3767,365,9.929,353,9.4414
66,6,404,11.7166,417,12.1004,367,10.256,407,12.4525,372,10.3873,385,10.6141
66,7,397,10.4677,405,10.61,393,10.8209,400,11.5345,370,10.109,343,9.2586
66,8,414,10.9099,381,10.8073,396,10.453,353,10.7157,377,10.3252,368,10.6363
66,9,412,11.0455,333,9.1007,405,11.7975,410,12.0637,348,10.0544,382,10.9159
66,10,405,11.4412,423,11.7095,348,9.6864,387,10.7856,379,10.5957,401,11.6188
66,11,382,10.2112,395,10.812,394,10.7201,374,10.2679,365,9.794,351,10.056
66,12,383,10.26,410,11.3316,339,9.3757,399,11.2149,394,10.7375,330,8.5787
66,13,410,11.4297,391,11.2282,362,10.242,418,11.5298,356,9.8031,342,9.8101
66,14,431,12.0115,374,9.878,381,10.6424,381,10.9572,361,10.4912,341,10.6721
66,15,382,10.3195,383,10.5604,372,9.9359,383,10.6172,384,10.2384,351,9.1768
66,16,363,9.2355,397,11.0687,365,10.0354,376,10.015,342,8.9057,327,8.9838
66,17,394,10.5231,356,9.9502,365,9.7411,370,9.5665,364,9.7067,343,9.5193
66,18,374,10.3164,362,10.0039,394,11.8207,383,10.2061,381,10.3753,351,9.4201
66,19,406,10.6477,393,10.925,388,11.0068,382,11.3816,336,8.6152,348,9.4851
66,20,385,11.1347,384,10.4185,393,11.0048,369,10.0585,393,10.436,365,10.1156
66,21,390,10.8445,400,11.6619,405,10.5167,348,8.935,378,10.8738,364,10.5976
66,22,394,11.3573,395,11.1239,360,9.1611,397,10.7255,382,10.0215,360,9.5402
66,23,363,10.1972,368,10.3067,366,9.9776,383,10.8591,375,10.339,354,9.1635
66,24,395,11.0631,370,10.2222,371,10.5214,394,10.537,339,8.9083,352,9.2517
66,25,375,10.6535,422,11.5582,349,10.2176,399,10.4632,367,10.171,303,8.9382
