seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
77,1,500,0,2746,0,704,0.9957,True,0,0,687,0.9985,True,0,0,650,1.0,True,0,0,705,0.9986,True,0,0
77,2,700,0,747,0,189,0.9947,True,0,0,202,0.9802,True,0,0,176,0.9943,True,0,0,180,0.9944,True,0,0
77,3,900,3,114,1,34,1.0,True,1,3,33,1.0,True,1,1,31,1.0,True,1,1,16,1.0,True,1,1
77,4,1100,4,44,4,12,0.8333,True,1,3,13,1.0,True,0,1,4,0.75,False,0,4,15,0.9333,True,1,1
77,5,1300,4,23,4,4,1.0,False,0,3,6,0.8333,True,0,4,6,0.8333,True,1,4,7,1.0,True,0,1
77,6,1500,4,23,4,7,1.0,True,0,4,7,0.8571,True,1,4,5,1.0,True,0,4,4,1.0,False,0,0
77,7,1700,4,21,4,6,1.0,True,0,4,2,1.0,False,0,4,10,1.0,True,0,4,3,1.0,False,0,0
77,8,1900,4,18,4,4,1.0,False,0,4,3,1.0,False,0,4,9,1.0,True,0,4,2,1.0,False,0,0
77,9,2100,4,47,4,14,1.0,True,0,4,11,1.0,True,0,4,14,0.7857,True,0,4,8,0.5,True,0,0
77,10,2300,4,35,4,10,1.0,True,0,4,5,1.0,True,0,4,13,1.0,True,0,4,7,1.0,True,0,0
77,11,2500,4,44,4,22,1.0,True,0,4,7,1.0,True,0,4,5,1.0,True,0,4,10,1.0,True,0,0
77,12,2700,4,50,4,13,0.9231,True,0,4,8,0.875,True,0,4,10,1.0,True,0,4,19,0.7895,True,0,0
77,13,2900,4,36,4,7,0.8571,True,0,4,7,0.8571,True,0,4,12,1.0,True,0,4,10,1.0,True,0,0
77,14,3100,4,22,4,3,1.0,False,0,4,6,1.0,True,0,4,9,1.0,True,0,4,4,1.0,False,0,0
77,15,3300,4,26,4,5,0.4,True,0,4,10,0.6,True,0,4,7,1.0,True,0,4,4,0.75,False,0,0
77,16,3500,4,40,4,10,0.8,True,0,4,10,1.0,True,0,4,11,0.8182,True,0,4,9,0.8889,True,0,0
77,17,3700,4,34,4,8,1.0,True,0,4,10,1.0,True,0,4,9,1.0,True,0,4,7,1.0,True,0,0
77,18,3900,4,23,4,6,1.0,True,0,4,7,1.0,True,0,4,7,1.0,True,0,4,3,1.0,False,0,0
77,19,4100,4,22,4,6,0.1667,True,0,4,8,0.625,True,0,4,5,1.0,True,0,4,3,1.0,False,0,0
77,20,4300,4,23,4,6,0.8333,True,0,4,3,1.0,False,0,4,9,0.8889,True,0,4,5,1.0,True,0,0
77,21,4500,4,11,4,1,1.0,False,0,4,4,1.0,False,0,4,5,1.0,True,0,4,1,1.0,False,0,0
77,22,4700,4,17,4,4,1.0,False,0,4,3,1.0,False,0,4,6,1.0,True,0,4,4,1.0,False,0,0
77,23,4900,3,47,4,13,1.0,True,0,4,12,0.9167,True,0,4,12,1.0,True,0,4,10,0.9,True,0,1
77,24,5100,4,44,4,12,0.9167,True,0,4,10,1.0,True,0,4,13,0.8462,True,0,4,9,0.7778,True,0,0
77,25,5300,4,24,4,5,1.0,True,0,4,7,0.8571,True,0,4,7,0.8571,True,0,4,5,1.0,True,0,0
