seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
333,1,444,13.0078,386,10.8262,370,10.1413,403,11.6051,390,11.0881,385,10.8412
333,2,389,10.6785,418,11.3465,383,10.2624,356,9.6492,376,9.8344,337,9.3173
333,3,450,12.4076,396,10.6849,381,9.7636,390,10.8277,385,11.3443,357,9.7368
333,4,390,10.5563,412,11.6968,382,10.4056,392,10.6731,379,10.2819,344,8.85
333,5,395,10.7844,398,11.0768,377,10.5659,356,9.576,379,10.673,392,10.4601
333,6,418,12.0393,410,11.5541,371,10.1955,399,11.1837,341,9.3784,367,9.6672
333,7,393,11.1392,425,12.2043,368,10.1821,381,10.2943,381,10.6508,358,9.9178
333,8,397,10.0223,444,12.2477,381,10.7408,349,8.9328,369,10.9254,360,9.8155
333,9,378,10.0446,373,10.9549,333,9.3982,385,10.615,375,10.2351,357,9.6008
333,10,403,11.3677,398,10.7756,361,9.6805,446,13.04,367,10.3454,378,10.894
333,11,406,10.8638,416,11.3399,343,9.7387,425,11.888,413,11.355,384,10.5194
333,12,357,10.8498,426,11.8843,361,9.7641,375,10.603,358,9.5526,341,9.1907
333,13,411,10.8364,419,11.9413,366,10.4816,386,10.1764,395,10.5704,351,9.7948
333,14,361,9.8317,390,10.9474,325,9.1674,371,10.02,380,10.4444,354,10.1248
333,15,388,10.5795,406,12.0598,361,10.1815,369,9.68,330,9.0407,367,9.6175
333,16,399,10.707,407,11.1375,362,10.4253,383,10.9425,373,10.2864,339,9.4549
333,17,416,11.9256,391,11.3846,367,9.6095,355,9.4522,347,9.586,378,9.9999
333,18,432,12.1562,390,11.0747,318,8.0175,426,12.6248,347,9.5841,390,9.6786
333,19,388,10.9455,429,12.1056,375,10.8127,380,10.2379,426,11.6392,360,10.8347
333,20,384,10.2642,387,10.7276,376,9.9893,391,10.6509,376,11.0613,371,11.2175
333,21,363,10.1693,379,11.7143,354,11.0082,380,11.2988,352,9.5773,343,9.7841
333,22,377,10.9941,404,11.4089,378,11.0917,363,10.2721,383,10.7315,353,9.8234
333,23,380,10.9894,389,11.3337,357,10.703,399,10.5823,353,9.3317,365,10.4218
333,24,371,9.9279,424,11.3384,351,9.755,398,11.115,355,9.6251,343,9.5919
333,25,381,10.4576,384,10.4231,356,9.8891,384,10.1266,394,11.0214,379,10.3177
