seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
3333,1,500,0,2696,0,703,0.9957,True,0,0,650,1.0,True,0,0,681,0.9956,True,0,0,662,0.9985,True,0,0
3333,2,700,0,543,0,120,0.9833,True,0,0,146,1.0,True,0,3,148,1.0,True,1,3,129,1.0,True,1,1
3333,3,900,4,118,3,25,1.0,True,1,4,37,1.0,True,1,4,30,1.0,True,1,3,26,1.0,True,0,1
3333,4,1100,4,35,3,11,1.0,True,0,4,8,1.0,True,0,4,7,1.0,True,0,4,9,1.0,True,1,1
3333,5,1300,1,43,3,15,0.9333,True,0,4,8,0.875,True,0,4,13,0.9231,True,0,4,7,1.0,True,0,1
3333,6,1500,4,39,3,14,1.0,True,0,4,8,1.0,True,0,4,10,1.0,True,0,4,7,1.0,True,0,1
3333,7,1700,4,33,4,7,0.8571,True,1,4,8,0.875,True,0,4,6,1.0,True,0,4,12,0.9167,True,0,0
3333,8,1900,4,30,4,10,1.0,True,0,4,9,1.0,True,0,4,3,1.0,False,0,4,8,0.875,True,0,0
3333,9,2100,4,24,4,8,1.0,True,0,4,8,1.0,True,0,4,6,1.0,True,0,4,2,1.0,False,0,0
3333,10,2300,0,38,4,4,1.0,False,0,4,11,1.0,True,0,4,12,1.0,True,0,4,11,1.0,True,0,1
3333,11,2500,1,33,4,6,1.0,True,0,4,4,0.75,False,0,4,15,0.9333,True,0,4,8,0.875,True,0,1
3333,12,2700,1,16,4,3,1.0,False,0,4,5,1.0,True,0,4,5,1.0,True,0,4,3,1.0,False,0,1
3333,13,2900,3,25,4,5,0.8,True,0,4,10,0.9,True,0,4,3,0.6667,False,0,4,7,0.8571,True,0,1
3333,14,3100,4,33,4,6,1.0,True,0,4,11,1.0,True,0,4,9,1.0,True,0,4,7,1.0,True,0,0
3333,15,3300,1,38,4,6,0.8333,True,0,4,9,1.0,True,0,4,12,1.0,True,0,4,11,0.9091,True,0,1
3333,16,3500,1,39,4,6,1.0,True,0,4,9,0.8889,True,0,4,9,0.8889,True,0,4,15,0.9333,True,0,1
3333,17,3700,3,37,4,10,1.0,True,0,4,10,0.9,True,0,4,9,1.0,True,0,4,8,0.875,True,0,1
3333,18,3900,3,33,4,10,0.9,True,0,4,5,1.0,True,0,4,10,1.0,True,0,4,8,0.875,True,0,1
3333,19,4100,3,31,4,5,1.0,True,0,4,9,1.0,True,0,4,5,1.0,True,0,4,12,1.0,True,0,1
3333,20,4300,4,31,4,7,0.7143,True,0,4,7,1.0,True,0,4,6,1.0,True,0,4,11,0.9091,True,0,0
3333,21,4500,4,29,4,10,1.0,True,0,4,4,1.0,False,0,4,10,1.0,True,0,4,5,1.0,True,0,0
3333,22,4700,4,22,4,4,1.0,False,0,4,7,1.0,True,0,4,9,1.0,True,0,4,2,1.0,False,0,0
3333,23,4900,4,25,4,7,0.7143,True,0,4,6,0.8333,True,0,4,6,0.8333,True,0,4,6,0.5,True,0,0
3333,24,5100,4,37,4,8,1.0,True,0,4,10,1.0,True,0,4,9,1.0,True,0,4,10,1.0,True,0,0
3333,25,5300,4,41,4,10,0.8,True,0,4,12,0.9167,True,0,4,10,0.9,True,0,4,9,1.0,True,0,0
