seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
3000,1,456,12.1522,374,10.3407,405,12.1992,377,10.9961,349,9.8118,385,11.3826
3000,2,383,10.0915,398,11.3977,390,10.6442,411,11.4411,380,11.0244,392,10.4773
3000,3,394,11.4168,407,11.1511,368,11.1803,422,11.4158,370,10.0832,382,10.3105
3000,4,378,10.3338,382,10.8683,382,10.4801,384,10.7371,396,10.8609,374,10.5894
3000,5,399,10.9053,386,10.6431,366,10.4096,414,12.2759,370,11.1083,338,10.4339
3000,6,406,11.0195,445,13.308,372,10.8424,366,10.0787,343,10.0105,383,11.0153
3000,7,412,11.1995,393,11.0268,374,10.5308,400,11.5216,347,9.5879,353,9.9183
3000,8,424,11.8567,402,11.195,353,9.8254,402,10.7518,326,8.9949,364,8.5251
3000,9,408,11.6982,351,9.0658,392,11.479,399,10.9098,351,10.4658,359,9.6061
3000,10,382,9.8864,401,10.8045,371,10.5548,391,10.7422,350,10.2126,381,10.0174
3000,11,377,9.6451,392,11.0731,386,10.8168,367,10.2902,362,9.6691,351,9.6288
3000,12,375,10.6981,387,10.3258,376,10.9153,407,11.5918,361,10.5615,364,10.3215
3000,13,416,10.861,380,11.0073,369,10.2323,374,10.8115,346,9.7344,365,10.4156
3000,14,407,11.3643,389,10.4401,409,11.1197,404,11.7614,368,11.0558,351,10.5629
3000,15,409,11.904,411,10.9361,380,10.052,381,10.5622,374,10.2662,360,9.853
3000,16,408,12.4438,393,11.1648,371,10.1031,366,9.9627,356,9.48,345,9.4303
3000,17,378,11.2574,380,10.033,406,11.0214,390,10.789,346,9.4385,331,8.8776
3000,18,422,11.5061,378,10.6688,392,11.3935,388,11.1218,384,11.2775,354,9.7427
3000,19,383,10.6729,387,10.7095,385,10.5911,403,10.3861,362,10.2344,376,10.4216
3000,20,379,10.4777,408,10.6426,406,11.4688,382,10.2997,401,10.9781,343,8.9181
3000,21,361,10.1845,435,11.4407,385,10.7984,347,9.8075,407,10.7574,394,10.6165
3000,22,389,10.6357,370,9.9956,379,9.7071,382,11.3777,397,10.9187,339,9.4362
3000,23,379,9.8104,379,9.6924,379,10.5199,375,10.3966,342,9.4785,354,9.8921
3000,24,385,10.5447,382,10.6857,379,10.4597,402,11.449,361,10.228,354,9.4641
3000,25,388,11.2209,403,11.4731,354,10.9352,373,10.5183,362,10.8532,359,10.0426
