seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
77,1,394,10.9853,405,12.1816,375,9.5707,383,10.3775,380,10.9443,384,10.8706
77,2,400,11.3362,392,11.2066,369,9.5887,411,12.5359,389,11.0079,393,10.4902
77,3,386,10.3441,402,10.9073,374,10.3948,373,10.7407,344,9.4399,353,9.5684
77,4,421,12.106,389,10.8799,352,9.5703,412,11.0403,325,8.8053,324,8.568
77,5,419,11.8823,418,11.218,373,9.5635,384,11.2955,364,10.7082,382,10.6505
77,6,400,10.7015,412,11.0128,422,12.1553,376,10.0778,361,9.5317,400,10.6003
77,7,402,11.6492,394,10.5795,389,10.6439,392,11.3549,369,11.3249,357,10.0195
77,8,397,10.8202,414,11.0417,382,10.5073,391,11.3703,337,9.4162,339,8.9682
77,9,405,11.2409,424,12.1359,391,10.4632,380,10.0331,377,10.3137,365,10.7319
77,10,435,12.2394,369,10.68,391,11.4518,402,10.5787,380,10.4294,362,9.3109
77,11,432,11.7455,379,10.9134,390,10.8467,409,11.1853,358,10.1668,351,9.5416
77,12,391,10.4913,401,12.2135,384,11.5966,386,10.9966,417,12.4832,398,11.7151
77,13,383,10.188,365,10.786,377,10.5101,358,9.7711,363,9.7177,375,10.7433
77,14,422,11.559,395,10.7866,409,10.7851,389,10.8129,390,10.6784,363,10.0925
77,15,380,12.0258,387,10.6513,383,11.552,374,10.6839,340,9.4992,345,8.8532
77,16,414,10.8614,408,11.4993,362,9.7102,380,9.8204,359,9.4892,369,12.1622
77,17,407,11.1487,404,10.4391,380,10.9018,342,10.747,340,8.8906,340,9.5788
77,18,381,10.9014,388,11.1504,429,11.449,436,12.3786,405,11.9235,335,8.5927
77,19,391,10.6217,364,11.0815,383,9.9855,380,9.1206,356,9.19,381,9.8171
77,20,414,11.9853,412,11.6543,393,10.6324,375,10.1729,376,9.7975,363,10.216
77,21,388,10.7343,385,10.468,378,9.8994,367,9.9829,414,11.3269,362,9.7519
77,22,405,10.912,431,11.5979,389,11.2232,363,10.0043,365,10.1371,333,9.4037
77,23,413,11.0291,374,10.622,378,11.3309,367,10.0429,373,10.0438,360,9.849
77,24,421,12.5587,403,11.1457,372,10.9429,370,11.0208,374,10.6995,376,10.8434
77,25,398,10.6463,384,10.2365,385,11.0518,386,11.139,396,10.3749,372,10.0246
