seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
111,1,394,11.42,428,11.4396,387,11.883,416,11.5503,361,10.1614,398,11.5744
111,2,394,10.2499,411,11.5566,376,10.7946,411,10.81,389,11.3002,354,10.5109
111,3,413,12.5231,385,10.7528,367,10.0707,388,10.8216,353,10.186,354,9.8446
111,4,423,12.0343,374,10.7372,348,9.3686,364,12.3295,366,10.2312,366,10.0698
111,5,408,10.4973,400,11.2363,386,10.9287,380,10.4192,416,11.7779,352,10.2752
111,6,382,10.8042,433,11.2582,376,9.8426,438,13.0061,368,10.3352,395,11.1746
111,7,401,11.2054,383,10.9234,405,11.4306,377,10.473,383,10.3606,400,11.1546
111,8,412,11.8813,362,10.8773,411,11.4106,377,10.8682,335,9.4613,347,10.6708
111,9,430,12.1446,419,11.0256,368,9.8592,422,12.3086,356,9.7551,375,10.7551
111,10,402,11.3325,363,9.4324,351,10.0584,407,11.2991,360,9.9382,384,9.7502
111,11,381,10.2199,396,10.7707,401,10.4134,375,10.4348,357,10.0478,345,9.3011
111,12,398,11.5478,405,11.5178,389,10.0204,388,10.6285,345,9.2284,361,9.5858
111,13,411,11.0167,426,11.7929,421,11.5568,410,11.2115,384,10.9808,363,10.013
111,14,337,9.0003,398,10.6591,361,10.4504,402,10.9821,368,10.0655,352,9.7439
111,15,425,11.733,448,12.1197,338,9.8574,417,10.9733,368,9.964,353,11.0516
111,16,392,11.6051,441,12.5464,373,9.6349,394,11.3199,367,10.4575,339,9.4032
111,17,427,12.2989,408,11.0709,373,10.9077,390,10.3109,410,10.7986,392,10.6129
111,18,383,10.2983,421,11.6471,382,10.6097,399,10.2755,357,8.9826,352,9.7713
111,19,431,11.8669,418,11.4919,362,9.4506,384,10.2044,405,11.003,371,9.8577
111,20,427,10.9715,395,10.3079,370,9.7141,382,10.4741,334,9.6087,377,9.918
111,21,411,11.0856,357,9.753,361,10.3318,367,9.9654,381,10.6352,337,9.616
111,22,411,11.9025,401,11.5301,419,11.5618,391,10.5266,383,10.735,358,9.9499
111,23,387,10.7868,374,10.1385,376,10.2621,381,10.3304,360,9.745,376,9.9906
111,24,374,10.4179,387,10.3608,362,9.7861,361,9.8842,368,9.809,315,8.9134
111,25,375,10.3936,418,11.1801,399,10.56,366,10.6683,392,9.9798,367,10.0019
