seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
33,1,500,0,2631,0,715,0.9972,True,0,0,654,1.0,True,0,0,647,0.9954,True,0,0,615,0.9967,True,0,0
33,2,700,0,877,1,240,1.0,True,1,0,216,0.9954,True,0,4,228,1.0,True,1,3,193,1.0,True,1,1
33,3,900,0,136,4,31,1.0,True,1,4,31,1.0,True,1,4,37,0.973,True,0,1,37,0.9459,True,1,1
33,4,1100,2,54,4,13,0.9231,True,0,4,14,1.0,True,0,4,12,0.9167,True,0,1,15,1.0,True,0,1
33,5,1300,3,40,4,12,0.8333,True,0,4,8,0.875,True,0,4,13,0.7692,True,0,3,7,0.7143,True,1,1
33,6,1500,1,53,4,13,1.0,True,0,4,12,0.75,True,0,4,14,0.9286,True,0,3,14,1.0,True,0,1
33,7,1700,3,29,4,4,1.0,False,0,4,9,1.0,True,0,4,7,1.0,True,0,3,9,1.0,True,0,1
33,8,1900,3,25,4,6,1.0,True,0,4,11,1.0,True,0,4,3,0.6667,False,0,3,5,1.0,True,0,1
33,9,2100,3,23,4,6,1.0,True,0,4,8,1.0,True,0,4,6,0.8333,True,0,3,3,0.6667,False,0,1
33,10,2300,3,25,4,6,1.0,True,0,4,3,1.0,False,0,4,12,1.0,True,0,3,4,1.0,False,0,1
33,11,2500,1,23,4,3,1.0,False,0,4,4,1.0,False,0,4,6,0.8333,True,0,1,10,0.8,True,1,1
33,12,2700,4,34,4,7,1.0,True,0,4,13,1.0,True,0,4,4,1.0,False,0,4,10,1.0,True,1,0
33,13,2900,1,25,4,5,1.0,True,0,4,12,0.9167,True,0,4,2,0.5,False,0,4,6,1.0,True,0,1
33,14,3100,3,45,4,12,0.9167,True,0,4,9,1.0,True,0,4,11,1.0,True,0,4,13,0.9231,True,0,1
33,15,3300,3,29,4,11,1.0,True,0,4,3,1.0,False,0,4,9,1.0,True,0,4,6,1.0,True,0,1
33,16,3500,3,28,4,5,1.0,True,0,4,5,1.0,True,0,4,10,1.0,True,0,4,8,1.0,True,0,1
33,17,3700,3,35,4,8,1.0,True,0,4,9,1.0,True,0,4,10,1.0,True,0,4,8,1.0,True,0,1
33,18,3900,3,36,4,11,0.8182,True,0,4,9,0.8889,True,0,4,9,0.8889,True,0,4,7,1.0,True,0,1
33,19,4100,3,25,4,8,1.0,True,0,4,7,1.0,True,0,4,5,1.0,True,0,4,5,1.0,True,0,1
33,20,4300,3,30,4,5,1.0,True,0,4,7,1.0,True,0,4,8,1.0,True,0,4,10,1.0,True,0,1
33,21,4500,1,31,4,4,0.75,False,0,4,11,0.9091,True,0,1,10,0.8,True,1,4,6,0.8333,True,0,1
33,22,4700,1,38,4,12,1.0,True,0,4,9,1.0,True,0,1,10,1.0,True,0,4,7,1.0,True,0,1
33,23,4900,0,33,4,7,1.0,True,0,4,9,1.0,True,0,0,13,1.0,True,1,4,4,1.0,False,0,1
33,24,5100,0,26,4,7,1.0,True,0,4,6,1.0,True,0,0,9,1.0,True,0,4,4,1.0,False,0,1
33,25,5300,0,26,4,7,1.0,True,0,4,5,1.0,True,0,0,10,1.0,True,0,4,4,1.0,False,0,1
