seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
314,1,413,12.0032,429,11.9103,390,11.3318,367,10.4997,353,9.9528,384,10.4838
314,2,414,12.0438,390,10.6971,375,11.365,395,11.3545,401,11.2688,374,10.5319
314,3,381,10.7029,394,10.7676,339,9.4519,424,11.5126,362,9.915,370,9.9879
314,4,431,11.6445,396,10.894,392,11.5938,377,11.073,375,9.9672,372,11.627
314,5,382,10.6577,407,11.2822,400,11.6167,403,11.0779,407,11.3819,352,9.6784
314,6,401,10.7928,450,12.8126,404,10.6805,388,10.0813,372,10.0469,350,8.9443
314,7,391,10.9797,432,12.0434,424,11.6657,346,9.7084,383,10.3547,346,9.372
314,8,349,9.7073,451,12.2953,401,11.4276,352,9.483,364,9.9417,360,9.7094
314,9,385,11.4741,411,11.2894,368,10.6028,398,10.8684,369,10.4695,387,10.1584
314,10,387,10.9162,388,10.8167,387,10.8975,416,11.4263,363,10.3412,397,11.0165
314,11,413,13.224,400,12.5917,388,10.7019,391,10.6766,411,11.1798,402,11.0005
314,12,415,11.5518,405,11.9605,371,10.7501,405,11.3831,389,10.2666,374,11.3294
314,13,403,10.8761,450,12.1649,388,11.1745,346,9.3391,402,11.1499,371,10.1026
314,14,409,11.4617,399,11.2349,374,9.9066,380,10.6581,367,9.8283,363,9.8308
314,15,408,11.2073,384,10.1894,380,10.7275,360,9.6337,361,9.6196,312,8.3664
314,16,398,11.5698,397,11.7682,381,10.5251,413,11.6556,355,10.1705,383,10.1536
314,17,386,11.4026,379,10.9757,374,10.3617,384,10.8915,334,10.1091,392,11.9339
314,18,394,10.6855,405,10.6599,359,9.4045,380,10.2096,372,10.136,386,11.7495
314,19,408,10.8409,409,11.1602,369,11.1254,389,11.6589,354,9.718,364,10.2357
314,20,413,10.9934,387,11.4441,369,10.5054,432,11.585,398,11.4679,350,9.5233
314,21,402,11.0537,367,9.1988,398,11.2757,398,10.8033,357,9.642,355,10.7787
314,22,375,10.6524,420,12.1049,356,9.9609,407,10.7986,376,10.3278,389,10.8129
314,23,371,10.0536,395,10.3408,386,11.5139,383,11.1729,404,11.0771,342,10.4244
314,24,404,11.3337,395,11.4519,375,10.4923,382,11.0052,344,8.8248,324,9.1043
314,25,348,9.0638,383,10.5682,417,11.2224,379,10.3185,338,9.4393,342,9.925
