seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
888,1,500,0,2713,0,693,1.0,True,0,0,670,0.9985,True,0,0,700,1.0,True,0,0,650,1.0,True,0,0
888,2,700,4,677,4,181,1.0,True,1,3,161,1.0,True,1,0,175,1.0,True,0,4,160,1.0,True,1,1
888,3,900,0,117,4,35,0.9714,True,0,4,28,0.8929,True,1,0,23,1.0,True,0,4,31,0.9677,True,0,1
888,4,1100,4,45,4,14,1.0,True,0,4,13,1.0,True,0,0,7,1.0,True,0,4,11,1.0,True,0,1
888,5,1300,1,43,4,11,0.7273,True,0,4,14,1.0,True,0,1,11,0.9091,True,1,4,7,0.8571,True,0,1
888,6,1500,1,41,4,11,1.0,True,0,4,8,0.875,True,0,1,12,1.0,True,0,4,10,0.9,True,0,1
888,7,1700,1,43,4,12,1.0,True,0,4,7,1.0,True,0,0,11,1.0,True,1,4,13,0.8462,True,0,1
888,8,1900,1,43,4,7,1.0,True,0,4,13,1.0,True,0,0,13,1.0,True,0,4,10,1.0,True,0,1
888,9,2100,0,27,4,3,1.0,False,0,4,9,1.0,True,0,0,8,1.0,True,0,4,7,1.0,True,0,1
888,10,2300,0,36,4,8,1.0,True,0,4,13,1.0,True,0,0,8,1.0,True,0,4,7,1.0,True,0,1
888,11,2500,0,38,4,8,1.0,True,0,4,9,1.0,True,0,0,11,1.0,True,0,4,10,1.0,True,0,1
888,12,2700,1,49,4,14,0.8571,True,0,4,19,0.8947,True,0,0,8,1.0,True,0,4,8,1.0,True,0,1
888,13,2900,3,45,4,16,1.0,True,0,4,12,1.0,True,0,0,11,1.0,True,0,4,6,1.0,True,0,1
888,14,3100,3,28,4,8,1.0,True,0,4,3,1.0,False,0,0,9,1.0,True,0,4,8,1.0,True,0,1
888,15,3300,3,30,4,11,0.8182,True,0,4,7,0.5714,True,0,0,4,0.75,False,0,4,8,1.0,True,0,1
888,16,3500,3,31,4,11,0.8182,True,0,4,4,1.0,False,0,2,7,0.7143,True,1,4,9,0.6667,True,0,1
888,17,3700,3,28,4,6,1.0,True,0,4,5,1.0,True,0,1,11,1.0,True,1,4,6,1.0,True,0,1
888,18,3900,3,23,4,6,0.5,True,0,4,5,0.8,True,0,1,8,0.875,True,0,4,4,0.75,False,0,1
888,19,4100,4,37,4,13,0.9231,True,0,4,9,0.7778,True,0,1,8,1.0,True,0,4,7,1.0,True,0,1
888,20,4300,4,36,4,10,1.0,True,0,4,11,0.7273,True,0,0,6,1.0,True,1,4,9,0.8889,True,0,1
888,21,4500,3,52,4,17,0.8824,True,0,4,15,0.8,True,0,3,11,0.9091,True,1,4,9,1.0,True,0,1
888,22,4700,3,48,4,16,1.0,True,0,4,13,1.0,True,0,3,14,1.0,True,0,4,5,1.0,True,0,1
888,23,4900,4,53,4,11,0.8182,True,0,4,16,0.9375,True,0,3,17,0.9412,True,0,4,9,1.0,True,0,1
888,24,5100,3,45,4,9,0.8889,True,0,4,9,0.7778,True,0,3,14,1.0,True,0,4,13,0.9231,True,0,1
888,25,5300,4,46,4,12,1.0,True,0,4,12,1.0,True,0,4,13,1.0,True,1,4,9,1.0,True,0,0
