seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
1234,1,500,0,2681,0,690,0.9971,True,0,0,650,0.9969,True,0,0,678,0.9941,True,0,0,663,0.9985,True,0,0
1234,2,700,0,673,1,168,1.0,True,1,0,150,0.9733,True,0,0,179,0.9888,True,0,0,176,0.983,True,0,1
1234,3,900,0,143,3,40,0.95,True,1,3,38,0.9737,True,1,4,31,0.9355,True,1,4,34,1.0,True,1,1
1234,4,1100,4,51,4,8,0.875,True,1,4,16,1.0,True,1,4,15,0.8667,True,0,4,12,0.75,True,0,0
1234,5,1300,4,44,4,11,0.9091,True,0,4,6,0.6667,True,0,4,14,0.7857,True,0,4,13,0.7692,True,0,0
1234,6,1500,1,46,4,10,1.0,True,0,4,10,0.9,True,0,4,12,1.0,True,0,4,14,1.0,True,0,1
1234,7,1700,3,30,4,6,1.0,True,0,4,6,1.0,True,0,4,7,1.0,True,0,4,11,0.8182,True,0,1
1234,8,1900,3,31,4,7,0.8571,True,0,4,6,0.5,True,0,4,7,0.5714,True,0,4,11,0.7273,True,0,1
1234,9,2100,4,46,4,11,1.0,True,0,4,15,0.8667,True,0,4,7,1.0,True,0,4,13,0.8462,True,0,0
1234,10,2300,1,44,3,12,0.8333,True,1,4,13,0.9231,True,0,4,8,1.0,True,0,4,11,0.9091,True,0,1
1234,11,2500,1,39,3,7,1.0,True,0,4,10,1.0,True,0,4,9,1.0,True,0,4,13,1.0,True,0,1
1234,12,2700,1,36,3,9,1.0,True,0,4,7,1.0,True,0,4,12,0.9167,True,0,4,8,0.875,True,0,1
1234,13,2900,1,38,3,3,1.0,False,0,1,15,0.8,True,1,4,10,1.0,True,0,4,10,1.0,True,0,1
1234,14,3100,4,37,4,7,0.7143,True,1,4,15,1.0,True,1,4,7,1.0,True,0,4,8,0.75,True,0,0
1234,15,3300,4,34,4,8,0.875,True,0,4,9,1.0,True,0,4,7,0.8571,True,0,4,10,1.0,True,0,0
1234,16,3500,4,34,4,8,1.0,True,0,4,9,1.0,True,0,4,9,1.0,True,0,4,8,1.0,True,0,0
1234,17,3700,4,43,4,12,1.0,True,0,4,11,0.7273,True,0,4,10,0.9,True,0,4,10,1.0,True,0,0
1234,18,3900,4,56,4,19,1.0,True,0,4,12,0.9167,True,0,4,15,0.9333,True,0,4,10,1.0,True,0,0
1234,19,4100,4,38,4,13,1.0,True,0,4,8,1.0,True,0,4,10,1.0,True,0,4,7,1.0,True,0,0
1234,20,4300,3,36,4,15,0.9333,True,0,4,6,1.0,True,0,4,10,0.9,True,0,4,5,1.0,True,0,1
1234,21,4500,4,45,4,15,0.9333,True,0,4,11,0.8182,True,0,4,10,0.7,True,0,4,9,0.7778,True,0,0
1234,22,4700,4,32,4,8,1.0,True,0,4,11,0.9091,True,0,4,6,1.0,True,0,4,7,0.8571,True,0,0
1234,23,4900,1,27,4,5,0.8,True,0,4,8,0.75,True,0,4,7,0.8571,True,0,4,7,1.0,True,0,1
1234,24,5100,1,29,4,6,1.0,True,0,4,9,1.0,True,0,4,9,1.0,True,0,4,5,1.0,True,0,1
1234,25,5300,4,28,4,8,1.0,True,0,4,9,1.0,True,0,4,5,0.8,True,0,4,6,1.0,True,0,0
