seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
1111,1,500,0,2610,0,677,1.0,True,0,0,642,0.9984,True,0,0,668,0.9925,True,0,0,623,0.9952,True,0,0
1111,2,700,0,616,4,167,1.0,True,1,4,134,1.0,True,1,3,161,1.0,True,1,0,154,0.987,True,0,1
1111,3,900,1,91,4,28,1.0,True,0,4,26,0.9615,True,0,4,22,0.9545,True,1,1,15,1.0,True,1,1
1111,4,1100,3,48,4,10,1.0,True,0,4,16,1.0,True,0,4,10,1.0,True,0,0,12,1.0,True,1,1
1111,5,1300,1,37,4,10,0.7,True,0,4,9,0.8889,True,0,4,8,1.0,True,0,2,10,0.7,True,1,1
1111,6,1500,4,42,4,11,1.0,True,0,4,9,1.0,True,0,4,10,1.0,True,0,4,12,1.0,True,1,0
1111,7,1700,4,37,4,9,1.0,True,0,4,7,0.8571,True,0,4,6,1.0,True,0,4,15,0.6667,True,0,0
1111,8,1900,4,25,4,5,1.0,True,0,4,2,1.0,False,0,4,8,0.75,True,0,4,10,1.0,True,0,0
1111,9,2100,4,25,4,7,0.8571,True,0,4,9,0.8889,True,0,4,7,1.0,True,0,4,2,1.0,False,0,0
1111,10,2300,4,26,4,5,1.0,True,0,4,9,1.0,True,0,4,8,1.0,True,0,4,4,1.0,False,0,0
1111,11,2500,4,17,4,3,1.0,False,0,4,5,1.0,True,0,4,5,1.0,True,0,4,4,1.0,False,0,0
1111,12,2700,4,14,4,5,1.0,True,0,4,1,1.0,False,0,4,2,1.0,False,0,4,6,1.0,True,0,0
1111,13,2900,4,16,4,3,1.0,False,0,4,4,1.0,False,0,4,5,1.0,True,0,4,4,1.0,False,0,0
1111,14,3100,4,29,4,6,1.0,True,0,4,8,0.875,True,0,4,7,0.8571,True,0,4,8,1.0,True,0,0
1111,15,3300,4,34,4,9,1.0,True,0,4,7,1.0,True,0,4,10,1.0,True,0,4,8,0.625,True,0,0
1111,16,3500,4,36,4,7,1.0,True,0,4,6,1.0,True,0,4,13,1.0,True,0,4,10,1.0,True,0,0
1111,17,3700,4,27,4,7,0.8571,True,0,4,2,1.0,False,0,4,11,0.8182,True,0,4,7,1.0,True,0,0
1111,18,3900,4,47,4,17,1.0,True,0,4,7,1.0,True,0,4,12,1.0,True,0,4,11,1.0,True,0,0
1111,19,4100,4,53,4,18,1.0,True,0,4,9,0.7778,True,0,4,11,0.9091,True,0,4,15,0.8667,True,0,0
1111,20,4300,4,40,4,8,0.875,True,0,4,10,1.0,True,0,4,11,0.9091,True,0,4,11,1.0,True,0,0
1111,21,4500,4,34,4,10,1.0,True,0,4,7,1.0,True,0,4,9,1.0,True,0,4,8,1.0,True,0,0
1111,22,4700,4,31,4,7,1.0,True,0,4,4,1.0,False,0,4,12,1.0,True,0,4,8,1.0,True,0,0
1111,23,4900,4,40,4,12,0.9167,True,0,4,8,1.0,True,0,4,7,0.8571,True,0,4,13,1.0,True,0,0
1111,24,5100,4,36,4,6,1.0,True,0,4,11,1.0,True,0,4,7,1.0,True,0,4,12,1.0,True,0,0
1111,25,5300,4,26,4,5,1.0,True,0,4,6,1.0,True,0,4,7,1.0,True,0,4,8,1.0,True,0,0
