seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
7777,1,500,0,2651,0,685,1.0,True,0,0,646,0.9969,True,0,0,669,0.997,True,0,0,651,0.9969,True,0,0
7777,2,700,4,593,0,155,1.0,True,0,1,132,1.0,True,1,1,161,1.0,True,1,4,145,1.0,True,1,1
7777,3,900,0,79,4,21,0.9524,True,1,1,18,0.9444,True,0,0,27,1.0,True,1,4,13,1.0,True,0,1
7777,4,1100,4,27,4,7,0.7143,True,0,4,8,1.0,True,1,4,7,1.0,True,1,4,5,1.0,True,0,0
7777,5,1300,4,20,4,5,1.0,True,0,4,2,1.0,False,0,4,4,1.0,False,0,4,9,1.0,True,0,0
7777,6,1500,1,36,4,9,1.0,True,0,4,7,0.7143,True,0,4,12,1.0,True,0,4,8,0.875,True,0,1
7777,7,1700,1,38,4,8,1.0,True,0,4,6,1.0,True,0,4,16,0.9375,True,0,4,8,0.875,True,0,1
7777,8,1900,1,36,4,9,0.8889,True,0,4,6,1.0,True,0,4,10,0.8,True,0,4,11,0.9091,True,0,1
7777,9,2100,4,34,4,9,0.7778,True,0,4,6,1.0,True,0,4,15,0.7333,True,0,4,4,0.75,False,0,0
7777,10,2300,4,51,4,15,0.9333,True,0,4,10,0.9,True,0,4,21,0.9048,True,0,4,5,1.0,True,0,0
7777,11,2500,4,56,4,13,0.9231,True,0,4,17,0.8235,True,0,4,18,0.9444,True,0,4,8,1.0,True,0,0
7777,12,2700,4,43,4,8,1.0,True,0,4,12,1.0,True,0,4,13,1.0,True,0,4,10,1.0,True,0,0
7777,13,2900,4,25,4,6,0.8333,True,0,4,9,0.7778,True,0,4,4,1.0,False,0,4,6,0.6667,True,0,0
7777,14,3100,4,23,4,8,1.0,True,0,4,7,1.0,True,0,4,4,1.0,False,0,4,4,1.0,False,0,0
7777,15,3300,4,22,4,8,1.0,True,0,4,4,1.0,False,0,4,3,1.0,False,0,4,7,1.0,True,0,0
7777,16,3500,4,18,4,5,1.0,True,0,4,4,0.75,False,0,4,4,0.75,False,0,4,5,1.0,True,0,0
7777,17,3700,4,22,4,6,0.6667,True,0,4,7,0.7143,True,0,4,6,0.8333,True,0,4,3,0.3333,False,0,0
7777,18,3900,4,34,4,10,1.0,True,0,4,10,0.7,True,0,4,7,1.0,True,0,4,7,0.8571,True,0,0
7777,19,4100,4,27,4,8,1.0,True,0,4,7,1.0,True,0,4,5,1.0,True,0,4,7,1.0,True,0,0
7777,20,4300,4,34,4,11,1.0,True,0,4,5,1.0,True,0,4,10,1.0,True,0,4,8,1.0,True,0,0
7777,21,4500,4,23,4,6,1.0,True,0,4,7,1.0,True,0,4,7,1.0,True,0,4,3,1.0,False,0,0
7777,22,4700,1,23,4,6,0.8333,True,0,4,4,1.0,False,0,4,5,1.0,True,0,4,8,0.875,True,0,1
7777,23,4900,4,28,4,4,1.0,False,0,4,7,1.0,True,0,4,5,1.0,True,0,4,12,1.0,True,0,0
7777,24,5100,4,44,4,10,0.8,True,0,4,15,0.8667,True,0,4,8,0.875,True,0,4,11,0.7273,True,0,0
7777,25,5300,4,42,4,16,0.8125,True,0,4,10,0.8,True,0,4,9,1.0,True,0,4,7,0.8571,True,0,0
