seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
55,1,500,0,2709,0,700,0.9943,True,0,0,652,0.9923,True,0,0,684,0.9942,True,0,0,673,0.9955,True,0,0
55,2,700,1,853,1,214,0.9953,True,1,4,202,1.0,True,1,1,217,0.9908,True,1,1,220,0.9955,True,1,1
55,3,900,0,115,3,29,1.0,True,1,4,21,1.0,True,0,0,36,0.9722,True,1,3,29,0.9655,True,1,1
55,4,1100,3,42,3,8,1.0,True,0,4,11,0.9091,True,0,3,11,1.0,True,1,3,12,0.9167,True,0,1
55,5,1300,3,26,3,5,1.0,True,0,4,5,1.0,True,0,3,9,1.0,True,0,3,7,1.0,True,0,1
55,6,1500,3,27,3,5,1.0,True,0,4,9,1.0,True,0,3,9,0.8889,True,0,3,4,0.75,False,0,1
55,7,1700,3,27,3,4,1.0,False,0,4,4,1.0,False,0,3,10,1.0,True,0,3,9,1.0,True,0,1
55,8,1900,1,27,3,7,0.8571,True,0,4,4,1.0,False,0,3,9,0.8889,True,0,3,7,1.0,True,0,1
55,9,2100,1,31,3,8,0.875,True,0,4,9,0.8889,True,0,3,9,1.0,True,0,3,5,1.0,True,0,1
55,10,2300,4,62,3,16,1.0,True,0,4,15,0.6667,True,0,4,16,0.75,True,1,4,15,0.9333,True,1,1
55,11,2500,4,36,3,11,1.0,True,0,4,10,1.0,True,0,4,7,1.0,True,0,4,8,1.0,True,0,1
55,12,2700,4,29,4,12,0.9167,True,1,4,7,0.8571,True,0,4,6,1.0,True,0,4,4,0.5,False,0,0
55,13,2900,4,28,4,11,0.7273,True,0,4,7,0.8571,True,0,4,3,1.0,False,0,4,7,0.7143,True,0,0
55,14,3100,4,25,4,7,0.7143,True,0,4,9,0.6667,True,0,4,1,1.0,False,0,4,8,0.75,True,0,0
55,15,3300,4,23,4,9,1.0,True,0,4,6,0.8333,True,0,4,0,0.0,False,0,4,8,0.875,True,0,0
55,16,3500,4,22,4,9,0.8889,True,0,4,4,1.0,False,0,4,4,1.0,False,0,4,5,0.8,True,0,0
55,17,3700,4,36,4,10,1.0,True,0,4,7,1.0,True,0,4,9,1.0,True,0,4,10,0.8,True,0,0
55,18,3900,4,37,4,6,1.0,True,0,4,6,1.0,True,0,4,9,1.0,True,0,4,16,1.0,True,0,0
55,19,4100,3,34,4,12,0.9167,True,0,4,6,1.0,True,0,4,8,1.0,True,0,4,8,0.875,True,0,1
55,20,4300,4,33,4,13,1.0,True,0,4,6,1.0,True,0,4,6,1.0,True,0,4,8,1.0,True,0,0
55,21,4500,4,24,4,5,1.0,True,0,4,6,1.0,True,0,4,7,1.0,True,0,4,6,1.0,True,0,0
55,22,4700,4,20,4,7,1.0,True,0,4,7,1.0,True,0,4,4,1.0,False,0,4,2,1.0,False,0,0
55,23,4900,4,28,4,11,0.9091,True,0,4,8,0.75,True,0,4,3,1.0,False,0,4,6,1.0,True,0,0
55,24,5100,4,48,4,10,1.0,True,0,4,12,0.9167,True,0,4,12,1.0,True,0,4,14,0.8571,True,0,0
55,25,5300,4,50,4,5,1.0,True,0,4,13,1.0,True,0,4,16,1.0,True,0,4,16,1.0,True,0,0
