seed,window,step,global_k,global_n_C,r0_k,r0_n_C,r0_none,r0_valid,r0_switch,r1_k,r1_n_C,r1_none,r1_valid,r1_switch,r2_k,r2_n_C,r2_none,r2_valid,r2_switch,r3_k,r3_n_C,r3_none,r3_valid,r3_switch,divergence_flag
44,1,500,0,2720,0,720,0.9972,True,0,0,678,0.9971,True,0,0,644,0.9984,True,0,0,678,0.9956,True,0,0
44,2,700,0,697,4,194,1.0,True,1,0,160,0.9938,True,0,0,174,0.9943,True,0,4,169,1.0,True,1,1
44,3,900,1,115,4,26,1.0,True,0,1,29,1.0,True,1,1,31,1.0,True,1,4,29,1.0,True,0,1
44,4,1100,4,36,4,8,1.0,True,0,0,11,1.0,True,1,3,11,0.9091,True,1,4,6,0.8333,True,0,1
44,5,1300,4,26,4,8,1.0,True,0,0,5,1.0,True,0,3,11,0.8182,True,0,4,2,1.0,False,0,1
44,6,1500,4,24,4,6,1.0,True,0,1,6,0.6667,True,1,3,9,1.0,True,0,4,3,1.0,False,0,1
44,7,1700,4,20,4,4,1.0,False,0,3,6,0.8333,True,1,3,6,0.8333,True,0,4,4,0.75,False,0,1
44,8,1900,3,26,4,8,1.0,True,0,4,5,1.0,True,1,3,5,1.0,True,0,4,8,1.0,True,0,1
44,9,2100,4,35,1,12,0.8333,True,1,4,8,1.0,True,0,3,7,0.2857,True,0,4,8,0.625,True,0,1
44,10,2300,4,21,1,3,1.0,False,0,4,4,1.0,False,0,3,9,1.0,True,0,4,5,1.0,True,0,1
44,11,2500,0,43,1,13,1.0,True,0,4,7,1.0,True,0,3,10,1.0,True,0,4,13,0.9231,True,0,1
44,12,2700,3,44,1,13,0.7692,True,0,4,10,0.9,True,0,3,9,0.8889,True,0,4,12,1.0,True,0,1
44,13,2900,4,42,4,11,1.0,True,1,4,12,1.0,True,0,4,11,1.0,True,1,4,8,1.0,True,0,0
44,14,3100,3,36,4,9,0.8889,True,0,4,9,1.0,True,0,4,9,1.0,True,0,4,9,0.6667,True,0,1
44,15,3300,3,31,4,7,1.0,True,0,4,7,0.8571,True,0,4,10,1.0,True,0,4,7,0.8571,True,0,1
44,16,3500,3,10,4,1,1.0,False,0,4,2,1.0,False,0,4,4,1.0,False,0,4,3,1.0,False,0,1
44,17,3700,4,34,4,7,1.0,True,0,4,6,1.0,True,0,4,5,1.0,True,0,4,16,1.0,True,0,0
44,18,3900,4,31,4,13,0.8462,True,0,4,7,1.0,True,0,4,5,0.4,True,0,4,6,1.0,True,0,0
44,19,4100,4,50,4,17,1.0,True,0,4,14,1.0,True,0,4,11,1.0,True,0,4,8,1.0,True,0,0
44,20,4300,4,35,4,11,1.0,True,0,4,8,1.0,True,0,4,9,0.8889,True,0,4,7,0.8571,True,0,0
44,21,4500,4,29,4,11,1.0,True,0,4,7,1.0,True,0,4,7,1.0,True,0,4,4,1.0,False,0,0
44,22,4700,3,61,4,16,0.9375,True,0,4,17,1.0,True,0,4,9,0.8889,True,0,4,19,1.0,True,0,1
44,23,4900,4,55,4,16,0.9375,True,0,4,16,0.9375,True,0,4,10,0.6,True,0,4,13,0.8462,True,0,0
44,24,5100,4,33,4,8,0.875,True,0,4,7,1.0,True,0,4,12,0.9167,True,0,4,6,1.0,True,0,0
44,25,5300,4,27,4,6,1.0,True,0,4,5,0.8,True,0,4,4,1.0,False,0,4,12,0.5833,True,0,0
