seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
33,1,418,11.2236,393,10.9942,370,10.0892,390,10.6109,355,9.8293,346,9.7927
33,2,392,10.8812,373,10.4413,394,10.4335,365,9.9169,371,9.6234,379,10.6188
33,3,412,10.5988,373,10.4877,396,10.7417,378,10.0167,361,9.9266,389,10.831
33,4,387,10.3957,403,11.6135,381,10.0445,407,11.4494,373,10.2696,389,10.9943
33,5,411,11.369,387,11.4585,395,12.2271,418,11.2221,386,11.5559,402,11.8697
33,6,418,11.5091,410,11.7433,412,11.0932,381,11.1585,387,11.0227,352,10.539
33,7,409,10.8628,422,11.3434,400,11.4503,372,9.7672,355,9.6183,363,10.8719
33,8,375,10.2611,410,11.7107,384,11.2595,391,10.228,364,10.018,363,10.6019
33,9,398,11.0962,406,12.0752,392,10.704,393,11.7448,361,9.6811,394,10.4905
33,10,445,13.1504,420,11.1695,365,9.844,327,8.9053,378,10.2675,352,9.9223
33,11,376,10.0307,416,11.2236,381,10.9044,400,10.4307,351,10.1963,372,10.4299
33,12,394,10.8683,379,10.7786,383,10.7409,412,11.2739,353,9.7981,355,9.2588
33,13,430,12.0289,417,11.6664,369,10.7796,382,10.669,392,11.1878,376,10.1484
33,14,377,10.6913,364,10.1338,368,10.3531,377,10.7722,363,9.4257,370,9.8137
33,15,414,10.9454,416,11.5433,403,10.8686,399,10.476,343,8.7219,376,10.1479
33,16,381,10.8767,408,11.561,389,10.8776,391,10.9538,375,10.4897,355,10.6702
33,17,382,10.3151,388,10.5982,396,11.2739,407,11.0804,375,9.9193,384,10.188
33,18,376,10.1043,361,9.8885,390,10.666,387,10.8113,336,9.1838,393,10.8847
33,19,385,11.1032,375,10.7643,380,10.6402,355,9.4481,395,11.8875,375,10.9988
33,20,414,11.8011,409,10.7986,364,9.4277,377,10.7093,387,10.5711,343,8.5733
33,21,409,11.2408,405,11.5837,378,10.7353,397,11.8376,383,11.3457,361,10.0367
33,22,391,10.7667,346,9.7189,380,10.7231,404,11.0,371,10.3944,349,9.4688
33,23,390,11.0026,409,10.6848,368,9.7789,389,10.481,336,9.2343,371,9.5151
33,24,419,11.5433,408,11.8711,392,11.2063,348,9.8964,365,9.7285,356,9.6529
33,25,375,9.9546,398,10.7356,373,9.931,382,10.3124,353,9.8079,398,10.7415
