seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
13,1,405,10.6657,429,11.2346,407,10.5472,387,11.2335,396,10.7263,374,10.3028
13,2,404,12.0988,380,10.8786,372,10.2562,363,9.5145,379,10.1571,346,9.3612
13,3,391,10.7926,397,11.0878,385,10.6467,415,11.6311,361,10.0507,364,10.3384
13,4,406,12.5038,395,10.791,368,9.4771,378,10.1629,395,11.6268,373,10.5275
13,5,413,11.3467,424,11.4427,399,11.3236,392,9.8773,356,9.5416,385,11.2438
13,6,392,11.8027,398,11.485,400,9.8849,367,9.9621,362,10.4686,389,10.9097
13,7,411,11.624,420,10.8202,374,10.4129,398,11.1889,358,9.5051,349,9.4058
13,8,399,10.9189,404,10.7848,358,9.5147,377,10.2158,372,10.0044,390,11.0617
13,9,372,10.5999,410,11.6709,369,9.9105,416,12.1462,363,10.2878,355,9.8702
13,10,378,10.8547,425,12.4349,356,9.9175,394,11.2846,392,11.2073,356,9.7483
13,11,392,10.3745,405,12.8385,383,10.3133,361,9.812,345,9.8005,349,9.9996
13,12,421,12.0077,395,10.5941,385,9.9831,411,11.4067,341,9.7588,346,10.7309
13,13,397,11.6402,386,10.5541,398,11.3721,371,10.6338,338,9.6163,367,10.6136
13,14,407,11.5209,408,10.8899,370,10.2099,387,10.5536,333,9.2651,367,9.8371
13,15,398,10.3908,410,11.5625,394,11.1855,377,10.5939,380,10.4036,384,10.627
13,16,388,11.1841,397,10.9071,377,10.0755,391,10.8107,377,10.361,382,10.3916
13,17,360,9.9569,420,12.4111,367,10.3141,412,11.6675,361,9.1042,411,11.2654
13,18,394,10.1803,377,10.3205,399,11.4636,433,12.0941,383,10.4144,358,9.8204
13,19,388,10.1186,367,9.9298,367,10.1406,399,11.1136,353,9.381,365,9.9884
13,20,409,11.183,418,13.1466,386,10.4485,397,12.2263,337,9.4332,350,9.6715
13,21,400,11.4054,413,10.3785,370,10.8177,407,10.8364,368,10.0352,381,10.5363
13,22,369,9.8524,389,11.1691,364,9.762,368,9.8848,324,8.4354,363,9.5773
13,23,389,10.6753,402,10.5432,404,11.8246,362,9.8695,348,10.1147,348,10.0995
13,24,371,10.8217,406,10.6526,379,9.9916,379,11.0695,367,10.2761,411,10.5411
13,25,379,10.533,392,10.8178,361,10.2484,402,10.7985,355,10.5802,358,10.3573
