window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6148,23,7,0,1.9994,0,14.3,0,0,6.59,1.0,6148.0,703,1.0,435,654,219,2334,0.000834,0.0077,411.2478,0,0.0,0.0057,0.0009,3,0,0,0,0.039402,0.015625,64,0.6034,0.0394,0.2683,0.003
2,5000,3804,4,5,0,1.9994,0,13.4,469,3315,5.32,0.8334,4611.3,489,1.0,404,12,43,2346,0.000967,0.0143,352.3055,1,1.0,0.0058,0.0012,1,0,0,0,0.048458,0.015625,64,0.6776,0.0851,0.2569,0.003529
3,5000,3410,4,4,0,1.9994,0,13.2,289,3135,4.94,0.8549,4027.2,275,1.0,321,10,93,2280,0.000976,0.0124,251.3812,2,1.9,0.0064,0.0015,0,0,0,0,0.04612,0.015625,64,0.6612,0.1313,0.258,0.003856
