window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup
1,5000,5873,11,5,0,1.9998,0,18.3,0,0,6.53,1.0,5873.0,517,1.0,318,493,175,1842,0.001131,0.0114,422.2586,0,0.0,0.0114,0.0013,1,0,0,0,0.038486,0.015625,64,0.594,0.0385,0.2643,89,163,66,2078,1328,1390,1.0,0.0,0,0,0,0.002524,0.002524,1.0,1.0,1
2,5000,4106,3,5,0,1.9998,0,17.3,408,3699,5.52,0.8757,4703.7,407,1.0,311,24,31,1937,0.001203,0.0077,368.4211,1,0.9,0.0056,0.0013,1,0,0,0,0.03589,0.015625,63,0.5646,0.0666,0.2658,91,152,68,1332,1298,766,1.0,0.0,0,0,0,0.009852,0.007409,1.3297,1.0,1
3,5000,3561,0,0,1,1.9998,0,17.0,246,3341,5.04,0.8653,4145.3,220,1.0,248,2,65,1847,0.001272,0.0109,248.2993,2,1.9,0.01,0.0018,0,0,0,0,0.034608,0.015625,63,0.5485,0.0976,0.2647,84,107,57,985,1286,637,1.0,0.0,0,0,0,0.03643,0.02192,1.662,1.0,1
4,5000,3381,0,0,3,1.9998,0,16.9,75,3326,4.86,0.8839,3847.6,55,1.0,179,2,71,1599,0.0014,0.0129,94.8276,3,2.9,0.0086,0.0024,0,0,0,0,0.040288,0.015625,62,0.6122,0.1185,0.2662,70,61,48,956,1248,556,1.0,0.0,0,0,0,0.069065,0.040778,1.6937,1.0,1
5,5000,3220,2,5,0,1.9998,0,16.8,9,3207,4.64,0.8862,3640.4,13,1.0,163,4,20,1295,0.001796,0.0189,28.4464,4,3.8,0.0168,0.0038,1,0,0,0,0.05042,0.015625,59,0.6901,0.15,0.272,64,52,47,834,1249,535,1.0,0.0,0,0,0,0.002101,0.027885,0.0753,1.0,1
6,5000,3295,1,5,0,1.9997,1,16.8,0,3280,4.64,0.9303,3541.7,15,1.0,145,1,19,1207,0.002005,0.0296,35.2941,5,4.8,0.0228,0.0048,1,0,0,0,0.038724,0.015625,57,0.5965,0.1774,0.272,61,41,43,814,1310,555,1.0,0.0,0,0,0,0.002278,0.020569,0.1107,1.0,1
7,5000,3276,4,5,0,1.9982,2,16.9,7,3246,4.58,0.9427,3475.3,30,1.0,134,6,17,1217,0.002115,0.0292,73.0479,6,5.6,0.0176,0.0052,4,0,0,0,0.060827,0.015625,57,0.7431,0.2135,0.2731,57,36,41,818,1297,511,1.0,0.0,0,0,0,0.002433,0.016035,0.1517,1.0,1
8,5000,3195,0,0,1,1.9998,2,16.7,0,3190,4.58,0.9361,3413.0,5,1.0,112,0,22,1077,0.00228,0.0414,14.2857,7,6.5,0.0231,0.0065,0,0,0,0,0.085635,0.015625,53,0.8175,0.2713,0.2864,48,29,35,781,1295,525,1.0,0.0,0,0,0,0.0,0.012472,0.0,1.0,1
9,5000,3270,0,0,3,1.9998,1,16.9,3,3262,4.75,0.9662,3384.4,8,1.0,104,3,11,1033,0.002415,0.0466,21.5054,8,7.3,0.0262,0.0076,0,0,0,0,0.069948,0.015625,52,0.7766,0.3413,0.2989,45,27,32,811,1315,533,1.0,0.0,0,0,0,0.0,0.009977,0.0,1.0,1
10,5000,3275,2,4,0,1.9984,1,16.7,7,3260,4.63,0.9734,3364.5,15,1.0,102,4,6,1035,0.002112,0.0428,41.7827,9,8.1,0.0187,0.006,0,0,0,0,0.072193,0.015625,51,0.7836,0.4135,0.3098,45,24,33,858,1318,508,1.0,0.0,0,0,0,0.002674,0.008649,0.3091,1.0,1
11,5000,3193,1,3,3,1.9925,1,16.8,8,3180,4.48,0.9572,3335.9,13,1.0,101,5,6,1029,0.002155,0.031,35.3982,10,8.8,0.0215,0.0062,0,0,0,0,0.059155,0.015625,51,0.7359,0.4586,0.3156,46,22,33,783,1296,537,1.0,0.0,0,0,0,0.002817,0.007677,0.3669,1.0,1
12,5000,3325,4,5,1,1.9883,2,16.9,18,3295,4.64,0.9972,3334.2,30,1.0,101,7,7,1069,0.002028,0.0313,76.087,11,9.2,0.0209,0.0064,2,0,0,0,0.060052,0.015625,52,0.7398,0.5186,0.3183,47,20,34,824,1287,574,1.0,0.0,0,0,0,0.005222,0.0073,0.7154,1.0,1
