window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup
1,5000,6012,11,7,0,1.9983,0,18.2,0,0,6.65,1.0,6012.0,603,1.0,375,575,200,2046,0.000972,0.0099,405.6604,0,0.0,0.0078,0.0012,2,0,0,0,0.035975,0.015625,63,0.5657,0.036,0.2436,97,178,100,2049,1406,1443,1.0,0.0,0,0,0,0.001043,0.001043,1.0,1.0,1
2,5000,4072,3,5,0,1.9985,0,17.2,467,3596,5.49,0.8656,4738.0,476,1.0,358,27,44,2118,0.001064,0.0086,383.3737,1,1.0,0.007,0.0012,1,0,0,0,0.035099,0.015625,64,0.5548,0.0665,0.2412,97,162,99,1292,1283,765,1.0,0.0,0,0,0,0.008621,0.006095,1.4145,1.0,1
3,5000,3599,1,4,0,1.9985,0,16.8,292,3342,5.1,0.8695,4191.0,257,1.0,292,4,70,2045,0.001124,0.01,248.5437,2,1.9,0.0087,0.0016,0,0,0,0,0.038491,0.015625,64,0.5941,0.1022,0.2418,89,119,84,908,1313,664,1.0,0.0,0,0,0,0.037721,0.021908,1.7218,1.0,1
4,5000,3323,2,5,0,1.9985,0,16.7,85,3253,4.76,0.8691,3854.6,70,1.0,195,7,104,1862,0.001287,0.0205,101.4493,3,2.8,0.01,0.0026,1,0,0,0,0.03744,0.015625,64,0.5827,0.1294,0.2425,70,61,64,878,1272,519,1.0,0.0,0,0,0,0.085749,0.047444,1.8074,1.0,1
5,5000,3290,0,0,3,1.9985,0,16.6,5,3285,4.68,0.8973,3666.4,5,1.0,148,0,47,1465,0.001672,0.0229,9.8814,4,3.8,0.0185,0.0037,0,0,0,0,0.042328,0.015625,61,0.6309,0.159,0.2476,56,42,50,880,1274,557,1.0,0.0,0,0,0,0.058201,0.05103,1.1405,1.0,1
6,5000,3389,0,0,0,1.9983,1,16.6,0,3389,4.77,0.9448,3587.1,0,1.0,130,0,18,1164,0.002081,0.0263,0.0,5,4.8,0.0211,0.0046,0,0,0,0,0.039474,0.015625,60,0.6042,0.1906,0.2514,48,35,47,855,1339,580,1.0,0.0,0,0,0,0.002632,0.037202,0.0707,1.0,1
7,5000,3207,2,5,0,1.9988,1,16.6,4,3198,4.56,0.9184,3492.1,9,1.0,116,2,16,1103,0.002181,0.0402,26.7857,6,5.7,0.0206,0.0062,2,0,0,0,0.074713,0.015625,55,0.7909,0.2363,0.2713,43,31,42,840,1298,510,1.0,0.0,0,0,0,0.0,0.027901,0.0,1.0,1
8,5000,3247,0,0,1,1.9984,1,16.5,0,3242,4.63,0.9445,3437.6,5,1.0,106,0,10,1042,0.002105,0.0367,14.7059,7,6.7,0.0202,0.0056,0,0,0,0,0.062147,0.015625,53,0.7486,0.2815,0.2862,42,25,39,798,1294,545,1.0,0.0,0,0,0,0.002825,0.022329,0.1265,1.0,1
9,5000,3214,3,5,0,1.9954,1,16.5,6,3193,4.61,0.9473,3392.9,21,1.0,103,4,7,1062,0.002413,0.0375,60.0601,8,7.5,0.0205,0.0064,3,0,0,0,0.051873,0.015625,52,0.6988,0.3218,0.2933,37,24,42,788,1335,504,1.0,0.0,0,0,0,0.002882,0.018439,0.1563,1.0,1
10,5000,3324,2,5,0,1.9955,1,16.6,4,3301,4.72,0.9833,3380.4,23,1.0,97,2,8,1047,0.002409,0.0357,65.1558,9,8.3,0.0209,0.0064,1,0,0,0,0.054945,0.015625,51,0.7156,0.3542,0.3027,35,22,40,838,1312,522,1.0,0.0,0,0,0,0.002747,0.015586,0.1763,1.0,1
11,5000,3168,1,4,1,1.9923,2,16.5,14,3140,4.61,0.9471,3345.0,28,1.0,95,7,9,1009,0.002453,0.0384,79.5455,10,8.7,0.0186,0.0069,0,0,0,0,0.046575,0.015625,50,0.6645,0.3932,0.3079,35,19,41,831,1221,502,1.0,0.0,0,0,0,0.0,0.012989,0.0,1.0,1
12,5000,3291,1,5,3,1.9938,2,16.6,19,3267,4.68,0.9863,3336.7,24,1.0,88,1,8,970,0.00238,0.0478,73.3945,11,9.5,0.016,0.0079,1,0,0,0,0.065672,0.015625,47,0.7621,0.4356,0.3143,31,16,41,849,1281,541,1.0,0.0,0,0,0,0.0,0.01099,0.0,1.0,1
