window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup
1,5000,6014,13,5,0,1.9981,0,18.2,0,0,6.67,1.0,6014.0,577,1.0,368,558,190,1996,0.000984,0.0067,420.438,0,0.0,0.0067,0.0012,1,0,0,0,0.041272,0.015625,64,0.6214,0.0413,0.233,90,190,88,2114,1352,1417,1.0,0.0,0,0,0,0.000558,0.000558,1.0,1.0,1
2,5000,4089,3,6,0,1.9981,0,17.1,422,3642,5.49,0.8663,4745.3,447,1.0,346,14,36,2074,0.0011,0.0137,381.9742,1,1.0,0.0059,0.0013,0,0,0,0,0.043109,0.015625,64,0.6375,0.0661,0.2407,89,173,84,1285,1313,768,1.0,0.0,0,0,0,0.010451,0.007153,1.461,1.0,1
3,5000,3600,3,5,0,1.9982,0,16.8,239,3373,5.1,0.8668,4187.7,227,1.0,283,10,73,2024,0.001086,0.0085,242.7184,2,1.9,0.0073,0.0015,1,0,0,0,0.037607,0.015625,63,0.5845,0.0997,0.245,85,129,69,970,1301,626,1.0,0.0,0,0,0,0.04188,0.024517,1.7082,1.0,1
4,5000,3362,2,5,0,1.9982,0,16.8,66,3306,4.84,0.8756,3867.0,56,1.0,194,5,94,1801,0.001297,0.0156,88.4676,3,2.8,0.0091,0.0021,1,0,0,0,0.041505,0.015625,62,0.6235,0.1412,0.2528,68,75,51,866,1352,546,1.0,0.0,0,0,0,0.085603,0.048951,1.7487,1.0,1
5,5000,3219,2,5,0,1.9981,0,16.9,11,3200,4.62,0.8819,3651.3,19,1.0,177,7,24,1444,0.001766,0.0202,37.4753,4,3.8,0.0161,0.0036,1,0,0,0,0.053309,0.015625,61,0.7069,0.1798,0.2718,63,65,49,851,1212,524,1.0,0.0,0,0,0,0.001838,0.033247,0.0553,1.0,1
6,5000,3285,1,3,0,1.9985,0,16.9,8,3272,4.66,0.9262,3546.7,13,1.0,163,7,21,1385,0.001751,0.0262,27.7778,5,4.6,0.0176,0.004,0,0,0,0,0.048387,0.015625,60,0.6771,0.2201,0.287,59,58,46,868,1275,554,1.0,0.0,0,0,0,0.002016,0.024324,0.0829,1.0,1
7,5000,3275,3,5,0,1.9991,2,16.9,6,3255,4.64,0.9414,3478.8,20,1.0,151,7,19,1366,0.001755,0.025,41.3943,6,5.4,0.0132,0.0039,2,0,0,0,0.05625,0.015625,57,0.7222,0.2472,0.2936,58,51,42,838,1303,530,1.0,0.0,0,0,0,0.00625,0.019805,0.3156,1.0,1
8,5000,3210,1,3,0,1.9977,2,16.4,3,3207,4.64,0.9389,3419.0,3,1.0,137,4,18,1295,0.001829,0.0233,2.2075,7,6.3,0.0162,0.0042,0,0,0,0,0.05074,0.015625,55,0.6921,0.2798,0.3011,54,45,38,859,1213,518,1.0,0.0,0,0,0,0.010571,0.017753,0.5954,1.0,1
9,5000,3144,1,5,0,1.992,2,17.0,0,3139,4.57,0.9346,3364.0,5,1.0,129,1,9,1230,0.001767,0.0202,13.1579,8,7.3,0.0133,0.0043,1,0,0,0,0.050378,0.015625,55,0.6898,0.3151,0.3097,51,43,35,861,1228,520,1.0,0.0,0,0,0,0.002519,0.014706,0.1713,1.0,1
10,5000,3214,2,5,0,1.9975,2,18.4,4,3200,4.67,0.9632,3336.7,14,1.0,120,2,11,1185,0.001919,0.0286,37.234,9,8.2,0.0176,0.0059,1,0,0,0,0.065104,0.015625,53,0.76,0.3489,0.3195,48,37,35,798,1292,537,1.0,0.0,0,0,0,0.002604,0.012506,0.2082,1.0,1
11,5000,3219,2,4,1,1.9969,2,16.9,3,3206,4.58,0.9704,3317.1,13,1.0,110,2,12,1127,0.002044,0.0396,35.1351,10,9.1,0.0211,0.0064,0,0,0,0,0.076517,0.015625,51,0.7958,0.3988,0.3302,41,34,35,827,1263,511,1.0,0.0,0,0,0,0.002639,0.010861,0.2429,1.0,1
12,5000,3203,0,0,1,1.9947,2,16.5,0,3198,4.57,0.9707,3299.6,5,1.0,100,0,10,1045,0.002074,0.0279,14.4509,11,10.0,0.0188,0.0057,0,0,0,0,0.05571,0.015625,49,0.7195,0.4517,0.3409,39,29,32,830,1249,540,1.0,0.0,0,0,0,0.002786,0.009619,0.2896,1.0,1
