window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup
1,5000,6028,11,4,0,1.9983,0,18.7,0,0,6.62,1.0,6028.0,582,1.0,369,561,192,2041,0.000971,0.0065,411.8896,0,0.0,0.0,0.0011,0,0,0,0,0.035403,0.015625,64,0.5587,0.0354,0.2507,100,177,92,2081,1388,1463,1.0,0.0,0,0,0,0.001089,0.001089,1.0,1.0,1
2,5000,4041,5,5,0,1.9984,0,17.7,400,3605,5.46,0.8602,4710.7,436,1.0,344,17,42,2098,0.001126,0.0085,369.4915,1,1.0,0.0075,0.0013,2,0,0,0,0.033854,0.015625,64,0.5385,0.066,0.2514,105,149,90,1362,1286,711,1.0,0.0,0,0,0,0.007812,0.005571,1.4022,1.0,1
3,5000,3573,2,5,0,1.9984,0,17.2,254,3323,5.1,0.8655,4152.3,250,1.0,286,4,62,2030,0.001083,0.012,247.2799,2,1.9,0.0088,0.0016,1,0,0,0,0.034318,0.015625,64,0.5447,0.0976,0.2526,103,109,74,1043,1305,603,1.0,0.0,0,0,0,0.029529,0.01755,1.6825,1.0,1
4,5000,3338,0,0,1,1.9984,0,16.8,70,3276,4.76,0.8745,3831.8,62,1.0,196,3,93,1761,0.001336,0.0159,96.5732,3,2.9,0.0132,0.0024,0,0,0,0,0.042384,0.015625,64,0.6313,0.1292,0.2569,81,67,48,896,1316,543,1.0,0.0,0,0,0,0.072848,0.039669,1.8364,1.0,1
5,5000,3291,1,5,0,1.9984,0,16.7,15,3275,4.69,0.902,3652.9,16,1.0,169,1,28,1374,0.001759,0.0212,33.1263,4,3.9,0.0188,0.0035,1,0,0,0,0.05,0.015625,58,0.6875,0.1657,0.2642,72,56,41,868,1310,520,1.0,0.0,0,0,0,0.003846,0.027728,0.1387,1.0,1
6,5000,3286,0,0,3,1.999,1,16.7,2,3284,4.7,0.9261,3548.0,2,1.0,157,2,14,1306,0.001763,0.0199,4.1754,5,4.8,0.0144,0.0035,0,0,0,0,0.043825,0.015625,58,0.6435,0.1956,0.2693,68,49,40,860,1293,522,1.0,0.0,0,0,0,0.0,0.019806,0.0,1.0,1
7,5000,3202,0,0,3,1.9989,1,16.5,1,3201,4.56,0.925,3461.5,1,1.0,142,1,16,1232,0.001739,0.0187,0.0,6,5.8,0.0117,0.0038,0,0,0,0,0.070093,0.015625,58,0.7771,0.2657,0.2769,62,42,38,822,1256,517,1.0,0.0,0,0,0,0.004673,0.016023,0.2916,1.0,1
8,5000,3205,2,5,0,1.9994,1,16.7,11,3194,4.65,0.9414,3404.5,11,1.0,132,3,13,1178,0.001894,0.0323,25.8398,7,6.7,0.0203,0.005,2,0,0,0,0.069479,0.015625,57,0.7751,0.3352,0.2849,56,37,39,812,1266,521,1.0,0.0,0,0,0,0.002481,0.013013,0.1907,1.0,1
9,5000,3256,2,4,0,1.9984,1,17.0,0,3251,4.71,0.9648,3374.8,5,1.0,124,5,13,1138,0.001945,0.0319,13.8122,8,7.4,0.0199,0.0054,0,0,0,0,0.058511,0.015625,53,0.733,0.3884,0.294,52,31,41,809,1280,545,1.0,0.0,0,0,0,0.0,0.010411,0.0,1.0,1
10,5000,3151,2,5,0,1.9886,2,16.7,8,3134,4.65,0.9451,3334.1,17,1.0,123,8,9,1148,0.001875,0.0265,42.8212,9,8.1,0.0145,0.0049,1,0,0,0,0.079518,0.015625,54,0.8035,0.4679,0.3018,54,28,41,793,1289,491,1.0,0.0,0,0,0,0.0,0.008518,0.0,1.0,1
11,5000,3083,1,5,1,1.9719,2,16.4,8,3070,4.47,0.9364,3292.3,13,1.0,115,1,9,1113,0.001887,0.0217,37.1429,10,9.0,0.0166,0.005,1,0,0,0,0.065041,0.015625,53,0.7598,0.5329,0.3054,49,26,40,744,1236,518,1.0,0.0,0,0,0,0.00271,0.00755,0.3589,1.0,1
12,5000,3258,1,5,3,1.9965,2,16.4,9,3244,4.62,0.9912,3287.0,14,1.0,112,2,5,1102,0.00192,0.0305,34.4828,11,9.9,0.0189,0.0056,1,0,0,0,0.05598,0.015625,52,0.7209,0.5889,0.308,50,23,39,831,1281,523,1.0,0.0,0,0,0,0.002545,0.00678,0.3753,1.0,1
13,5000,3231,3,5,1,1.999,2,16.4,12,3216,4.55,0.9854,3279.0,15,1.0,106,4,10,1104,0.001982,0.0341,35.8056,12,10.7,0.0204,0.0059,1,0,0,0,0.048662,0.015625,53,0.6789,0.6376,0.3154,46,22,38,832,1277,565,1.0,0.0,0,0,0,0.004866,0.006506,0.7479,1.0,1
14,5000,3229,0,0,1,1.9699,2,16.5,4,3225,4.56,0.9868,3272.3,4,1.0,99,4,11,1057,0.001953,0.0327,2.9683,13,11.4,0.0214,0.0068,0,0,0,0,0.053571,0.015625,50,0.7083,0.6911,0.3175,44,21,34,791,1312,532,1.0,0.0,0,0,0,0.008929,0.006829,1.3074,1.0,1
15,5000,3214,1,5,3,1.9855,1,16.3,2,3207,4.6,0.9844,3265.0,7,1.0,98,3,4,1049,0.0019,0.0378,19.3906,14,12.2,0.0224,0.007,1,0,0,0,0.051351,0.015625,50,0.6957,0.7344,0.3243,41,21,36,803,1296,519,1.0,0.0,0,0,0,0.002703,0.006314,0.4281,1.0,1
16,5000,3220,0,0,3,1.9853,1,16.4,0,3220,4.56,0.9878,3259.7,0,1.0,90,0,8,981,0.001992,0.0236,0.0,15,13.2,0.019,0.0058,0,0,0,0,0.064897,0.015625,49,0.7592,0.7993,0.3304,39,19,32,830,1265,551,1.0,0.0,0,0,0,0.0,0.005571,0.0,1.0,1
17,5000,3133,0,0,3,1.9764,1,16.4,0,3128,4.54,0.9653,3245.7,5,1.0,86,5,9,953,0.002066,0.0348,16.3399,16,13.7,0.0262,0.0082,0,0,0,0,0.066456,0.015625,50,0.7649,0.8657,0.3332,36,18,32,770,1285,522,1.0,0.0,0,0,0,0.0,0.004952,0.0,1.0,1
18,5000,3209,0,0,3,1.8892,1,16.5,0,3204,4.59,0.9899,3241.8,5,1.0,80,0,6,926,0.00192,0.0305,17.4825,17,14.9,0.0194,0.0068,0,0,0,0,0.054237,0.015625,49,0.7119,0.9132,0.3363,35,15,30,856,1279,495,1.0,0.0,0,0,0,0.00339,0.004787,0.7081,1.0,1
19,5000,3240,1,4,3,1.9075,1,16.6,4,3232,4.56,0.9995,3241.6,8,1.0,76,1,5,875,0.002027,0.0363,27.3973,18,15.6,0.0188,0.0068,0,1,0,0,0.059406,0.015625,48,0.737,0.9594,0.3377,35,13,28,825,1279,547,1.0,0.0,0,0,0,0.0,0.004309,0.0,1.0,1
20,5000,3180,1,3,1,1.9591,1,16.5,0,3176,4.56,0.9828,3235.8,4,1.0,74,3,5,868,0.002033,0.0448,15.444,19,16.5,0.025,0.0079,0,0,0,0,0.05597,0.015625,49,0.7208,1.0154,0.3388,33,12,29,770,1241,556,1.0,0.0,0,0,0,0.007463,0.004609,1.6191,1.0619,0
21,5000,3152,0,0,3,1.8346,2,16.4,0,3152,4.58,0.9765,3227.8,0,1.0,68,0,6,812,0.002226,0.0348,0.0,20,17.3,0.023,0.0077,0,0,0,0,0.090592,0.015625,44,0.8275,1.1059,0.3424,30,10,28,757,1213,582,1.0,0.0,0,0,0,0.0,0.00417,0.0,0.9,0
22,5000,3179,0,0,3,1.8349,1,16.7,2,3177,4.5,0.9863,3223.1,2,1.0,64,2,6,783,0.001831,0.0346,7.9051,21,18.2,0.0265,0.0085,0,1,0,0,0.069231,0.015625,44,0.7743,1.1752,0.3481,30,9,25,808,1200,544,1.0,0.0,0,0,0,0.007692,0.004506,1.7073,1.0707,0
23,5000,3127,0,0,3,1.8548,1,16.5,2,3125,4.45,0.9729,3214.0,2,1.0,62,2,4,755,0.002325,0.0471,8.1301,22,18.6,0.0309,0.0101,0,1,0,0,0.070588,0.015625,41,0.7786,1.2418,0.3544,30,8,24,824,1187,522,1.0,0.0,0,0,0,0.003922,0.00445,0.8813,0.9881,0
24,5000,3126,1,3,3,1.7693,1,16.5,2,3121,4.48,0.9752,3205.6,5,1.0,58,4,8,750,0.00222,0.047,17.9372,23,19.6,0.0299,0.0099,0,0,0,0,0.08547,0.015625,42,0.8172,1.3273,0.3593,31,5,22,772,1261,511,1.0,0.0,0,0,0,0.021368,0.006061,3.5253,1.2,0
25,5000,3213,2,5,3,1.8069,1,16.6,3207,0,4.6,1.0032,3206.7,10,1.0,60,5,3,730,0.002678,0.0332,43.1034,24,19.1,0.0249,0.0085,1,0,0,0,0.058091,0.015625,40,0.731,1.3813,0.363,32,5,23,844,1300,503,1.0,0.0,0,0,0,0.004149,0.005879,0.7058,0.9706,0
26,5000,3239,1,3,3,1.918,2,16.5,3254,0,4.61,1.0136,3211.3,1,1.0,59,2,3,724,0.002306,0.0551,0.0,25,19.6,0.0306,0.0099,0,0,0,0,0.070866,0.015625,41,0.7795,1.4364,0.3678,32,4,23,803,1292,537,1.0,0.0,0,0,0,0.003937,0.005694,0.6914,0.9691,0
27,4999,3165,0,0,3,1.9053,2,16.3,0,3165,4.55,0.9869,3206.9,0,1.0,58,0,1,708,0.002102,0.0502,0.0,26,20.6,0.0283,0.0095,0,0,0,0,0.065637,0.015625,40,0.7619,1.4904,0.3715,31,4,23,820,1240,513,1.0,0.0,0,0,0,0.0,0.005152,0.0,0.9,0
28,4998,3166,0,0,3,1.8501,1,16.3,4,3162,4.65,0.9885,3203.0,4,1.0,57,4,5,707,0.00198,0.0408,16.9492,27,21.3,0.0308,0.0095,0,0,0,0,0.069388,0.015625,40,0.7748,1.5353,0.3755,30,4,23,839,1254,535,1.0,0.0,0,0,0,0.004082,0.00505,0.8083,0.9808,0
29,4997,3228,2,4,3,1.861,1,16.5,3243,0,4.7,1.0135,3207.6,8,1.0,58,4,3,703,0.0022,0.048,36.1991,28,20.9,0.0267,0.0096,0,0,0,0,0.056769,0.015625,41,0.7248,1.5834,0.3755,29,4,25,833,1251,528,1.0,0.0,0,0,0,0.004367,0.004985,0.876,0.9876,0
30,4996,3244,1,5,3,1.7904,1,16.5,3270,0,4.65,1.0207,3214.6,11,1.0,56,3,5,733,0.002444,0.05,36.4372,29,22.0,0.0292,0.0105,1,0,0,0,0.073077,0.015625,41,0.7862,1.6487,0.377,28,3,25,807,1338,534,1.0,0.0,0,0,0,0.023077,0.006708,3.4403,1.2,0
31,4995,3258,1,4,3,1.749,2,16.4,3290,0,4.76,1.0234,3222.5,8,1.0,52,1,5,688,0.003094,0.05,34.632,30,22.4,0.0317,0.0108,0,0,0,0,0.0625,0.015625,37,0.75,1.7029,0.3805,27,3,22,808,1299,544,1.0,0.0,0,0,0,0.0,0.006069,0.0,0.9,0
32,4994,3177,2,5,3,1.688,2,16.4,0,3167,4.54,0.9872,3218.2,10,1.0,50,2,4,699,0.002603,0.0591,42.735,31,23.4,0.0327,0.0121,2,0,0,0,0.067511,0.015625,36,0.7686,1.7535,0.3838,26,2,22,824,1252,488,1.0,0.0,0,0,0,0.004219,0.005893,0.716,0.9716,0
33,4993,3160,0,0,3,1.7529,2,16.5,0,3160,4.52,0.9836,3212.6,0,1.0,49,0,1,685,0.002658,0.0533,0.0,32,24.8,0.0311,0.011,0,0,0,0,0.071111,0.015625,35,0.7803,1.8069,0.3869,25,2,22,813,1230,523,1.0,0.0,0,0,0,0.0,0.005332,0.0,0.9,0
34,4992,3101,1,3,3,1.8341,1,16.4,8,3093,4.51,0.9685,3202.0,8,1.0,51,7,5,721,0.002071,0.0425,28.3401,33,24.0,0.0306,0.0106,0,0,0,0,0.065637,0.015625,36,0.7619,1.8609,0.3914,26,3,22,789,1227,500,1.0,0.0,0,0,0,0.015444,0.006295,2.4535,1.1453,0
35,4992,3206,1,5,3,1.8829,1,16.3,3202,0,4.63,1.0028,3202.9,10,1.0,52,1,0,715,0.003252,0.0643,41.6667,34,24.5,0.0303,0.0118,1,0,0,0,0.084337,0.015625,36,0.8147,1.9051,0.3935,26,3,23,817,1276,522,1.0,0.0,0,0,0,0,0.005695,0.0,0.9,0
36,4990,3104,1,5,1,1.7337,2,19.2,12,3092,4.46,0.972,3193.5,12,1.0,52,3,3,749,0.002399,0.0512,40.8163,35,24.9,0.0307,0.0117,1,0,0,0,0.059055,0.015625,37,0.7354,1.9287,0.3955,25,3,24,830,1190,525,1.0,0.0,0,0,0,0.011811,0.006278,1.8814,1.0881,0
37,4989,3219,1,5,1,1.8244,2,18.8,3223,0,4.66,1.0115,3197.4,11,1.0,51,3,4,761,0.002844,0.0474,37.3444,36,25.6,0.0292,0.011,1,0,0,0,0.063241,0.015625,36,0.7529,1.9564,0.3971,24,2,25,830,1286,539,1.0,0.0,0,0,0,0.011858,0.006809,1.7414,1.0741,0
38,4988,3131,2,3,2,1.8378,2,16.5,3,3123,4.48,0.9812,3191.1,8,1.0,54,5,2,774,0.002456,0.0478,33.4728,37,25.1,0.0276,0.0102,0,0,0,0,0.079681,0.015625,37,0.8039,2.0042,0.4002,26,2,26,779,1210,540,1.0,0.0,0,0,0,0.007968,0.00692,1.1515,1.0152,0
39,4987,3181,0,0,1,1.8445,2,19.0,3,3173,4.54,0.9971,3190.1,8,1.0,54,0,0,774,0.002443,0.0447,33.195,38,26.1,0.026,0.0101,0,0,0,0,0.085366,0.015625,36,0.817,2.0896,0.4045,26,2,26,792,1224,563,1.0,0.0,0,0,0,0,0.006261,0.0,0.9,0
40,4985,3234,3,5,3,1.8888,1,22.8,3253,0,4.7,1.0237,3198.1,21,1.0,58,5,1,826,0.002203,0.0471,86.0656,39,24.6,0.024,0.0102,1,0,0,0,0.098039,0.015625,37,0.8406,2.1366,0.4075,27,2,29,816,1317,541,1.0,0.0,0,0,0,0.0,0.005664,0.0,0.9,0
41,4984,3191,0,0,3,1.9494,1,16.9,3,3188,4.64,0.998,3197.4,3,1.0,53,0,5,817,0.002009,0.0396,11.0701,40,26.3,0.0234,0.0094,0,0,0,0,0.068345,0.015625,37,0.7714,2.1654,0.4101,25,2,26,784,1275,526,1.0,0.0,0,0,0,0.010791,0.006153,1.754,1.0754,0
42,4983,3068,0,0,3,1.9655,1,16.9,3,3065,4.56,0.9632,3185.1,3,1.0,52,0,1,804,0.002307,0.0484,12.4481,41,27.7,0.0247,0.0106,0,0,0,0,0.064516,0.015625,36,0.7578,2.2299,0.413,24,2,26,783,1151,548,1.0,0.0,0,0,0,0.004032,0.005951,0.6776,0.9678,0
43,4982,3190,0,0,0,1.9855,1,16.6,3190,0,4.61,1.0028,3186.0,5,1.0,50,2,4,799,0.002056,0.0568,12.0968,42,28.9,0.0284,0.0115,0,0,0,0,0.079545,0.015625,38,0.8036,2.2867,0.4158,23,2,25,825,1243,530,1.0,0.0,0,0,0,0.015152,0.006827,2.2194,1.1219,0
44,4982,3205,0,0,3,1.9839,1,16.6,3207,0,4.58,1.0068,3188.3,3,1.0,48,0,2,766,0.002325,0.0487,13.4529,43,30.9,0.0268,0.0115,0,0,0,0,0.110619,0.015625,36,0.8588,2.3354,0.4197,22,2,24,793,1299,547,1.0,0.0,0,0,0,0.004425,0.006598,0.6706,0.9671,0
45,4981,3121,0,0,3,1.9612,1,16.6,3,3119,4.59,0.9811,3182.0,2,1.0,48,0,0,758,0.001925,0.0458,8.4746,44,31.9,0.0276,0.0104,0,0,0,0,0.0875,0.015625,35,0.8214,2.3729,0.4225,22,2,24,791,1233,477,1.0,0.0,0,0,0,0,0.00597,0.0,0.9,0
46,4979,3110,0,0,3,1.9864,1,16.6,0,3110,4.5,0.9795,3175.1,0,1.0,47,0,1,748,0.00171,0.0423,0.0,45,33.2,0.027,0.0112,0,0,0,0,0.089202,0.015625,35,0.8248,2.4105,0.4253,21,2,24,807,1209,521,1.0,0.0,0,0,0,0.0,0.005401,0.0,0.9,0
47,4977,3143,1,4,3,1.9678,1,16.6,4,3139,4.6,0.9908,3172.1,4,1.0,48,1,0,768,0.001691,0.0411,18.7793,46,33.5,0.0271,0.0091,0,0,0,0,0.068493,0.015625,36,0.7719,2.4744,0.4273,21,2,25,800,1248,518,1.0,0.0,0,0,0,0,0.004887,0.0,0.9,0
48,4976,3053,1,4,3,1.9007,1,16.7,4,3044,4.46,0.9659,3160.7,9,1.0,46,3,5,763,0.001919,0.0586,38.961,47,32.7,0.0272,0.0124,0,0,0,0,0.083682,0.015625,37,0.8133,2.533,0.429,18,4,24,781,1196,493,1.0,0.0,0,0,0,0.012552,0.005617,2.2348,1.1235,0
49,4975,3234,0,0,3,1.8046,2,16.6,3271,0,4.69,1.0352,3172.5,13,1.0,47,4,3,757,0.002325,0.0496,56.0345,48,32.0,0.0248,0.0105,0,0,0,0,0.061983,0.015625,38,0.7479,2.595,0.4297,17,5,25,822,1333,540,1.0,0.0,0,0,0,0.008264,0.005869,1.4082,1.0408,0
50,4975,3039,1,4,3,1.8676,1,16.6,4,3030,4.5,0.9618,3159.8,9,1.0,49,7,5,791,0.002131,0.0486,34.188,49,30.6,0.0276,0.0115,0,0,0,0,0.060729,0.015625,37,0.7427,2.6233,0.4306,18,7,24,738,1229,502,0.0004,0.9996,449.3,3.4,0.0594,0.012146,0.006467,1.8782,1.0878,0
51,4974,3173,0,0,3,1.846,1,18.1,3169,0,4.62,1.0044,3161.2,6,1.0,47,1,3,776,0.002105,0.0464,22.1239,50,32.9,0.0287,0.0106,0,0,0,0,0.092827,0.015625,36,0.8317,2.6613,0.4327,17,6,24,802,1237,559,0.0012,0.9988,468.5,3.3,0.0602,0.021097,0.00786,2.6841,1.1684,0
52,4973,3188,2,5,1,1.8438,1,23.3,3192,0,4.66,1.0131,3165.6,15,1.0,47,4,4,806,0.002548,0.0683,54.8523,51,32.7,0.0276,0.0136,1,0,0,0,0.096386,0.015625,35,0.8379,2.6934,0.4342,16,5,26,801,1233,556,0.001,0.999,456.0,3.4,0.0613,0.024096,0.009406,2.5617,1.1562,0
53,4973,3171,2,5,1,1.873,1,16.6,3166,0,4.52,1.0027,3166.5,9,1.0,48,2,1,819,0.002389,0.0478,40.9091,52,31.9,0.027,0.0112,2,0,0,0,0.065217,0.015625,34,0.7604,2.7325,0.4356,16,5,27,791,1256,548,0.0006,0.9994,486.3,3.6,0.0595,0.0,0.008511,0.0,0.9,0
54,4972,3121,0,0,3,1.9377,2,16.6,0,3121,4.53,0.987,3162.1,0,1.0,46,0,2,812,0.001807,0.0495,0.0,53,33.1,0.0263,0.0118,0,0,0,0,0.09009,0.015625,33,0.8266,2.7776,0.4373,16,4,26,815,1222,530,0.0005,0.9995,496.3,3.7,0.0595,0.004505,0.008129,0.5541,0.9554,0
55,4972,3089,0,0,3,1.9428,1,16.4,0,3089,4.52,0.979,3155.2,0,1.0,45,0,1,794,0.001899,0.0517,0.0,54,33.7,0.0299,0.012,0,0,0,0,0.081897,0.015625,32,0.8092,2.8121,0.4398,15,4,26,778,1241,508,0.0016,0.9984,459.2,3.5,0.0593,0.0,0.007355,0.0,0.9,0
56,4972,3104,0,0,3,1.9461,1,16.5,0,3104,4.5,0.9853,3150.3,0,1.0,42,0,3,781,0.001624,0.0476,0.0,55,36.2,0.0283,0.0121,0,0,0,0,0.080952,0.015625,32,0.807,2.8549,0.4428,15,3,24,729,1234,514,0.0005,0.9995,463.3,3.6,0.0566,0.009524,0.007561,1.2595,1.026,0
