window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup
1,5000,6121,15,4,0,1.9989,0,18.2,0,0,6.7,1.0,6121.0,644,1.0,405,618,213,2206,0.000903,0.0058,403.7618,0,0.0,0.0,0.001,0,0,0,0,0.038703,0.015625,64,0.5963,0.0387,0.2373,127,186,92,2149,1374,1468,1.0,0.0,0,0,0,0.000484,0.000484,1.0,1.0,1
2,5000,4082,4,5,0,1.999,0,17.3,486,3573,5.52,0.8591,4775.7,509,1.0,378,16,43,2259,0.00104,0.0092,379.7753,1,1.0,0.0072,0.0011,2,0,0,0,0.041522,0.015625,64,0.6237,0.0802,0.235,126,169,83,1301,1314,785,1.0,0.0,0,0,0,0.006344,0.00439,1.4449,1.0,1
3,5000,3568,5,5,0,1.999,0,16.8,286,3271,5.1,0.8599,4188.8,297,1.0,320,11,69,2251,0.001031,0.0121,261.9469,2,1.9,0.0088,0.0016,4,0,0,0,0.041903,0.015625,64,0.6271,0.1221,0.243,118,125,77,985,1290,596,1.0,0.0,0,0,0,0.028409,0.0164,1.7323,1.0,1
4,5000,3346,1,5,0,1.9992,0,16.6,103,3240,4.8,0.8723,3860.1,106,1.0,228,3,95,2007,0.001226,0.018,133.1658,3,2.9,0.0108,0.0024,1,0,0,0,0.034995,0.015625,64,0.5535,0.1539,0.2351,94,70,64,880,1258,552,1.0,0.0,0,0,0,0.068929,0.037411,1.8425,1.0,1
5,5000,3260,1,5,0,1.9992,0,16.5,17,3235,4.7,0.892,3662.4,25,1.0,161,2,69,1658,0.0015,0.0198,41.0959,4,3.8,0.0152,0.0031,1,0,0,0,0.041159,0.015625,64,0.6204,0.1799,0.2327,73,45,43,843,1295,519,1.0,0.0,0,0,0,0.073171,0.049331,1.4833,1.0,1
6,5000,3251,0,0,3,1.9992,2,16.4,4,3243,4.71,0.9171,3544.9,8,1.0,121,0,40,1362,0.001754,0.0276,17.3536,5,4.8,0.0148,0.0042,0,0,0,0,0.03937,0.015625,63,0.6031,0.1976,0.24,58,27,36,862,1309,491,1.0,0.0,0,0,0,0.059055,0.052109,1.1333,1.0,1
7,5000,3112,0,0,0,1.9998,1,16.3,2,3110,4.51,0.9055,3436.6,2,1.0,95,0,26,1123,0.002083,0.0303,5.4945,6,5.8,0.0152,0.0049,0,0,0,0,0.042929,0.015625,57,0.636,0.2203,0.248,46,20,29,832,1192,515,1.0,0.0,0,0,0,0.045455,0.050446,0.9011,1.0,1
8,5000,3228,1,4,0,2.0,1,16.3,3,3225,4.6,0.9521,3390.3,3,1.0,92,1,4,973,0.002447,0.0311,9.5541,7,6.7,0.0198,0.0058,0,0,0,0,0.052795,0.015625,54,0.704,0.2576,0.2536,45,19,28,791,1288,524,1.0,0.0,0,0,0,0.0,0.039236,0.0,1.0,1
9,5000,3144,2,4,0,1.997,1,16.3,0,3141,4.51,0.941,3341.0,3,1.0,88,3,7,957,0.002347,0.0311,6.3291,8,7.5,0.0202,0.0061,0,0,0,0,0.059006,0.015625,54,0.7352,0.2918,0.2636,41,17,30,793,1233,490,1.0,0.0,0,0,0,0.003106,0.03201,0.097,1.0,1
10,5000,3192,2,5,0,1.9994,2,16.5,0,3182,4.6,0.9632,3313.9,10,1.0,85,2,5,949,0.002495,0.0408,32.1543,9,8.2,0.0241,0.0076,2,0,0,0,0.059561,0.015625,53,0.7377,0.32,0.2709,39,14,32,817,1258,527,1.0,0.0,0,0,0,0.0,0.02619,0.0,1.0,1
11,5000,3224,1,4,0,1.9983,2,16.3,4,3215,4.61,0.9773,3298.9,9,1.0,77,1,9,896,0.002642,0.0436,31.0345,10,9.2,0.0279,0.0083,0,0,0,0,0.057047,0.015625,50,0.7261,0.3619,0.2793,36,12,29,856,1227,529,1.0,0.0,0,0,0,0.003356,0.022384,0.1499,1.0,1
12,5000,3111,1,5,1,1.9969,2,22.2,4,3097,4.55,0.9514,3270.0,14,1.0,75,5,7,873,0.002709,0.0358,46.5116,11,9.7,0.0255,0.008,1,0,0,0,0.058632,0.015625,48,0.7335,0.4205,0.2878,36,11,28,804,1266,497,1.0,0.0,0,0,0,0.0,0.01894,0.0,1.0,1
13,5000,3209,1,4,3,1.9758,2,20.0,8,3201,4.63,0.984,3261.3,8,1.0,73,1,3,855,0.002796,0.041,30.4183,12,10.5,0.0254,0.0091,0,0,0,0,0.05597,0.015625,46,0.7208,0.4765,0.2977,36,10,27,828,1266,487,1.0,0.0,0,0,0,0.0,0.016235,0.0,1.0,1
14,5000,3200,0,0,3,1.9469,2,16.3,6,3194,4.56,0.9837,3253.1,6,1.0,70,2,5,862,0.002508,0.0567,13.9373,13,11.5,0.0288,0.0101,0,0,0,0,0.056667,0.015625,47,0.7243,0.5065,0.3081,35,10,25,830,1227,552,1.0,0.0,0,0,0,0.01,0.015403,0.6492,1.0,1
15,5000,3184,0,0,3,1.8837,1,16.4,1,3183,4.55,0.9814,3244.5,1,1.0,67,1,4,818,0.00248,0.0404,0.0,14,12.6,0.0237,0.0083,0,0,0,0,0.058824,0.015625,45,0.7344,0.5653,0.3193,34,10,23,831,1238,516,1.0,0.0,0,0,0,0.007353,0.014397,0.5107,1.0,1
16,5000,3167,1,4,3,1.8817,1,16.4,6,3161,4.55,0.9789,3235.4,6,1.0,68,3,2,824,0.002399,0.0316,20.4918,15,13.2,0.0223,0.0081,0,0,0,0,0.079051,0.015625,42,0.8023,0.6443,0.3316,35,9,24,795,1275,546,1.0,0.0,0,0,0,0.003953,0.013168,0.3002,1.0,1
17,5000,3208,1,4,1,1.9486,1,16.3,3,3205,4.64,0.9925,3232.3,3,1.0,67,1,2,819,0.002488,0.0426,10.7914,16,13.9,0.0168,0.0083,0,0,0,0,0.067376,0.015625,42,0.7681,0.7117,0.3414,34,10,23,803,1298,554,1.0,0.0,0,0,0,0.0,0.011705,0.0,1.0,1
18,5000,3203,1,5,1,1.9904,2,16.4,0,3198,4.61,0.9919,3229.2,5,1.0,63,1,5,801,0.002506,0.046,19.3798,17,14.5,0.0239,0.0084,1,0,0,0,0.049808,0.015625,42,0.6863,0.7615,0.3468,33,9,21,817,1244,534,1.0,0.0,0,0,0,0.0,0.010473,0.0,1.0,1
19,5000,3197,1,4,1,1.9749,2,16.4,3,3189,4.57,0.991,3226.0,8,1.0,62,1,2,790,0.002483,0.0345,31.25,18,15.5,0.0233,0.0088,0,1,0,0,0.065134,0.015625,41,0.7601,0.8267,0.3538,33,8,21,781,1295,539,1.0,0.0,0,0,0,0.0,0.009426,0.0,1.0,1
20,5000,3218,2,5,1,1.9395,2,16.3,5,3208,4.6,0.9977,3225.3,10,1.0,65,5,2,836,0.002376,0.0341,31.6901,19,15.4,0.0225,0.0081,1,0,0,0,0.05802,0.015625,43,0.7307,0.8847,0.3568,33,8,24,823,1304,508,1.0,0.0,0,0,0,0.003413,0.008853,0.3855,0.9386,0
21,5000,3173,0,0,1,1.889,2,16.3,0,3173,4.56,0.9853,3220.3,0,1.0,61,0,4,797,0.002163,0.0445,0.0,20,16.5,0.0229,0.0089,0,0,0,0,0.052632,0.015625,42,0.7031,0.9252,0.3599,32,7,22,813,1259,515,1.0,0.0,0,0,0,0.004049,0.008395,0.4822,0.9482,0
22,5000,3147,0,0,3,1.8589,1,16.3,0,3147,4.6,0.9794,3213.3,0,1.0,59,0,2,774,0.002254,0.052,0.0,21,17.7,0.028,0.0104,0,1,0,0,0.064,0.015625,41,0.7559,0.9812,0.3657,30,7,22,771,1248,494,1.0,0.0,0,0,0,0.004,0.007977,0.5015,0.9501,0
23,5000,3146,0,0,3,1.8649,1,16.3,0,3146,4.56,0.981,3206.9,0,1.0,57,0,2,760,0.002186,0.0588,0.0,22,18.9,0.0279,0.0116,0,0,0,0,0.079832,0.015625,41,0.8043,1.0232,0.3703,30,7,20,788,1261,519,1.0,0.0,0,0,0,0.004202,0.007617,0.5516,0.9552,0
24,5000,3237,2,3,1,1.8009,1,16.4,3262,0,4.66,1.0172,3212.7,6,1.0,57,3,3,762,0.00218,0.0508,23.8095,23,18.9,0.0302,0.01,0,0,0,0,0.0625,0.015625,40,0.75,1.0701,0.3726,29,8,20,797,1328,544,1.0,0.0,0,0,0,0.0,0.006892,0.0,0.9,0
25,4999,3182,1,5,3,1.8507,1,16.3,3,3174,4.58,0.9913,3209.8,8,1.0,56,1,2,760,0.00211,0.0658,35.3982,24,19.8,0.0318,0.0113,1,0,0,0,0.078947,0.015625,40,0.8021,1.149,0.3776,29,7,20,787,1301,521,1.0,0.0,0,0,0,0.0,0.006235,0.0,0.9,0
26,4999,3214,1,5,3,1.8295,2,16.2,3206,0,4.62,1.0012,3210.2,8,1.0,54,1,3,753,0.00224,0.0545,32.2581,25,20.2,0.0248,0.011,1,0,0,0,0.066148,0.015625,39,0.7638,1.2152,0.3798,27,6,21,808,1254,538,1.0,0.0,0,0,0,0.0,0.005642,0.0,0.9,0
27,4999,3192,1,3,3,1.9319,2,16.4,7,3185,4.57,0.9949,3208.5,7,1.0,53,3,4,762,0.002164,0.0389,24.0,26,20.1,0.0254,0.0083,0,0,0,0,0.077821,0.015625,37,0.7992,1.293,0.3822,26,6,21,808,1316,494,1.0,0.0,0,0,0,0.003891,0.005475,0.7107,0.9711,0
28,4999,3218,0,0,3,1.9749,2,16.4,3219,0,4.62,1.0038,3209.7,3,1.0,51,0,2,746,0.002194,0.0449,12.6582,27,21.4,0.0254,0.0109,0,0,0,0,0.061224,0.015625,36,0.7448,1.3297,0.3854,25,6,20,823,1231,567,1.0,0.0,0,0,0,0.004082,0.005342,0.764,0.9764,0
29,4998,3135,0,0,3,1.9839,1,16.7,3,3132,4.52,0.9789,3202.6,3,1.0,50,0,1,728,0.002088,0.0508,12.931,28,22.3,0.0313,0.0103,0,0,0,0,0.088983,0.015625,35,0.8244,1.3848,0.3896,24,6,20,803,1235,495,1.0,0.0,0,0,0,0.0,0.004833,0.0,0.9,0
30,4998,3218,0,0,3,1.8881,1,16.6,3224,0,4.56,1.0063,3204.8,1,1.0,47,1,4,717,0.002162,0.0535,0.0,29,23.3,0.0304,0.0125,0,0,0,0,0.061728,0.015625,36,0.7469,1.4342,0.3929,23,6,18,812,1277,561,1.0,0.0,0,0,0,0.00823,0.005157,1.596,1.0596,0
31,4995,3168,3,5,3,1.811,1,16.4,0,3154,4.54,0.9896,3201.3,14,1.0,51,8,4,754,0.00257,0.05,60.3448,30,21.8,0.0259,0.0101,1,0,0,0,0.070833,0.015625,34,0.7794,1.48,0.3953,24,8,19,796,1298,521,1.0,0.0,0,0,0,0.004167,0.005063,0.823,0.9823,0
