window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds,max_lifespan,mean_continuity,max_continuity,mean_turnover_rate,resonant_incorporations,dissonant_incorporations,resonant_rejections,dissonant_rejections,resonance_total_events,resonance_ratio,pd_p_count,pd_d_count,pd_both_count,personalities_recorded,max_relaxed_lifespan,max_strict_lifespan,identity_stable,identity_drift,identity_new,identity_reformation,mean_jaccard,motif_alpha,motif_beta,motif_gamma,perstep_scans,perstep_contacts,perstep_boosts,perstep_boosted_pairs,perstep_total_boosts_cum
51,4970,2948,3,0,3,5,1.3333,1,0,0,0,0,0,0,0,1,1.8823,0.004,2,37.7,1,0.0,0.0,0.0,0,0,11,15,26,0.0,0,0,0,0,1,1,0,0,3,0,0.0,0,0,0,10,160,34,12,983
52,4964,3092,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8829,0.0006,2,37.8,1,0.0,0.0,0.0,0,0,18,22,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,430,55,24,1038
53,4963,3084,2,0,2,5,0.7692,1,0,0,0,0,0,0,0,3,1.9185,0.0356,1,37.3,1,0.0,0.0,0.0,0,0,18,20,38,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,0,0,0,1038
54,4957,3035,2,0,2,5,0.4,1,0,0,0,0,0,0,0,3,1.9299,0.0114,1,37.9,1,0.0,0.0,0.0,0,0,23,29,52,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,320,41,20,1079
55,4956,3104,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9585,0.0286,2,37.1,1,0.0,0.0,0.0,0,0,25,32,57,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,320,53,23,1132
56,4956,3029,2,0,2,4,0.3333,2,0,0,0,0,0,0,0,3,1.9656,0.0071,1,37.2,2,0.0,0.0,0.0,0,0,25,31,56,0.0,0,0,0,0,2,2,0,0,1,1,0.0,0,0,0,10,0,0,0,1132
57,4955,3089,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9864,0.0208,1,37.8,2,0.0,0.0,0.0,0,0,26,34,60,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,80,15,7,1147
58,4955,3072,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.9853,-0.0012,1,37.2,2,0.0,0.0,0.0,0,0,26,34,60,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,1147
59,4953,3070,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9766,-0.0087,1,37.9,2,0.0,0.0,0.0,0,0,27,35,62,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,80,9,5,1156
60,4952,3087,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9543,-0.0223,1,37.4,2,0.0,0.0,0.0,0,0,23,33,56,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1156
61,4950,3053,1,0,1,4,0.6667,1,0,0,0,0,0,0,0,3,1.9839,0.0296,1,38.1,2,0.0,0.0,0.0,0,0,21,30,51,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,1156
62,4950,3086,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9899,0.0061,1,37.6,2,0.0,0.0,0.0,0,0,17,25,42,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,160,23,12,1179
63,4950,3050,2,0,2,5,2.0,1,0,0,0,0,0,0,0,3,1.9575,-0.0324,1,38.0,2,0.0,0.0,0.0,0,0,17,25,42,0.0,0,1,0,0,1,1,0,0,2,0,0.0,0,0,0,10,0,0,0,1179
64,4949,3137,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9242,-0.0334,1,37.7,2,0.0,0.0,0.0,0,0,12,18,30,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,200,25,12,1204
65,4949,3029,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9003,-0.0239,1,37.6,2,0.0,0.0,0.0,0,0,9,13,22,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1204
66,4949,2947,1,0,1,5,0.72,1,0,0,0,0,0,0,0,3,1.9491,0.0488,1,38.2,2,0.0,0.0,0.0,0,0,9,13,22,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,1204
67,4949,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8955,-0.0536,1,37.3,1,0.0,0.0,0.0,0,0,9,10,19,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,120,18,9,1222
68,4948,3019,2,0,2,5,0.2222,1,0,0,0,0,0,0,0,1,1.8834,-0.0121,1,38.1,1,0.0,0.0,0.0,0,0,9,10,19,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,0,0,0,1222
69,4948,3057,1,0,1,4,1.125,1,0,0,0,0,0,0,0,3,1.9174,0.034,1,37.5,1,0.0,0.0,0.0,0,0,15,12,27,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,160,28,8,1250
70,4948,3123,1,0,1,5,0.1714,1,0,0,0,0,0,0,0,3,1.9215,0.0042,2,38.5,1,0.0,0.0,0.0,0,0,15,16,31,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,110,15,7,1265
71,4947,3123,1,0,1,3,1.0,1,0,0,0,0,0,0,0,3,1.8179,-0.1037,2,37.0,1,0.0,0.0,0.0,0,0,16,22,38,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,120,10,6,1275
72,4946,3046,3,0,3,5,0.25,2,0,0,0,0,0,0,0,3,1.7999,-0.018,2,37.3,2,0.0,0.0,0.0,0,0,15,22,37,0.0,0,0,0,0,2,2,0,0,2,1,0.0,0,0,0,10,120,18,7,1293
73,4945,3028,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9054,0.1056,2,38.1,2,0.0,0.0,0.0,0,0,24,35,59,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,380,50,21,1343
74,4945,3073,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8512,-0.0542,1,37.5,2,0.0,0.0,0.0,0,0,22,30,52,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1343
75,4943,3069,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.9032,0.052,1,38.1,2,0.0,0.0,0.0,0,0,22,30,52,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,1343
76,4940,3043,1,0,1,4,0.9,1,0,0,0,0,0,0,0,3,1.9569,0.0537,1,37.6,2,0.0,0.0,0.0,0,0,24,34,58,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,120,20,8,1363
77,4939,2910,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,1,1.9194,-0.0375,2,38.2,2,0.0,0.0,0.0,0,0,25,38,63,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,120,17,6,1380
78,4937,3021,1,0,1,5,0.0,1,0,0,0,0,0,0,0,1,1.9617,0.0423,2,37.6,2,0.0,0.0,0.0,0,0,28,39,67,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,70,13,6,1393
79,4936,3067,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7885,-0.1732,2,38.3,2,0.0,0.0,0.0,0,0,22,38,60,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,60,8,6,1401
80,4934,3051,2,0,2,5,1.0667,1,0,0,0,0,0,0,0,1,1.8783,0.0899,1,37.2,2,0.0,0.0,0.0,0,0,22,34,56,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,0,0,0,1401
81,4934,3029,2,0,2,5,0.2857,2,0,0,0,0,0,0,0,3,1.8727,-0.0056,1,37.4,2,0.0,0.0,0.0,0,0,24,37,61,0.0,0,0,0,0,2,2,0,0,1,1,0.0,0,0,0,10,300,36,15,1437
82,4932,3146,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.966,0.0933,2,37.8,2,0.0,0.0,0.0,0,0,26,41,67,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,199,35,14,1472
83,4930,2971,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9657,-0.0003,1,37.5,2,0.0,0.0,0.0,0,0,14,26,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1472
84,4929,3017,1,0,1,4,0.6,1,0,0,0,0,0,0,0,3,1.8968,-0.0689,1,38.3,2,0.0,0.0,0.0,0,0,14,26,40,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,1472
85,4929,3081,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9535,0.0567,1,37.1,2,0.0,0.0,0.0,0,0,17,27,44,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,70,5,2,1477
86,4927,3006,2,0,2,5,0.6154,1,0,0,0,0,0,0,0,3,1.8973,-0.0562,1,37.4,2,0.0,0.0,0.0,0,0,15,23,38,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,0,0,0,1477
87,4926,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9401,0.0428,1,38.6,2,0.0,0.0,0.0,0,0,18,33,51,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,270,42,17,1519
88,4926,3069,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8834,-0.0566,1,37.6,2,0.0,0.0,0.0,0,0,15,32,47,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1519
89,4926,3213,4,0,4,5,1.125,1,0,0,0,0,0,0,0,3,1.9178,0.0343,1,38.3,2,0.0,0.0,0.0,0,0,15,32,47,0.0,0,0,0,0,1,1,0,0,4,0,0.0,0,0,0,10,0,0,0,1519
90,4925,3119,3,0,3,5,0.8,1,0,0,0,0,0,0,0,3,1.9448,0.027,1,37.5,2,0.0,0.0,0.0,0,0,24,44,68,0.0,0,0,0,0,1,1,0,0,3,0,0.0,0,0,0,10,510,85,37,1604
91,4924,3001,2,0,2,5,2.0,1,0,0,0,0,0,0,0,3,1.9262,-0.0186,2,38.5,2,0.0,0.0,0.0,0,0,27,39,66,0.0,0,1,0,0,1,1,0,0,2,0,0.0,0,0,1,10,210,36,15,1640
92,4921,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9287,0.0025,2,37.4,1,0.0,0.0,0.0,0,0,24,34,58,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,190,33,13,1673
93,4918,3107,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9076,-0.0211,1,38.3,1,0.0,0.0,0.0,0,0,24,34,58,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1673
94,4917,2974,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9035,-0.004,1,37.4,1,0.0,0.0,0.0,0,0,24,34,58,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1673
95,4915,3057,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9128,0.0093,1,38.2,1,0.0,0.0,0.0,0,0,21,33,54,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1673
96,4913,2918,1,0,1,5,0.2,1,0,0,0,0,0,0,0,3,1.8752,-0.0376,1,37.1,1,0.0,0.0,0.0,0,0,21,33,54,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,1673
97,4909,3026,1,0,1,5,0.5333,1,0,0,0,0,0,0,0,3,1.8748,-0.0004,1,38.0,1,0.0,0.0,0.0,0,0,21,23,44,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,160,17,8,1690
98,4907,3095,2,0,2,5,1.2,1,0,0,0,0,0,0,0,1,1.9,0.0252,2,37.0,1,0.0,0.0,0.0,0,0,26,27,53,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,160,36,12,1726
99,4905,2975,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9075,0.0075,2,37.3,1,0.0,0.0,0.0,0,0,30,30,60,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,200,32,16,1758
100,4898,3079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9395,0.032,1,38.0,1,0.0,0.0,0.0,0,0,21,18,39,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1758
101,4893,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9007,-0.0388,1,37.7,1,0.0,0.0,0.0,0,0,15,14,29,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1758
102,4890,3004,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9527,0.0521,1,38.3,1,0.0,0.0,0.0,0,0,13,11,24,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1758
103,4888,2901,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.9328,-0.0199,1,37.3,1,0.0,0.0,0.0,0,0,13,11,24,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,1758
104,4886,2988,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.9547,0.0219,1,38.1,1,0.0,0.0,0.0,0,0,13,12,25,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,40,12,4,1770
105,4885,2989,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9242,-0.0305,2,37.1,1,0.0,0.0,0.0,0,0,14,13,27,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,40,5,3,1775
106,4885,3010,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9219,-0.0022,1,37.2,1,0.0,0.0,0.0,0,0,14,13,27,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1775
107,4883,3002,2,0,2,5,1.2,2,0,0,0,0,0,0,0,3,1.9238,0.0019,1,38.2,2,0.0,0.0,0.0,0,0,10,9,19,0.0,0,0,0,0,2,2,0,0,1,1,0.0,0,0,0,10,0,0,0,1775
108,4882,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8727,-0.0511,1,37.2,2,0.0,0.0,0.0,0,0,10,8,18,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,230,31,13,1806
109,4881,3020,2,0,2,5,0.96,1,0,0,0,0,0,0,0,3,1.9575,0.0849,1,38.3,2,0.0,0.0,0.0,0,0,9,6,15,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,0,0,0,1806
110,4880,3005,2,0,2,5,2.0,1,0,0,0,0,0,0,0,3,1.9476,-0.0099,1,37.3,2,0.0,0.0,0.0,0,0,11,12,23,0.0,0,1,0,0,1,1,0,0,2,0,0.0,1,0,0,10,200,35,14,1841
111,4880,3041,1,0,1,5,0.2857,1,0,0,0,0,0,0,0,3,1.9149,-0.0327,2,37.9,2,0.0,0.0,0.0,0,0,15,16,31,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,240,40,16,1881
112,4880,2997,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9486,0.0337,2,37.6,2,0.0,0.0,0.0,0,0,18,20,38,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,190,44,17,1925
113,4877,3024,1,0,1,4,1.0,1,0,0,0,0,0,0,0,3,1.9603,0.0118,1,37.5,2,0.0,0.0,0.0,0,0,18,20,38,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,1925
114,4877,3051,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9727,0.0124,1,38.4,2,0.0,0.0,0.0,0,0,18,20,38,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,40,2,1,1927
115,4877,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9322,-0.0404,1,37.4,2,0.0,0.0,0.0,0,0,17,19,36,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1927
116,4877,2974,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8779,-0.0544,1,38.4,2,0.0,0.0,0.0,0,0,17,19,36,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1927
117,4874,2976,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,1,1.9589,0.081,1,37.2,2,0.0,0.0,0.0,0,0,17,19,36,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,1927
118,4874,3010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9086,-0.0503,1,38.1,1,0.0,0.0,0.0,0,0,10,18,28,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,80,10,5,1937
119,4874,2937,3,0,3,5,0.3333,1,0,0,0,0,0,0,0,1,1.9304,0.0218,1,37.1,1,0.0,0.0,0.0,0,0,10,18,28,0.0,0,0,0,0,1,1,0,0,3,0,0.0,0,0,0,10,0,0,0,1937
120,4874,2996,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.926,-0.0044,1,37.9,1,0.0,0.0,0.0,0,0,14,16,30,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,190,35,13,1972
121,4874,2955,1,0,1,5,0.16,1,0,0,0,0,0,0,0,3,1.9329,0.007,1,37.5,1,0.0,0.0,0.0,0,0,10,12,22,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,1972
122,4873,3013,4,0,4,5,1.6,2,0,0,0,0,0,0,0,3,1.9326,-0.0004,1,37.2,2,0.0,0.0,0.0,0,0,12,20,32,0.0,0,1,0,0,2,2,0,0,3,1,0.0,0,0,0,10,160,20,9,1992
123,4872,3164,1,0,1,5,0.6857,1,0,0,0,0,0,0,0,3,1.8877,-0.0448,2,38.2,2,0.0,0.0,0.0,0,0,17,29,46,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,360,74,30,2066
124,4872,2976,4,0,4,4,1.0,2,0,0,0,0,0,0,0,3,1.8659,-0.0218,2,37.2,2,0.0,0.0,0.0,0,0,21,31,52,0.0,0,0,0,0,2,2,0,0,3,1,0.0,0,0,0,10,120,23,7,2089
125,4872,2994,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8959,0.0299,2,38.4,2,0.0,0.0,0.0,0,0,29,36,65,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,300,33,15,2122
126,4871,3012,3,0,3,5,1.0,1,0,0,0,0,0,0,0,3,1.8408,-0.0551,1,37.3,2,0.0,0.0,0.0,0,0,29,36,65,0.0,0,0,0,0,1,1,0,0,3,0,0.0,0,0,0,10,0,0,0,2122
127,4870,3042,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.9174,0.0766,1,38.1,2,0.0,0.0,0.0,0,0,35,41,76,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,310,51,18,2173
128,4870,2966,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9849,0.0675,2,36.9,2,0.0,0.0,0.0,0,0,35,41,76,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,70,20,5,2193
129,4869,2997,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.976,-0.0089,1,38.0,2,0.0,0.0,0.0,0,0,35,41,76,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,2193
130,4867,2993,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9668,-0.0091,1,37.6,2,0.0,0.0,0.0,0,0,29,37,66,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,2193
131,4866,3086,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9344,-0.0324,1,37.0,2,0.0,0.0,0.0,0,0,29,37,66,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,2193
132,4865,2887,2,0,2,5,0.96,1,0,0,0,0,0,0,0,1,1.9436,0.0092,1,38.2,2,0.0,0.0,0.0,0,0,27,29,56,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,0,0,0,2193
133,4864,3044,2,0,2,3,0.0,1,0,0,0,0,0,0,0,1,1.9819,0.0382,1,37.0,2,0.0,0.0,0.0,0,0,27,25,52,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,230,54,15,2247
134,4860,2975,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9638,-0.0181,2,38.1,2,0.0,0.0,0.0,0,0,24,28,52,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,120,22,10,2269
135,4859,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9588,-0.005,1,37.1,1,0.0,0.0,0.0,0,0,12,20,32,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,2269
136,4858,2955,1,0,1,3,0.2857,1,0,0,0,0,0,0,0,3,1.9418,-0.017,1,38.2,1,0.0,0.0,0.0,0,0,12,20,32,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,2269
137,4855,2907,2,0,2,5,0.0,1,0,0,0,0,0,0,0,3,1.9408,-0.001,1,36.7,1,0.0,0.0,0.0,0,0,8,20,28,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,110,9,5,2278
138,4853,2982,1,0,1,5,1.2,1,0,0,0,0,0,0,0,3,1.9566,0.0158,2,38.1,1,0.0,0.0,0.0,0,0,11,24,35,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,230,41,16,2319
139,4852,2969,2,0,2,5,1.0667,1,0,0,0,0,0,0,0,3,1.9713,0.0147,2,37.4,1,0.0,0.0,0.0,0,0,12,25,37,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,80,12,6,2331
140,4852,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9852,0.0139,2,37.3,1,0.0,0.0,0.0,0,0,18,33,51,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,280,55,22,2386
141,4849,2955,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9919,0.0067,1,38.3,1,0.0,0.0,0.0,0,0,18,33,51,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,2386
142,4846,2982,1,0,1,5,2.0,1,0,0,0,0,0,0,0,1,1.9893,-0.0026,1,37.3,1,0.0,0.0,0.0,0,0,18,33,51,0.0,0,1,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,2386
143,4846,2975,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9699,-0.0194,1,38.0,1,0.0,0.0,0.0,0,0,14,29,43,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,70,7,4,2393
144,4841,2917,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8744,-0.0955,1,37.1,1,0.0,0.0,0.0,0,0,13,23,36,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,2393
145,4841,2872,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9075,0.0331,1,37.7,1,0.0,0.0,0.0,0,0,13,23,36,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,2393
146,4839,3043,1,0,1,3,0.4444,1,0,0,0,0,0,0,0,3,1.9094,0.0019,1,36.8,1,0.0,0.0,0.0,0,0,13,23,36,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,2393
147,4838,2946,3,0,3,5,1.0,1,0,0,0,0,0,0,0,3,1.9305,0.0211,1,37.0,1,0.0,0.0,0.0,0,0,14,18,32,0.0,0,0,0,0,1,1,0,0,3,0,0.0,0,0,0,10,80,16,5,2409
148,4838,3081,3,0,3,5,0.3,2,0,0,0,0,0,0,0,3,1.9817,0.0512,2,37.8,2,0.0,0.0,0.18,0,0,20,22,42,0.0,0,0,0,0,2,1,0,1,2,0,0.0,0,0,0,10,390,58,26,2467
149,4836,2940,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9846,0.0029,2,36.8,2,0.0,0.0,0.2,0,0,25,33,58,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,380,81,27,2548
150,4833,2938,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9785,-0.0061,1,37.5,2,0.0,0.0,0.2571,0,0,19,25,44,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,2548
151,4832,3010,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9852,0.0067,1,37.1,2,0.0,0.0,0.225,0,0,19,25,44,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,2548
152,4832,2905,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9803,-0.0048,1,37.9,2,0.0,0.0,0.225,0,0,22,25,47,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,70,7,3,2555
