window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds,max_lifespan,mean_continuity,max_continuity,mean_turnover_rate,resonant_incorporations,dissonant_incorporations,resonant_rejections,dissonant_rejections,resonance_total_events,resonance_ratio,pd_p_count,pd_d_count,pd_both_count,personalities_recorded,max_relaxed_lifespan,max_strict_lifespan,identity_stable,identity_drift,identity_new,identity_reformation,mean_jaccard,motif_alpha,motif_beta,motif_gamma,perstep_scans,perstep_contacts,perstep_boosts,perstep_boosted_pairs,perstep_total_boosts_cum
109,4840,3032,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,1,1.9926,0.0554,1,37.2,2,0.0,0.0,0.0,0,0,7,17,24,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,2083
110,4838,2949,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.93,-0.0625,1,37.6,2,0.0,0.0,0.0,0,0,9,21,30,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,120,17,8,2100
111,4832,3013,3,0,3,5,1.6,2,0,0,0,0,0,0,0,1,1.9342,0.0041,2,37.1,2,0.0,0.0,0.0,0,0,12,22,34,0.0,0,1,0,0,2,2,0,0,2,1,0.0,0,0,0,10,40,7,3,2107
112,4831,3012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8829,-0.0513,2,37.6,2,0.0,0.0,0.0,0,0,13,25,38,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,200,27,11,2134
113,4824,3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8826,-0.0003,1,37.4,2,0.0,0.0,0.0,0,0,13,25,38,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,2134
114,4821,2977,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.8629,-0.0197,1,37.7,2,0.0,0.0,0.0,0,0,12,24,36,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,2134
115,4818,3043,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9299,0.067,1,37.4,2,0.0,0.0,0.0,0,0,12,16,28,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,70,15,6,2149
116,4817,3066,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8813,-0.0486,1,36.9,2,0.0,0.0,0.0,0,0,12,16,28,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,2149
117,4815,2852,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8654,-0.0159,1,38.0,2,0.0,0.0,0.0,0,0,12,16,28,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,2149
118,4812,3011,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9086,0.0432,1,37.1,2,0.0,0.0,0.0,0,0,11,16,27,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,2149
119,4812,2975,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.761,-0.1476,1,37.4,2,0.0,0.0,0.0,0,0,11,16,27,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,2149
120,4812,2993,1,0,1,3,0.2,1,0,0,0,0,0,0,0,3,1.4591,-0.3018,1,37.1,2,0.0,0.0,0.0,0,0,9,12,21,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,2149
121,4812,2971,2,0,2,5,0.6,1,0,0,0,0,0,0,0,3,0.9911,-0.4681,1,36.7,2,0.0,0.0,0.0,0,0,10,17,27,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,120,7,5,2156
122,4812,3001,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.4605,0.4694,2,38.0,1,0.0,0.0,0.0,0,0,10,11,21,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,250,50,22,2206
123,4811,2970,1,0,1,4,0.5,2,0,0,0,0,0,0,0,3,1.9261,0.4656,1,36.6,2,0.0,0.0,0.0,0,0,10,11,21,0.0,0,0,0,0,2,2,0,0,0,1,0.0,0,0,0,10,0,0,0,2206
124,4811,2934,2,0,2,5,1.3333,1,0,0,0,0,0,0,0,3,1.9852,0.0591,1,38.1,2,0.0,0.0,0.0,0,0,15,14,29,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,120,21,7,2227
125,4811,2939,1,0,1,5,1.6,1,0,0,0,0,0,0,0,3,1.9633,-0.0219,2,37.0,2,0.0,0.0,0.0,0,0,15,15,30,0.0,0,1,0,0,1,1,0,0,1,0,0.0,0,0,0,10,190,40,15,2267
126,4810,3032,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9699,0.0066,2,37.7,2,0.0,0.0,0.0,0,0,16,15,31,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,40,3,3,2270
127,4810,2952,1,0,1,5,0.0,1,0,0,0,0,0,0,0,3,1.8504,-0.1195,1,37.3,2,0.0,0.0,0.0,0,0,16,15,31,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,2270
128,4810,2941,1,0,1,5,0.96,1,0,0,0,0,0,0,0,3,1.977,0.1266,1,37.9,2,0.0,0.0,0.0,0,0,17,20,37,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,160,27,10,2297
129,4810,3043,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9763,-0.0007,2,37.3,2,0.0,0.0,0.0,0,0,19,23,42,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,110,24,9,2321
130,4810,3049,1,0,1,3,1.3333,1,0,0,0,0,0,0,0,3,1.9758,-0.0005,2,37.5,2,0.0,0.0,0.0,0,0,22,27,49,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,80,15,6,2336
131,4810,3013,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.9656,-0.0102,2,37.1,2,0.0,0.0,0.0,0,0,19,22,41,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,80,5,3,2341
132,4810,2968,1,0,1,5,0.2222,1,0,0,0,0,0,0,0,3,1.962,-0.0036,2,36.8,2,0.0,0.0,0.0,0,0,20,19,39,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,40,4,3,2345
133,4809,3031,2,0,2,3,1.3333,2,0,0,0,0,0,0,0,3,1.947,-0.015,2,37.8,2,0.0,0.0,0.0,0,0,24,24,48,0.0,0,0,0,0,2,2,0,0,1,1,0.0,0,0,0,10,200,26,14,2371
134,4808,2942,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9571,0.0102,2,36.6,2,0.0,0.0,0.0,0,0,22,21,43,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,160,28,14,2399
135,4807,3015,1,0,1,5,0.0,1,0,0,0,0,0,0,0,3,1.948,-0.0091,1,37.8,2,0.0,0.0,0.0,0,0,19,19,38,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,2399
136,4806,3007,2,0,2,5,0.2857,2,0,0,0,0,0,0,0,3,1.9386,-0.0094,1,37.0,2,0.0,0.0,0.0,0,0,19,22,41,0.0,0,0,0,0,2,2,0,0,1,1,0.0,0,0,0,10,160,17,8,2416
137,4806,2912,3,0,3,5,1.0667,2,0,0,0,0,0,0,0,3,1.977,0.0384,2,37.9,2,0.0,0.0,0.0,0,0,24,31,55,0.0,0,0,0,0,2,2,0,0,2,1,0.0,0,0,0,10,280,39,17,2455
138,4804,2941,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9094,-0.0676,2,37.1,2,0.0,0.0,0.0,0,0,25,32,57,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,180,28,12,2483
139,4801,2981,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9037,-0.0057,1,36.9,2,0.0,0.0,0.0,0,0,23,29,52,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,2483
140,4798,2880,1,0,1,4,0.4286,1,0,0,0,0,0,0,0,3,1.9943,0.0906,1,38.0,2,0.0,0.0,0.0,0,0,20,25,45,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,2483
141,4795,2881,1,0,1,5,2.0,1,0,0,0,0,0,0,0,3,1.9875,-0.0069,1,36.9,2,0.0,0.0,0.0,0,0,23,28,51,0.0,0,1,0,0,1,1,0,0,1,0,0.0,0,0,0,10,110,12,6,2495
142,4791,2878,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9941,0.0066,2,37.9,2,0.0,0.0,0.0,0,0,23,29,52,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,40,2,1,2497
143,4786,2898,1,0,1,5,1.0,1,0,0,0,0,0,0,0,3,1.9875,-0.0066,1,37.1,2,0.0,0.0,0.0,0,0,19,24,43,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,2497
144,4784,2885,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,1,1.9884,0.001,1,37.5,2,0.0,0.0,0.0,0,0,14,23,37,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,40,3,1,2500
145,4781,2893,2,0,2,5,1.2,1,0,0,0,0,0,0,0,1,1.9893,0.0009,2,37.0,2,0.0,0.0,0.0,0,0,14,25,39,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,70,12,6,2512
146,4780,2960,5,0,5,5,1.5,2,0,0,0,0,0,0,0,3,1.9647,-0.0246,2,37.5,2,0.0,0.0,0.1667,0,0,18,29,47,0.0,0,1,0,0,2,2,0,1,3,1,0.0,0,0,1,10,260,49,20,2561
147,4776,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9299,-0.0349,2,36.9,2,0.0,0.0,0.1944,0,0,21,28,49,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,450,81,28,2642
148,4775,3002,2,0,2,5,1.28,3,0,0,0,0,0,0,0,3,1.9583,0.0285,1,38.0,3,0.0,0.0,0.2333,0,0,18,19,37,0.0,1,0,0,1,3,2,0,0,1,1,0.0,0,0,0,10,0,0,0,2642
149,4770,2883,4,0,4,4,1.5,1,0,0,0,0,0,0,0,1,1.9865,0.0282,1,36.7,3,0.0,0.0,0.1667,0,0,24,28,52,0.0,0,1,0,1,1,1,0,0,4,0,0.0,0,0,0,10,300,33,13,2675
150,4766,2902,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9661,-0.0205,2,37.4,3,0.0,0.0,0.1667,0,0,29,32,61,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,10,300,37,18,2712
151,4763,2941,2,0,2,5,0.3,1,0,0,0,0,0,0,0,0,1.9692,0.0031,1,37.0,3,0.0,0.0,0.1556,0,0,26,29,55,0.0,0,0,0,1,1,1,0,0,2,0,0.0,0,0,0,10,0,0,0,2712
152,4763,2940,2,0,2,5,1.6,2,0,0,0,0,0,0,0,1,1.9544,-0.0147,1,37.1,3,0.0,0.0,0.1556,0,0,28,30,58,0.0,0,1,0,1,2,2,0,0,1,1,0.0,0,0,0,10,110,14,7,2726
153,4763,2933,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9046,-0.0499,2,37.9,3,0.0,0.0,0.1556,0,0,32,35,67,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,10,240,60,17,2786
154,4762,2943,2,0,2,5,1.0,1,0,0,0,0,0,0,0,1,1.9363,0.0317,1,37.1,3,0.0,0.0,0.1458,0,0,30,35,65,0.0,0,0,0,1,1,1,0,0,2,0,0.0,0,0,0,10,0,0,0,2786
155,4761,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9689,0.0326,1,37.8,3,0.0,0.0,0.1458,0,0,39,39,78,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,10,260,43,18,2829
156,4757,2923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.958,-0.0109,1,36.9,3,0.0,0.0,0.1556,0,0,37,37,74,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,2829
157,4755,2947,1,0,1,3,0.4444,1,0,0,0,0,0,0,0,0,1.9698,0.0118,1,37.8,3,0.0,0.0,0.1795,0,0,32,29,61,0.0,0,0,0,1,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,2829
158,4755,2984,1,0,1,4,0.5,1,0,0,0,0,0,0,0,0,1.9621,-0.0077,1,36.9,3,0.0,0.0,0.1667,0,0,35,29,64,0.0,0,0,0,1,1,1,0,0,1,0,0.0,0,0,0,10,80,9,5,2838
159,4754,2911,1,0,1,5,0.75,1,0,0,0,0,0,0,0,3,1.9547,-0.0075,2,36.9,2,0.0,0.0,0.0,0,0,28,16,44,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,30,6,3,2844
160,4754,2955,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9911,0.0364,2,38.0,2,0.0,0.0,0.0,0,0,28,15,43,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,180,52,17,2896
161,4754,2956,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.9926,0.0015,1,36.8,2,0.0,0.0,0.0,0,0,28,15,43,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,2896
162,4754,2966,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9899,-0.0027,1,37.3,2,0.0,0.0,0.0,0,0,27,13,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,40,8,3,2904
163,4754,2849,2,0,2,5,1.6,2,0,0,0,0,0,0,0,3,1.9727,-0.0172,1,36.8,2,0.0,0.0,0.0,0,0,21,7,28,0.0,0,1,0,0,2,2,0,0,1,1,0.0,0,0,0,10,0,0,0,2904
164,4752,2881,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9776,0.0049,1,37.4,2,0.0,0.0,0.0,0,0,24,10,34,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,180,24,9,2928
165,4750,2933,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.93,-0.0475,1,36.9,2,0.0,0.0,0.0,0,0,19,9,28,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,2928
166,4750,2896,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.839,-0.091,1,36.6,2,0.0,0.0,0.0,0,0,20,11,31,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,70,16,4,2944
167,4750,2933,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9589,0.1198,1,37.6,2,0.0,0.0,0.0,0,0,20,11,31,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,2944
168,4748,2946,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9251,-0.0337,1,37.1,2,0.0,0.0,0.0,0,0,17,11,28,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,2944
169,4747,2899,1,0,1,5,1.0,1,0,0,0,0,0,0,0,3,1.9928,0.0677,1,37.3,2,0.0,0.0,0.0,0,0,14,11,25,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,2944
170,4746,2896,2,0,2,5,0.5,1,0,0,0,0,0,0,0,3,1.9772,-0.0156,1,36.9,2,0.0,0.0,0.0,0,0,11,14,25,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,190,32,12,2976
171,4745,2893,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9593,-0.0179,2,37.4,2,0.0,0.0,0.0,0,0,19,22,41,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,220,27,16,3003
172,4744,2881,2,0,2,5,0.6,1,0,0,0,0,0,0,0,3,1.9547,-0.0046,1,36.8,2,0.0,0.0,0.0,0,0,18,22,40,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,0,0,0,3003
173,4743,2998,1,0,1,3,1.3333,1,0,0,0,0,0,0,0,3,1.9621,0.0075,1,37.6,2,0.0,0.0,0.0,0,0,25,27,52,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,280,54,21,3057
174,4743,2900,2,0,2,5,0.8,1,0,0,0,0,0,0,0,3,1.9401,-0.0221,2,36.7,1,0.0,0.0,0.0,0,0,19,22,41,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,70,5,3,3062
175,4743,3019,1,0,1,5,0.96,1,0,0,0,0,0,0,0,1,1.9574,0.0173,2,36.7,1,0.0,0.0,0.0,0,0,21,28,49,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,200,34,15,3096
176,4743,2842,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9727,0.0153,2,37.2,1,0.0,0.0,0.0,0,0,20,31,51,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,100,22,8,3118
177,4742,2873,2,0,2,3,1.3333,1,0,0,0,0,0,0,0,3,1.9575,-0.0151,1,37.5,1,0.0,0.0,0.0,0,0,20,31,51,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,0,0,0,3118
178,4742,2866,1,0,1,3,0.5,1,0,0,0,0,0,0,0,3,1.9575,0.0,1,37.8,1,0.0,0.0,0.0,0,0,25,35,60,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,160,15,8,3133
179,4742,2906,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.9086,-0.0489,2,37.1,1,0.0,0.0,0.0,0,0,28,35,63,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,120,18,8,3151
180,4742,2971,1,0,1,5,1.6,1,0,0,0,0,0,0,0,3,1.9428,0.0342,2,37.8,1,0.0,0.0,0.0,0,0,30,33,63,0.0,0,1,0,0,1,1,0,0,1,0,0.0,0,0,0,10,160,32,13,3183
181,4741,2906,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.9501,0.0072,2,37.3,1,0.0,0.0,0.0,0,0,22,29,51,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,150,28,11,3211
182,4740,2795,1,0,1,5,0.4,1,0,0,0,0,0,0,0,3,1.9409,-0.0092,2,36.8,1,0.0,0.0,0.0,0,0,22,31,53,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,30,5,3,3216
183,4739,2948,2,0,2,5,0.5,2,0,0,0,0,0,0,0,3,1.9633,0.0224,2,37.5,2,0.0,0.0,0.0,0,0,16,27,43,0.0,0,0,0,0,2,2,0,0,1,1,0.0,0,0,0,10,80,8,4,3224
184,4736,2923,1,0,1,5,0.4,1,0,0,0,0,0,0,0,3,1.9498,-0.0135,2,36.7,2,0.0,0.0,0.0,0,0,26,30,56,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,260,48,19,3272
185,4735,2915,1,0,1,5,2.0,3,0,0,0,0,0,0,0,3,1.914,-0.0357,2,37.7,3,0.0,0.0,0.0,0,0,29,27,56,0.0,1,1,1,1,3,3,0,0,0,1,0.0,0,0,0,10,160,15,7,3287
186,4734,2894,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9685,0.0544,2,36.5,3,0.0,0.0,0.0,0,0,31,23,54,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,10,110,29,9,3316
187,4733,2930,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9749,0.0064,1,37.5,3,0.0,0.0,0.0,0,0,31,23,54,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,3316
188,4733,2865,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9864,0.0115,1,36.2,3,0.0,0.0,0.0,0,0,26,19,45,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,3316
189,4730,2972,1,0,1,4,0.6667,1,0,0,0,0,0,0,0,3,1.9621,-0.0243,1,36.7,3,0.0,0.0,0.0,0,0,23,19,42,0.0,0,0,0,1,1,1,0,0,1,0,0.0,0,0,1,10,0,0,0,3316
190,4728,2912,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9911,0.0289,1,37.4,3,0.0,0.0,0.0,0,0,23,17,40,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,10,80,6,3,3322
191,4727,2869,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9713,-0.0197,1,37.0,3,0.0,0.0,0.0,0,0,23,13,36,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,3322
192,4727,2922,1,0,1,4,0.5,1,0,0,0,0,0,0,0,3,1.9957,0.0244,1,37.9,3,0.0,0.0,0.0,0,0,23,13,36,0.0,0,0,0,1,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,3322
193,4725,2990,2,0,2,5,1.5,1,0,0,0,0,0,0,0,1,1.9785,-0.0172,1,36.7,3,0.0,0.0,0.0,0,0,22,14,36,0.0,0,2,0,1,1,1,0,0,2,0,0.0,0,0,0,10,40,5,3,3327
194,4725,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9766,-0.0019,2,37.7,3,0.0,0.0,0.0,0,0,17,16,33,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,10,190,34,15,3361
195,4724,2890,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.9259,-0.0507,1,36.4,3,0.0,0.0,0.0,0,0,12,13,25,0.0,0,0,0,1,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,3361
196,4721,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9875,0.0616,1,37.8,1,0.0,0.0,0.0,0,0,8,10,18,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,140,18,7,3379
197,4721,2961,1,0,1,5,1.6,1,0,0,0,0,0,0,0,1,1.9968,0.0093,1,36.5,1,0.0,0.0,0.0,0,0,8,10,18,0.0,0,1,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,3379
198,4719,2947,1,0,1,5,1.6,1,0,0,0,0,0,0,0,1,1.9936,-0.0032,1,37.2,1,0.0,0.0,0.0,0,0,11,12,23,0.0,0,1,0,0,1,1,0,0,1,0,0.0,0,0,0,10,150,28,14,3407
199,4719,2958,1,0,1,5,1.0667,1,0,0,0,0,0,0,0,1,1.9975,0.0039,2,36.7,1,0.0,0.0,0.0,0,0,13,12,25,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,80,13,6,3420
200,4718,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9837,-0.0138,2,36.3,1,0.0,0.0,0.0,0,0,10,12,22,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,80,11,4,3431
