seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
8,1,0,0,913,1,2,893,664,19.4623,1.5846,0.9138,0.882,0.9072,0.9278,2670,A,B,A,B,0,0,0,0
8,2,0,0,218,0,0,192,691,19.4117,1.5824,0.9364,0.9324,0.9301,0.9301,629,A,B,A,B,0,1,0,0
8,3,0,0,25,0,0,32,657,17.5414,1.556,0.9986,0.9341,0.9988,0.9481,98,A,B,A,B,1,1,0,0
8,4,0,0,4,0,0,13,691,18.5254,1.3182,0.8631,0.9957,0.684,0.9183,40,neutral,B,neutral,B,4,0,0,0
8,5,0,0,12,0,0,14,700,19.7604,1.5702,0.971,0.874,0.8113,0.8113,43,A,B,A,neutral,4,0,0,0
8,6,0,0,16,0,0,5,639,17.1613,1.4496,0.4395,0.994,0.8113,0.0,33,A,B,A,neutral,4,0,0,0
8,7,0,0,13,0,0,10,632,17.9419,1.5566,0.4395,0.5436,0.971,0.9852,31,A,B,A,B,4,0,0,0
8,8,0,0,11,0,0,12,726,20.5392,1.5749,0.7219,0.7642,0.9852,0.65,32,A,B,A,B,4,0,0,0
8,9,0,0,13,0,0,9,640,17.5351,1.5524,0.5033,0.971,0.9544,0.8113,30,A,B,A,B,3,1,0,0
8,10,0,0,13,0,0,12,690,19.945,1.5682,0.9911,0.9911,0.9968,0.7642,42,A,B,A,B,3,1,0,0
8,11,0,0,8,0,0,12,674,17.3102,1.5262,0.9544,0.0,0.971,0.5033,26,A,B,A,B,4,0,0,0
8,12,0,0,8,0,0,10,663,18.0352,1.5546,0.9544,0.65,0.8113,0.65,24,A,B,A,B,4,0,0,0
8,13,0,0,14,0,0,8,703,19.1711,1.4926,0.7642,0.0,0.9457,0.0,28,A,B,A,B,4,0,0,0
8,14,0,0,16,0,0,14,687,18.9733,1.5589,0.7642,0.5917,0.971,0.5033,40,A,B,A,B,4,0,0,0
8,15,0,0,11,0,0,14,646,17.2227,1.5614,0.8631,0.5917,0.9183,0.8454,34,A,B,A,B,4,0,0,0
8,16,0,0,9,0,0,10,708,19.4254,1.579,1.0,0.0,0.65,0.9544,27,A,B,A,B,3,1,0,0
8,17,0,0,14,1,2,15,660,17.655,1.5842,0.65,1.0,0.9852,0.9183,44,A,B,A,B,4,0,0,0
8,18,0,0,11,0,0,8,653,17.6897,1.5727,0.994,1.0,0.8631,0.0,29,A,B,A,B,4,0,0,0
8,19,0,0,7,0,0,10,605,17.0236,1.5285,0.0,0.8813,0.7219,0.8113,22,A,B,A,B,4,0,0,0
8,20,0,0,18,0,0,11,684,18.0342,1.5205,0.7219,0.7642,0.8113,0.9183,38,A,B,A,B,0,1,0,0
8,21,0,0,5,0,0,10,649,17.4301,1.5219,0.9183,0.8113,1.0,0.0,25,A,B,A,B,4,0,0,0
8,22,0,0,4,0,0,15,680,19.3635,1.3992,0.971,0.6194,0.9183,0.9183,27,A,B,A,B,4,0,0,0
8,23,0,0,8,0,0,6,671,18.9607,1.5726,0.9544,0.9183,0.971,0.9183,22,A,B,A,B,4,0,0,0
8,24,0,0,10,0,0,5,654,17.782,1.5285,0.8631,0.0,0.9544,0.971,22,A,B,A,B,1,1,0,0
8,25,0,0,10,0,0,9,678,18.7165,1.5365,0.9911,0.8113,0.9799,1.0,35,A,B,A,B,4,0,0,0
