seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
13,1,0,0,890,0,0,857,724,21.1788,1.5848,0.9148,0.9434,0.9047,0.9097,2624,A,B,A,B,0,0,0,0
13,2,0,0,250,0,0,235,669,18.9275,1.5844,0.9438,0.9238,0.9126,0.9103,734,A,B,A,B,0,1,0,0
13,3,0,0,38,0,0,55,642,17.7273,1.568,0.951,0.7642,0.9868,0.8419,137,A,B,A,B,3,1,0,0
13,4,0,0,10,0,0,18,661,18.5085,1.5395,1.0,0.8905,0.9183,0.469,40,A,B,A,B,4,1,0,0
13,5,0,0,6,0,0,14,671,18.2544,1.4573,0.971,0.0,1.0,0.5917,26,A,B,A,B,1,1,0,0
13,6,0,0,9,0,0,13,678,19.9755,1.5653,0.9544,0.7642,0.9183,1.0,35,A,B,A,B,4,0,0,0
13,7,0,0,10,0,0,10,619,17.0455,1.5734,0.8631,0.9183,0.8631,0.971,33,A,B,A,B,4,0,0,0
13,8,0,0,17,0,0,5,713,19.7772,1.4338,0.684,0.9183,0.0,0.971,33,A,B,A,B,4,0,0,0
13,9,0,0,5,1,1,15,656,17.4159,1.4426,0.9183,0.5033,0.0,0.8813,28,A,B,A,B,4,0,0,0
13,10,0,0,5,0,0,12,684,18.1838,1.502,0.9544,0.8113,0.9183,0.0,26,A,B,A,B,4,0,0,0
13,11,0,0,9,0,0,10,657,18.2879,1.4175,0.8113,1.0,0.994,0.7219,44,neutral,B,A,B,4,0,0,0
13,12,0,0,9,0,0,7,652,17.8044,1.4305,0.9403,0.9852,0.971,0.971,36,A,B,A,B,4,0,0,0
13,13,0,0,8,0,0,7,634,17.5768,1.5294,0.0,0.65,0.9183,0.9183,19,A,B,A,B,4,0,0,0
13,14,0,0,6,0,0,12,695,19.452,1.474,1.0,0.7642,0.7219,0.0,23,A,B,A,B,4,0,0,0
13,15,0,0,11,0,0,15,713,19.2413,1.5686,1.0,0.7642,0.9183,0.0,37,A,B,A,B,3,1,0,0
13,16,0,0,16,0,0,8,660,18.9836,1.5305,1.0,0.0,0.7642,0.5917,36,A,B,A,B,4,0,0,0
13,17,0,0,10,0,0,11,653,18.7476,1.5763,0.9183,0.8813,0.971,0.9852,34,A,B,A,B,3,1,0,0
13,18,0,0,13,0,0,14,648,18.1252,1.5825,0.9183,0.9183,0.971,0.9612,42,A,B,A,B,4,0,0,0
13,19,0,0,7,0,0,5,647,17.3165,1.4899,0.8113,0.971,0.9183,0.9544,24,A,B,A,B,4,0,0,0
13,20,0,0,8,0,0,10,654,19.3183,1.5766,0.5917,0.5436,0.971,1.0,26,A,B,A,B,1,1,0,0
13,21,0,0,8,0,0,9,635,17.208,1.5828,0.65,0.9183,1.0,0.9544,26,A,B,A,B,1,1,0,0
13,22,0,0,11,0,0,4,636,17.3033,1.4729,0.9544,0.971,0.8113,0.8113,25,A,B,A,neutral,0,1,0,0
13,23,0,0,22,0,0,10,680,18.8695,1.4746,0.3373,0.9183,0.9799,0.7219,42,A,B,A,B,0,1,0,0
13,24,1,2,10,0,0,6,701,20.638,1.5058,0.8813,0.971,0.9852,1.0,30,A,B,A,B,4,0,0,0
13,25,0,0,17,0,0,8,660,18.1088,1.516,0.4395,0.8631,0.9457,0.9852,36,A,B,A,B,2,1,0,0
