seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
123,1,0.0005,118,100,8,0,0,0,0,0,10,111,7,118,0,59,59,118,0,0,8,1.8388
123,2,0.0005,74,58,5,0,11,0,0,0,0,64,10,73,1,44,30,74,0,0,7,1.919
123,3,0.0005,24,17,4,0,0,0,0,0,3,22,2,24,0,10,14,24,0,0,6,2.1148
123,4,0.0005,19,13,1,0,2,0,0,0,3,14,5,19,0,14,5,19,0,0,7,1.8785
123,5,0.0005,13,13,0,0,0,0,0,0,0,13,0,13,0,9,4,13,0,0,2,0.8905
123,6,0.0005,23,18,1,0,0,0,0,0,4,19,4,23,0,12,11,23,0,0,5,1.8619
123,7,0.0005,16,14,1,0,0,0,0,0,1,15,1,16,0,8,8,16,0,0,4,1.5436
123,8,0.0005,15,8,5,0,2,0,0,0,0,13,2,15,0,9,6,15,0,0,6,2.3069
123,9,0.0005,11,8,3,0,0,0,0,0,0,11,0,11,0,6,5,11,0,0,4,1.7899
123,10,0.0005,15,9,1,0,1,0,0,0,4,12,3,15,0,8,7,15,0,0,7,2.4662
123,11,0.0005,13,9,1,0,3,0,0,0,0,12,1,13,0,5,8,11,1,1,8,2.5074
123,12,0.0005,18,18,0,0,0,0,0,0,0,18,0,18,0,5,13,18,0,0,2,0.8524
123,13,0.0005,19,13,4,0,0,0,0,0,2,17,2,19,0,9,10,19,0,0,4,1.8474
123,14,0.0005,12,12,0,0,0,0,0,0,0,12,0,12,0,7,5,12,0,0,2,0.9799
123,15,0.0005,11,6,4,0,0,0,0,0,1,10,1,10,1,6,5,11,0,0,5,2.2313
123,16,0.0005,14,13,0,0,0,0,0,0,1,14,0,14,0,8,6,13,1,0,3,1.2958
123,17,0.0005,22,18,2,0,2,0,0,0,0,20,2,22,0,8,14,22,0,0,4,1.6767
123,18,0.0005,25,23,1,0,0,0,0,0,1,24,1,25,0,10,15,25,0,0,4,1.3909
123,19,0.0005,20,17,2,0,0,0,0,0,1,20,0,20,0,7,13,20,0,0,4,1.5438
123,20,0.0005,16,15,0,0,0,0,0,0,1,15,1,16,0,8,8,15,1,0,4,1.5436
123,21,0.0005,11,5,1,0,1,0,0,0,4,7,4,9,2,6,5,8,1,2,9,3.0272
123,22,0.0005,4,4,0,0,0,0,0,0,0,4,0,4,0,1,3,4,0,0,2,0.8113
123,23,0.0005,21,15,1,0,3,0,0,0,2,17,4,21,0,10,11,21,0,0,8,2.2952
123,24,0.0005,18,14,3,0,1,0,0,0,0,17,1,18,0,10,8,18,0,0,5,1.8638
123,25,0.0005,9,8,0,0,1,0,0,0,0,9,0,9,0,6,3,9,0,0,3,1.3516
