seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
42,1,0.0005,117,110,4,0,0,0,0,0,3,115,2,117,0,62,55,115,1,1,8,1.4947
42,2,0.0005,80,68,5,0,5,0,0,0,2,74,6,80,0,42,38,80,0,0,8,1.8266
42,3,0.0005,30,26,2,0,2,0,0,0,0,28,2,28,2,15,15,30,0,0,6,1.6998
42,4,0.0005,16,13,2,0,0,0,0,0,1,15,1,16,0,10,6,16,0,0,5,1.7744
42,5,0.0005,20,15,2,0,0,0,0,0,3,18,2,20,0,9,11,20,0,0,6,2.0394
42,6,0.0005,19,16,3,0,0,0,0,0,0,19,0,19,0,9,10,19,0,0,3,1.433
42,7,0.0005,18,13,5,0,0,0,0,0,0,18,0,18,0,12,6,18,0,0,4,1.7652
42,8,0.0005,19,18,0,0,1,0,0,0,0,18,1,19,0,16,3,19,0,0,3,0.9133
42,9,0.0005,12,10,0,0,1,0,0,0,1,11,1,12,0,8,4,12,0,0,4,1.5511
42,10,0.0005,9,6,2,0,0,0,0,0,1,9,0,9,0,8,1,9,0,0,4,1.4466
42,11,0.0005,9,7,1,0,0,0,0,0,1,8,1,9,0,4,5,9,0,0,4,1.6577
42,12,0.0005,9,8,1,0,0,0,0,0,0,9,0,9,0,4,5,9,0,0,3,1.3921
42,13,0.0005,11,10,0,0,0,0,0,0,1,10,1,10,1,6,5,11,0,0,3,1.3486
42,14,0.0005,13,8,2,0,1,0,0,0,2,11,2,12,1,3,10,11,2,0,7,2.3535
42,15,0.0005,18,15,1,0,1,0,0,0,1,16,2,16,2,7,11,17,1,0,6,1.9749
42,16,0.0005,31,20,4,0,4,0,0,0,3,25,6,31,0,16,15,31,0,0,8,2.4838
42,17,0.0005,18,14,4,0,0,0,0,0,0,18,0,18,0,6,12,18,0,0,4,1.5275
42,18,0.0005,19,14,2,0,2,0,0,0,1,17,2,19,0,12,7,19,0,0,6,2.0632
42,19,0.0005,19,14,3,0,2,0,0,0,0,17,2,19,0,8,11,18,1,0,7,2.2201
42,20,0.0005,15,13,0,0,2,0,0,0,0,13,2,15,0,6,9,15,0,0,3,1.3383
42,21,0.0005,18,12,0,0,4,0,0,0,2,14,4,18,0,9,9,18,0,0,6,2.128
42,22,0.0005,9,6,3,0,0,0,0,0,0,9,0,9,0,2,7,8,1,0,5,2.0588
42,23,0.0005,11,8,0,0,1,0,0,0,2,9,2,8,3,6,5,10,0,1,5,2.0049
42,24,0.0005,13,11,2,0,0,0,0,0,0,13,0,13,0,5,8,13,0,0,4,1.5734
42,25,0.0005,9,8,0,0,1,0,0,0,0,8,1,8,1,5,4,9,0,0,3,1.3921
