seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
7,1,0.0005,110,104,5,0,1,0,0,0,0,109,1,110,0,61,49,110,0,0,5,1.3213
7,2,0.0005,69,57,7,0,1,0,0,0,4,66,3,69,0,37,32,69,0,0,9,1.9187
7,3,0.0005,42,28,6,0,4,0,0,0,4,36,6,42,0,19,23,41,0,1,8,2.3821
7,4,0.0005,14,11,0,0,1,0,0,0,2,12,2,14,0,5,9,14,0,0,4,1.6106
7,5,0.0005,19,17,0,0,1,0,0,0,1,17,2,19,0,12,7,19,0,0,4,1.4653
7,6,0.0005,23,20,1,0,1,0,0,0,1,22,1,22,1,13,10,22,0,1,6,1.8388
7,7,0.0005,10,6,4,0,0,0,0,0,0,10,0,10,0,6,4,10,0,0,4,1.6855
7,8,0.0005,19,17,0,0,2,0,0,0,0,18,1,19,0,12,7,16,2,1,7,2.1354
7,9,0.0005,6,3,0,0,3,0,0,0,0,4,2,6,0,5,1,5,1,0,5,2.2516
7,10,0.0005,12,9,1,0,0,0,0,0,2,11,1,10,2,7,5,12,0,0,5,1.9508
7,11,0.0005,13,11,1,0,1,0,0,0,0,12,1,13,0,7,6,11,2,0,5,2.0382
7,12,0.0005,12,6,2,0,3,0,0,0,1,8,4,11,1,5,7,11,0,1,7,2.6258
7,13,0.0005,17,15,0,0,1,0,0,0,1,15,2,17,0,8,9,17,0,0,4,1.5197
7,14,0.0005,20,13,3,0,3,0,0,0,1,17,3,18,2,13,7,20,0,0,7,2.2955
7,15,0.0005,16,14,0,0,2,0,0,0,0,16,0,14,2,5,11,16,0,0,4,1.4238
7,16,0.0005,12,11,0,0,1,0,0,0,0,11,1,11,1,6,6,12,0,0,3,1.325
7,17,0.0005,14,10,2,0,1,0,0,0,1,12,2,14,0,10,4,14,0,0,6,1.9502
7,18,0.0005,14,14,0,0,0,0,0,0,0,14,0,14,0,6,8,14,0,0,2,0.9852
7,19,0.0005,19,12,2,0,2,0,0,0,3,15,4,19,0,10,9,19,0,0,8,2.4973
7,20,0.0005,7,6,1,0,0,0,0,0,0,7,0,7,0,1,6,7,0,0,2,0.5917
7,21,0.0005,13,9,2,0,2,0,0,0,0,11,2,12,1,7,6,13,0,0,5,2.0382
7,22,0.0005,15,13,1,0,1,0,0,0,0,14,1,15,0,8,7,15,0,0,4,1.5628
7,23,0.0005,10,9,0,0,1,0,0,0,0,10,0,10,0,4,6,10,0,0,3,1.2955
7,24,0.0005,12,6,2,0,3,0,0,0,1,10,2,9,3,5,7,12,0,0,6,2.4591
7,25,0.0005,14,12,0,0,0,0,0,0,2,12,2,14,0,4,10,14,0,0,4,1.4299
