seed,window,rate,k_star,J_star,type_count,H,drift
42,2,0.005,4,0.2715,6,1.3707,0.3045
42,3,0.005,3,0.2428,4,1.2876,0.1162
42,4,0.005,4,0.8179,3,1.231,0.5869
42,5,0.005,4,0.5394,3,1.4196,0.1198
42,6,0.005,4,0.6926,4,1.5919,0.2617
42,7,0.005,4,0.2023,2,0.65,0.3448
42,8,0.005,4,0.6614,5,1.5589,0.395
42,9,0.005,4,0.2838,3,0.9464,0.3374
42,10,0.005,4,1.4674,5,2.0588,0.7011
42,11,0.005,4,0.2617,3,0.6144,0.6473
42,12,0.005,4,0.9783,5,1.88,0.3908
42,13,0.005,4,1.2521,5,2.0202,0.5244
42,14,0.005,4,0.503,2,0.65,0.6455
42,15,0.005,4,1.7776,6,2.4683,0.713
42,16,0.005,4,1.1756,5,2.0061,0.462
42,17,0.005,4,0.4352,4,1.1451,0.4511
42,18,0.005,4,0.3222,2,0.7871,0.3276
42,19,0.005,4,0.4659,3,1.2407,0.2252
42,20,0.005,4,1.2729,5,2.0742,0.4912
42,21,0.005,4,0.7036,3,1.3516,0.352
42,22,0.005,4,0.83,4,1.6577,0.3333
42,23,0.005,4,1.0831,5,1.9183,0.4573
42,24,0.005,4,1.0342,4,1.6226,0.5726
42,25,0.005,4,1.2989,3,1.5,0.7989
55,1,0.005,4,-0.4464,5,0.8461,
55,2,0.005,4,0.1954,6,1.4336,0.1655
55,3,0.005,4,0.929,5,1.9464,0.2751
55,4,0.005,4,0.2217,2,0.4395,0.5747
55,5,0.005,4,0.4604,3,1.0409,0.4195
55,6,0.005,4,0.8095,5,1.821,0.281
55,7,0.005,4,0.7821,4,1.571,0.3721
55,8,0.005,4,0.5298,3,1.0613,0.4685
55,9,0.005,4,1.5809,6,2.2989,0.6857
55,10,0.005,4,1.2285,5,1.8322,0.6888
55,11,0.005,4,1.0624,3,1.4591,0.6033
55,12,0.005,4,0.4729,5,1.2918,0.4736
55,13,0.005,4,0.1614,3,0.857,0.3044
55,14,0.005,4,1.2259,3,1.5486,0.6773
55,15,0.005,4,1.0086,4,1.5919,0.5777
55,16,0.005,4,0.8121,3,1.1887,0.6234
55,17,0.005,2,0.0461,2,0.5917,0.2469
55,18,0.005,4,0.9727,5,1.7947,0.4705
55,19,0.005,4,0.2837,4,1.1183,0.3264
55,20,0.005,4,0.4694,3,1.0529,0.4165
55,21,0.005,4,1.067,6,2.0632,0.4075
55,22,0.005,4,0.1802,2,0.3912,0.5815
55,23,0.005,4,0.8165,6,1.7988,0.4214
55,24,0.005,4,0.4585,4,1.295,0.3245
55,25,0.005,4,1.4244,5,2.1219,0.595
123,1,0.005,4,-0.0267,6,1.377,
123,2,0.005,4,0.7015,6,1.7564,0.3488
123,3,0.005,4,1.0083,6,2.2279,0.1841
123,4,0.005,4,0.658,6,1.7166,0.3451
123,5,0.005,4,1.5505,4,1.9502,0.7613
123,6,0.005,4,1.3866,6,2.1699,0.6204
123,7,0.005,4,1.2729,5,2.0931,0.4723
123,8,0.005,4,1.2277,5,1.9232,0.597
123,9,0.005,4,0.3321,2,0.6723,0.4523
123,10,0.005,4,0.8585,5,1.6267,0.5243
123,11,0.005,4,1.0351,6,1.9745,0.4643
123,12,0.005,4,0.1565,3,0.7229,0.4336
123,13,0.005,4,0.5013,4,1.3355,0.3268
123,14,0.005,4,0.9643,3,1.5285,0.4358
123,15,0.005,4,0.3271,2,0.7219,0.3977
123,16,0.005,4,0.3037,3,0.9913,0.3124
123,17,0.005,4,-0.1447,1,-0.0,0.3553
123,18,0.005,0,-0.5,1,-0.0,0.0
123,19,0.005,4,0.5535,5,1.4393,0.4067
123,20,0.005,4,0.7415,4,1.5734,0.3291
123,21,0.005,4,1.0978,4,1.6577,0.6011
123,22,0.005,4,1.1789,4,1.8554,0.4845
123,23,0.005,4,1.1967,3,1.2988,0.8979
123,24,0.005,4,1.0407,3,1.361,0.6797
123,25,0.005,3,0.7975,3,1.2516,0.5459
314,1,0.005,3,0.0598,4,1.2208,
314,2,0.005,4,0.1611,6,1.39,0.1748
314,3,0.005,4,0.6743,5,1.6707,0.2961
314,4,0.005,4,0.9074,5,1.9878,0.2121
314,5,0.005,4,1.2893,4,1.9502,0.5001
314,6,0.005,4,0.3455,2,0.4138,0.7242
314,7,0.005,4,0.9017,6,1.8537,0.4517
314,8,0.005,4,1.6865,5,2.2464,0.7326
314,9,0.005,4,0.9386,5,1.5229,0.7082
314,10,0.005,4,0.765,4,1.5511,0.3749
314,11,0.005,3,-0.0708,3,0.5304,0.3988
314,12,0.005,4,0.8172,3,1.3788,0.4384
314,13,0.005,2,0.0069,1,-0.0,0.5069
314,14,0.005,4,0.3383,4,1.1401,0.3592
314,15,0.005,4,1.4015,6,2.2709,0.5343
314,16,0.005,4,0.2754,2,0.4395,0.6284
314,17,0.005,4,0.3839,2,0.9183,0.2581
314,18,0.005,4,0.5882,4,1.2075,0.5417
314,19,0.005,3,-0.1286,1,-0.0,0.3714
314,20,0.005,4,0.8573,3,1.371,0.4863
314,21,0.005,4,1.6307,5,2.2313,0.6919
314,22,0.005,4,1.4293,4,1.9219,0.6684
314,23,0.005,4,1.3047,5,1.88,0.7172
314,24,0.005,4,0.8552,5,1.9878,0.1599
314,25,0.005,4,0.4957,4,1.2776,0.3791
456,1,0.005,3,0.4254,5,1.7179,
456,2,0.005,4,-0.0662,3,0.5024,0.4314
456,3,0.005,4,0.689,3,1.2245,0.4645
456,4,0.005,4,1.6964,5,2.2359,0.753
456,5,0.005,4,0.9986,4,1.4256,0.734
456,6,0.005,4,-0.0542,2,0.3912,0.3471
456,7,0.005,4,-0.4696,2,0.2668,0.0561
456,8,0.005,4,-0.0156,2,0.6194,0.1575
456,9,0.005,4,0.9072,3,1.5,0.4072
456,10,0.005,4,0.5993,3,1.4605,0.1388
456,11,0.005,4,0.4828,5,1.3863,0.389
456,12,0.005,4,0.0101,2,0.5033,0.2993
456,13,0.005,4,0.4708,3,1.0409,0.4299
456,14,0.005,4,0.9533,5,1.823,0.4228
456,15,0.005,4,0.913,3,1.4591,0.4539
456,16,0.005,4,1.7427,6,2.5216,0.6248
456,17,0.005,4,1.1202,4,1.6172,0.664
456,18,0.005,4,0.4347,4,1.0848,0.5109
456,19,0.005,4,0.5779,4,1.4505,0.2884
456,20,0.005,4,1.0699,4,1.6855,0.5454
456,21,0.005,4,1.0094,3,1.4355,0.5739
456,22,0.005,4,1.3438,3,1.585,0.7588
456,23,0.005,4,1.1375,5,1.875,0.555
456,24,0.005,4,1.5316,4,1.9219,0.7707
456,25,0.005,4,0.7197,5,1.4393,0.5729
789,1,0.005,4,0.3008,5,1.5933,
789,2,0.005,4,0.4407,6,1.7075,0.1369
789,3,0.005,4,0.6334,6,1.7962,0.2409
789,4,0.005,4,1.1447,5,2.0455,0.3917
789,5,0.005,4,1.1523,5,1.9485,0.4963
789,6,0.005,4,1.0221,5,2.0892,0.2254
789,7,0.005,4,0.9955,3,1.4355,0.56
789,8,0.005,4,0.6807,2,0.8631,0.6101
789,9,0.005,4,1.4753,5,2.2099,0.5579
789,10,0.005,4,1.2232,6,2.2544,0.3725
789,11,0.005,4,0.6518,3,1.1433,0.5085
789,12,0.005,4,1.6102,5,2.1736,0.7291
789,13,0.005,4,0.8577,5,1.7274,0.4228
789,14,0.005,4,1.0322,5,1.7755,0.5492
789,15,0.005,4,0.0609,2,0.4138,0.4396
789,16,0.005,4,0.3584,6,1.4154,0.3467
789,17,0.005,4,0.3672,4,1.2679,0.2603
789,18,0.005,4,1.0712,6,1.9585,0.5164
789,19,0.005,4,0.3829,3,0.9219,0.461
789,20,0.005,4,1.396,4,1.9656,0.5914
789,21,0.005,4,0.3873,2,0.4855,0.6943
789,22,0.005,4,1.1883,3,1.5567,0.6316
789,23,0.005,4,1.8196,6,2.4138,0.8095
789,24,0.005,4,0.9451,3,1.1568,0.7883
789,25,0.005,4,0.9464,4,1.6894,0.418
999,1,0.005,4,-0.2134,5,1.0791,
999,2,0.005,4,0.3148,6,1.4789,0.2396
999,3,0.005,4,0.5393,5,1.6388,0.193
999,4,0.005,4,0.2752,4,1.0219,0.4143
999,5,0.005,4,0.5583,5,1.4966,0.3542
999,6,0.005,4,0.5757,3,1.2871,0.2886
999,7,0.005,4,0.7354,4,1.6106,0.2858
999,8,0.005,4,0.9406,5,1.7291,0.504
999,9,0.005,4,0.6844,4,1.5003,0.3451
999,10,0.005,4,0.9375,5,1.9212,0.3088
999,11,0.005,4,0.8176,3,1.2516,0.566
999,12,0.005,4,1.4518,5,2.2569,0.4874
999,13,0.005,4,0.852,4,1.6153,0.3977
999,14,0.005,4,0.4778,5,1.4966,0.2737
999,15,0.005,4,0.4907,2,0.7642,0.519
999,16,0.005,4,1.8857,6,2.5033,0.7861
999,17,0.005,4,0.97,4,1.4911,0.6399
999,18,0.005,4,0.6823,6,1.8098,0.2762
999,19,0.005,4,0.4209,3,1.0409,0.38
999,20,0.005,4,0.6307,5,1.5221,0.4011
999,21,0.005,4,0.7752,5,1.9069,0.1608
999,22,0.005,4,0.8446,4,1.7002,0.3054
999,23,0.005,4,1.0181,3,1.3516,0.6665
999,24,0.005,4,1.3014,6,2.2878,0.4173
999,25,0.005,4,0.9405,4,1.74,0.3615
1337,1,0.005,3,-0.2884,5,1.0041,
1337,2,0.005,4,-0.0272,4,0.8485,0.2853
1337,3,0.005,4,0.7411,5,1.6537,0.3799
1337,4,0.005,4,0.8515,6,2.0563,0.1989
1337,5,0.005,4,0.4679,3,1.0409,0.427
1337,6,0.005,4,0.6557,4,1.5488,0.2679
1337,7,0.005,4,0.2632,2,0.684,0.3717
1337,8,0.005,3,0.0582,2,0.7919,0.0588
1337,9,0.005,4,1.0724,5,1.7635,0.6014
1337,10,0.005,4,1.0147,6,2.0388,0.3796
1337,11,0.005,4,0.8366,6,1.9985,0.2418
1337,12,0.005,4,0.8464,4,1.5216,0.4858
1337,13,0.005,4,0.985,5,1.7004,0.5771
1337,14,0.005,4,0.7976,5,1.7383,0.3518
1337,15,0.005,4,0.653,5,1.6282,0.3173
1337,16,0.005,4,1.1219,4,1.75,0.5329
1337,17,0.005,4,0.5441,4,1.352,0.3531
1337,18,0.005,4,1.1169,5,1.9212,0.4882
1337,19,0.005,4,0.9535,5,1.9455,0.3005
1337,20,0.005,4,0.5419,2,0.7219,0.6125
1337,21,0.005,4,1.2015,4,1.75,0.6125
1337,22,0.005,4,1.024,4,1.7925,0.3925
1337,23,0.005,4,1.2063,6,2.2246,0.3854
1337,24,0.005,4,0.8395,4,1.5488,0.4517
1337,25,0.005,4,0.8772,5,1.7446,0.4251
2024,1,0.005,4,-0.0727,6,1.331,
2024,2,0.005,4,0.259,6,1.5687,0.094
2024,3,0.005,4,0.8209,5,1.8117,0.3017
2024,4,0.005,4,0.8922,6,2.0402,0.2557
2024,5,0.005,4,0.3473,2,0.65,0.4898
2024,6,0.005,4,0.3212,3,1.087,0.2342
2024,7,0.005,4,0.9446,5,1.7332,0.5039
2024,8,0.005,4,0.5557,3,1.0215,0.5342
2024,9,0.005,4,0.86,3,1.5305,0.3295
2024,10,0.005,4,1.3253,4,1.9251,0.5612
2024,11,0.005,4,0.1075,3,0.6144,0.4931
2024,12,0.005,4,0.6606,5,1.6266,0.3265
2024,13,0.005,3,0.1978,3,0.9864,0.2114
2024,14,0.005,4,0.3785,3,0.9133,0.4652
2024,15,0.005,4,1.8865,6,2.5074,0.7828
2024,16,0.005,4,1.3275,5,2.1887,0.4313
2024,17,0.005,3,1.099,4,1.7925,0.4675
2024,18,0.005,3,0.3687,2,0.7219,0.4393
2024,19,0.005,4,0.505,5,1.4345,0.363
2024,20,0.005,4,0.0586,4,0.8181,0.4015
2024,21,0.005,4,0.1899,3,0.8842,0.3057
2024,22,0.005,4,1.2716,5,2.0552,0.5089
2024,23,0.005,4,1.0224,5,1.8676,0.4473
2024,24,0.005,4,1.0877,4,1.6577,0.591
2024,25,0.005,4,0.2648,3,0.9913,0.2735
