seed,window,rate,k_star,J_star,type_count,H,drift
7,6,0.001,4,0.2674,4,1.0374,0.391
7,7,0.001,2,0.1313,3,0.9864,0.1449
7,8,0.001,2,0.272,4,1.2366,0.1964
7,9,0.001,2,0.9374,4,1.7899,0.3085
7,10,0.001,4,0.7472,5,1.4886,0.5511
7,11,0.001,4,0.3137,4,1.1542,0.3205
7,12,0.001,4,0.5349,3,1.0409,0.494
7,13,0.001,4,0.1007,2,0.469,0.4242
7,14,0.001,3,1.6653,5,2.1972,0.7606
7,15,0.001,3,0.3599,1,-0.0,0.8599
7,16,0.001,3,0.6979,5,1.5535,0.4369
7,17,0.001,3,0.2459,3,0.9864,0.2595
7,18,0.001,4,0.5405,3,1.1596,0.3809
7,19,0.001,4,1.2991,4,1.7605,0.6996
7,20,0.001,2,0.7003,3,1.4355,0.2648
7,21,0.001,2,0.4282,2,0.65,0.5707
7,22,0.001,1,0.1335,2,0.5436,0.3824
7,23,0.001,4,1.0553,5,1.7947,0.5531
7,24,0.001,4,0.692,4,1.6258,0.2272
7,25,0.001,3,0.5419,2,0.7219,0.6125
42,1,0.001,0,-0.5,1,-0.0,
42,2,0.001,4,0.1973,5,1.1983,0.2915
42,3,0.001,4,0.0889,5,1.1905,0.1909
42,4,0.001,4,0.7788,6,1.9092,0.2733
42,5,0.001,4,0.0885,4,0.9142,0.3353
42,6,0.001,4,0.5802,6,1.6636,0.3203
42,7,0.001,4,0.562,6,1.8716,0.0941
42,8,0.001,4,0.6597,3,1.2516,0.4081
42,9,0.001,4,0.6108,5,1.5621,0.3412
42,10,0.001,4,0.0717,4,0.8743,0.3584
42,11,0.001,3,1.3477,5,2.1243,0.5159
42,12,0.001,4,1.2095,6,2.3161,0.2971
42,13,0.001,3,0.5002,4,1.1761,0.4851
42,14,0.001,4,0.9663,5,1.9069,0.3519
42,15,0.001,3,0.0342,1,-0.0,0.5342
42,16,0.001,2,1.5439,4,1.9726,0.7323
42,17,0.001,3,0.9191,5,1.6628,0.5488
42,18,0.001,3,0.1731,4,1.1183,0.2158
42,19,0.001,3,-0.0538,4,0.8476,0.2596
42,20,0.001,3,0.0003,2,0.5436,0.2492
42,21,0.001,3,0.18,4,0.952,0.389
42,22,0.001,4,1.338,6,2.2516,0.4901
42,23,0.001,4,0.7866,4,1.3568,0.5908
42,24,0.001,4,-0.0887,1,-0.0,0.4113
42,25,0.001,2,1.015,4,1.6577,0.5183
55,1,0.001,0,-0.5,1,-0.0,
55,2,0.001,4,-0.1791,5,0.9544,0.159
55,3,0.001,3,0.5741,5,1.658,0.2086
55,4,0.001,3,0.012,2,0.4138,0.3907
55,5,0.001,3,0.3934,3,0.9913,0.4021
55,6,0.001,2,-0.1326,2,0.4395,0.2204
55,7,0.001,3,0.6489,4,1.3568,0.4531
55,8,0.001,3,0.2993,2,0.7496,0.3422
55,9,0.001,3,-0.1588,1,-0.0,0.3412
55,10,0.001,0,-0.5,1,-0.0,0.0
55,11,0.001,3,0.5152,5,1.4076,0.4001
55,12,0.001,3,-0.0595,2,0.3912,0.3418
55,13,0.001,3,1.1026,5,1.9069,0.4882
55,14,0.001,3,0.6175,4,1.571,0.2075
55,15,0.001,3,0.4434,4,1.1863,0.4181
55,16,0.001,3,0.8522,4,1.75,0.2632
55,17,0.001,4,1.3464,6,2.3204,0.4297
55,18,0.001,4,0.4869,4,1.154,0.4939
55,19,0.001,4,0.6066,4,1.4838,0.2838
55,20,0.001,3,0.4089,4,1.1918,0.3781
55,21,0.001,2,0.4195,3,1.1568,0.2627
55,22,0.001,4,0.8836,5,1.6341,0.542
55,23,0.001,4,0.6474,3,1.0613,0.5861
55,24,0.001,3,0.3157,2,0.65,0.4582
55,25,0.001,3,-0.0023,2,0.7425,0.0477
123,1,0.001,3,-0.0835,4,1.0775,
123,2,0.001,3,0.6698,4,1.4667,0.3641
123,3,0.001,4,0.7698,4,1.5284,0.4024
123,4,0.001,3,1.0811,5,2.0182,0.3554
123,5,0.001,3,0.1168,3,0.6686,0.4482
123,6,0.001,3,0.6859,4,1.5422,0.3047
123,7,0.001,3,0.4748,3,1.0224,0.4524
123,8,0.001,2,-0.1408,1,-0.0,0.3592
123,9,0.001,2,0.4883,3,1.1033,0.385
123,10,0.001,4,0.4126,3,0.9913,0.4213
123,11,0.001,3,0.4623,3,0.9864,0.4759
123,12,0.001,3,0.4783,2,0.9403,0.3305
123,13,0.001,3,0.0082,2,0.3228,0.4779
123,14,0.001,4,0.7914,5,1.6879,0.396
123,15,0.001,4,0.4865,2,0.7219,0.5571
123,16,0.001,4,-0.1713,1,-0.0,0.3287
123,17,0.001,3,0.6299,2,0.9544,0.468
123,18,0.001,3,-0.0422,2,0.469,0.2813
123,19,0.001,3,0.614,3,1.1568,0.4572
123,20,0.001,3,0.6888,2,0.9183,0.563
123,21,0.001,3,-0.0631,1,-0.0,0.4369
123,22,0.001,3,0.1581,5,1.1219,0.3287
123,23,0.001,4,0.7989,4,1.571,0.3889
123,24,0.001,4,1.3765,5,2.086,0.583
123,25,0.001,3,0.0847,2,0.3534,0.5238
314,1,0.001,3,0.3063,5,1.5988,
314,2,0.001,4,0.0908,5,1.0498,0.3335
314,3,0.001,3,0.1122,5,1.1609,0.2438
314,4,0.001,4,-0.173,3,0.5907,0.2363
314,5,0.001,4,1.431,5,2.1493,0.5742
314,6,0.001,4,1.0441,3,1.371,0.6731
314,7,0.001,3,0.2813,2,0.5436,0.5302
314,8,0.001,3,1.2821,4,1.9219,0.5212
314,9,0.001,3,0.6962,2,0.994,0.4947
314,10,0.001,4,0.3886,2,0.6098,0.5713
314,11,0.001,4,0.2147,3,0.8167,0.398
314,12,0.001,3,0.2839,3,0.9464,0.3375
314,13,0.001,3,1.0217,3,1.4355,0.5862
314,14,0.001,2,0.0183,1,-0.0,0.5183
314,15,0.001,4,0.7358,5,1.5789,0.4494
314,16,0.001,4,-0.0411,2,0.3712,0.3802
314,17,0.001,4,-0.3085,1,-0.0,0.1915
314,18,0.001,4,0.8779,3,1.3831,0.4948
314,19,0.001,4,0.1507,4,1.0219,0.2898
314,20,0.001,4,1.6578,4,1.8676,0.9512
314,21,0.001,4,1.0472,3,1.1488,0.8984
314,22,0.001,4,0.1019,2,0.6194,0.275
314,23,0.001,3,1.2557,4,1.7899,0.6268
314,24,0.001,2,0.7645,3,1.3788,0.3857
314,25,0.001,2,0.0069,1,-0.0,0.5069
456,1,0.001,3,-0.2589,5,1.0336,
456,2,0.001,0,-0.5,1,-0.0,0.0
456,3,0.001,3,0.416,5,1.4473,0.2612
456,4,0.001,3,0.7761,5,1.8811,0.1875
456,5,0.001,4,0.4392,4,1.1451,0.4551
456,6,0.001,4,0.6694,5,1.6166,0.3453
456,7,0.001,4,1.2065,5,2.0759,0.4231
456,8,0.001,3,0.6303,3,1.0958,0.5345
456,9,0.001,3,0.5497,4,1.4047,0.306
456,10,0.001,3,-0.0503,2,0.4138,0.3284
456,11,0.001,4,0.2167,3,0.9913,0.2254
456,12,0.001,4,0.0295,3,0.7345,0.295
456,13,0.001,3,1.304,5,2.1085,0.488
456,14,0.001,3,1.3288,4,1.8231,0.6667
456,15,0.001,3,0.637,4,0.9,0.898
456,16,0.001,3,1.1398,3,1.585,0.5548
456,17,0.001,4,1.3851,3,1.5305,0.8546
456,18,0.001,4,0.564,3,0.9464,0.6176
456,19,0.001,3,1.1493,5,2.0524,0.3894
456,20,0.001,3,0.2286,2,0.5226,0.4985
456,21,0.001,3,0.9479,4,1.574,0.5349
456,22,0.001,3,0.8164,4,1.685,0.2924
456,23,0.001,3,0.0183,1,-0.0,0.5183
456,24,0.001,3,1.015,4,1.6577,0.5183
456,25,0.001,3,0.6439,4,1.4466,0.3583
789,1,0.001,2,-0.4585,4,0.7025,
789,2,0.001,3,-0.0791,5,1.0115,0.2019
789,3,0.001,4,0.1779,5,1.2133,0.2571
789,4,0.001,4,0.9549,4,1.6143,0.5016
789,5,0.001,4,0.5908,4,1.3605,0.3913
789,6,0.001,3,-0.0846,4,0.9274,0.149
789,7,0.001,3,0.259,2,0.7871,0.2644
789,8,0.001,3,0.9851,5,1.8688,0.4088
789,9,0.001,3,0.2642,2,0.5917,0.465
789,10,0.001,3,0.7344,5,1.6137,0.4132
789,11,0.001,3,0.3135,2,0.684,0.422
789,12,0.001,3,0.3515,4,1.2433,0.2692
789,13,0.001,3,-0.1483,2,0.3228,0.3214
789,14,0.001,3,1.2468,4,1.75,0.6578
789,15,0.001,3,1.1959,5,2.0899,0.3985
789,16,0.001,3,0.2355,2,0.5033,0.5247
789,17,0.001,3,0.2756,2,0.684,0.3841
789,18,0.001,4,1.5932,6,2.4219,0.575
789,19,0.001,3,0.53,2,0.7496,0.5729
789,20,0.001,3,0.9856,4,1.7527,0.3939
789,21,0.001,3,1.1383,4,1.7806,0.5187
789,22,0.001,4,0.977,5,1.7807,0.4888
789,23,0.001,4,1.0423,4,1.7885,0.4148
789,24,0.001,4,1.3184,5,1.9717,0.6392
789,25,0.001,4,0.621,5,1.4345,0.479
999,1,0.001,3,-0.4454,4,0.7156,
999,2,0.001,3,0.6527,5,1.6145,0.3307
999,3,0.001,3,0.1635,3,0.8842,0.2793
999,4,0.001,3,0.6393,4,1.3716,0.4287
999,5,0.001,4,0.6275,5,1.6806,0.2394
999,6,0.001,4,0.3735,4,1.352,0.1825
999,7,0.001,3,-0.0473,2,0.4395,0.3057
999,8,0.001,3,0.6099,3,1.1568,0.4531
999,9,0.001,4,1.4972,5,2.1451,0.6446
999,10,0.001,3,0.7295,4,1.4885,0.402
999,11,0.001,3,0.1617,2,0.65,0.3042
999,12,0.001,3,1.3672,4,1.8955,0.6327
999,13,0.001,3,0.5998,5,1.4801,0.4122
999,14,0.001,3,0.1283,3,0.8659,0.2624
999,15,0.001,3,0.2926,4,1.2415,0.2121
999,16,0.001,4,0.778,5,1.801,0.2695
999,17,0.001,4,0.0975,4,0.9568,0.3017
999,18,0.001,3,-0.1878,1,-0.0,0.3122
999,19,0.001,3,0.4707,2,0.8631,0.4001
999,20,0.001,3,1.3209,4,1.9502,0.5317
999,21,0.001,4,1.2044,3,1.585,0.6194
999,22,0.001,3,0.6399,2,0.7219,0.7105
999,23,0.001,3,-0.1713,1,-0.0,0.3287
999,24,0.001,4,1.8404,6,2.4138,0.8303
999,25,0.001,3,0.5317,2,0.5436,0.7806
1337,1,0.001,3,-0.4689,5,0.8236,
1337,2,0.001,3,0.9983,4,1.7623,0.397
1337,3,0.001,4,0.4227,4,1.0219,0.5618
1337,4,0.001,4,0.6927,4,1.4466,0.4071
1337,5,0.001,4,0.6479,5,1.5158,0.4246
1337,6,0.001,3,0.658,4,1.4372,0.3818
1337,7,0.001,4,0.2745,3,0.7732,0.5013
1337,9,0.001,2,-0.3002,3,0.6998,
1337,10,0.001,3,0.3929,4,1.316,0.2379
1337,11,0.001,3,-0.0999,1,-0.0,0.4001
1337,12,0.001,2,0.1416,3,0.8343,0.3073
1337,13,0.001,3,0.3148,2,0.684,0.4233
1337,14,0.001,3,0.6116,3,1.1255,0.4861
1337,15,0.001,3,1.1438,4,1.7465,0.5583
1337,16,0.001,4,0.7513,3,1.1033,0.648
1337,17,0.001,2,-0.115,1,-0.0,0.385
1337,18,0.001,3,1.0104,4,1.6645,0.5069
1337,19,0.001,4,0.8675,3,1.371,0.4965
1337,20,0.001,4,0.1904,3,0.7732,0.4172
1337,21,0.001,4,0.1566,3,0.8659,0.2907
1337,22,0.001,4,0.3231,3,1.1982,0.1249
1337,23,0.001,4,0.9678,3,1.371,0.5968
1337,24,0.001,2,-0.0137,1,-0.0,0.4863
1337,25,0.001,4,1.6513,6,2.3774,0.6776
2024,1,0.001,0,-0.5,1,-0.0,
2024,2,0.001,4,0.6148,5,1.6199,0.2874
2024,3,0.001,4,0.0857,4,0.8262,0.4205
2024,4,0.001,4,0.3395,4,1.1863,0.3142
2024,5,0.001,4,0.3718,3,1.0763,0.2955
2024,6,0.001,4,0.0157,2,0.6098,0.1984
2024,7,0.001,3,1.3736,4,1.7842,0.7504
2024,8,0.001,4,0.9133,3,1.1488,0.7645
2024,9,0.001,4,1.2071,5,1.8811,0.6185
2024,10,0.001,3,0.8206,2,0.9612,0.6519
2024,11,0.001,3,0.8971,4,1.6697,0.3884
2024,12,0.001,4,1.1131,5,1.9247,0.4809
2024,13,0.001,4,0.602,4,1.3245,0.4385
2024,14,0.001,3,-0.079,1,-0.0,0.421
2024,15,0.001,4,0.9892,6,1.8981,0.4948
2024,16,0.001,4,1.115,5,2.0842,0.3233
2024,17,0.001,3,0.6968,3,1.2988,0.398
2024,18,0.001,2,-0.032,1,-0.0,0.468
2024,19,0.001,3,-0.022,2,0.5226,0.2479
2024,20,0.001,3,-0.4011,2,0.2864,0.105
2024,21,0.001,3,0.1923,2,0.7642,0.2206
2024,22,0.001,3,0.4513,4,1.2776,0.3347
2024,23,0.001,4,0.858,4,1.6577,0.3613
2024,24,0.001,4,0.6964,6,1.7695,0.3306
2024,25,0.001,4,1.2991,4,1.8911,0.569
7,1,0.002,0,-0.5,1,-0.0,
7,2,0.002,4,-0.1183,3,0.7273,0.1544
7,3,0.002,4,0.9214,5,1.8154,0.3985
7,4,0.002,4,0.0457,2,0.4138,0.4244
7,5,0.002,3,0.2973,2,0.8631,0.2267
7,6,0.002,4,0.4579,3,1.2407,0.2172
7,7,0.002,4,1.6123,6,2.4729,0.5431
7,8,0.002,4,0.4694,4,1.0892,0.5412
7,9,0.002,4,0.5661,4,1.4183,0.3088
7,10,0.002,4,0.3785,4,1.1863,0.3532
7,11,0.002,3,1.253,5,2.1021,0.4434
7,12,0.002,4,1.0586,5,1.8824,0.4687
7,13,0.002,4,1.2921,5,2.0049,0.5797
7,14,0.002,4,1.1456,6,2.1261,0.4232
7,15,0.002,4,0.5777,4,1.4256,0.3131
7,16,0.002,3,0.0258,2,0.3534,0.4649
7,17,0.002,3,0.3225,2,0.8631,0.2519
7,18,0.002,3,1.2418,4,1.7652,0.6376
7,19,0.002,4,0.8179,5,1.6254,0.485
7,20,0.002,4,-0.0277,1,-0.0,0.4723
7,21,0.002,3,-0.0957,2,0.469,0.2278
7,22,0.002,4,0.3194,2,0.7219,0.39
7,23,0.002,4,0.9281,3,1.371,0.5571
7,24,0.002,2,-0.0137,1,-0.0,0.4863
7,25,0.002,2,0.1781,3,0.8659,0.3122
42,1,0.002,4,-0.2571,3,0.7429,
42,2,0.002,3,0.1388,5,1.1382,0.2931
42,3,0.002,4,0.9136,5,1.8616,0.3445
42,4,0.002,4,1.1061,3,1.5,0.6061
42,5,0.002,4,0.3416,3,0.8659,0.4757
42,6,0.002,3,0.9485,5,1.7855,0.4555
42,7,0.002,3,0.1736,2,0.5665,0.3996
42,8,0.002,4,0.4601,2,0.8113,0.4413
42,9,0.002,4,0.4872,2,0.7871,0.4926
42,10,0.002,3,0.5396,5,1.4082,0.4239
42,11,0.002,4,0.9359,5,1.9212,0.3072
42,12,0.002,4,1.1818,5,2.0588,0.4155
42,13,0.002,4,1.4054,6,2.4528,0.3563
42,14,0.002,4,1.1992,4,1.8339,0.5263
42,15,0.002,3,1.0555,4,1.9242,0.2923
42,16,0.002,3,0.736,4,1.2917,0.6053
42,17,0.002,3,0.48,3,1.0613,0.4187
42,18,0.002,4,0.4007,4,1.2776,0.2841
42,19,0.002,2,0.5509,4,1.571,0.1409
42,20,0.002,4,0.7184,5,1.6267,0.3842
42,21,0.002,4,0.4945,4,1.4517,0.2038
42,22,0.002,4,0.2694,4,1.0892,0.3412
42,23,0.002,4,1.2094,5,2.0131,0.4888
42,24,0.002,4,1.1923,5,1.961,0.5238
42,25,0.002,4,1.355,5,2.1181,0.5294
55,1,0.002,0,-0.5,1,-0.0,
55,2,0.002,4,-0.1791,5,0.9544,0.159
55,3,0.002,4,0.6923,6,1.8464,0.2496
55,4,0.002,3,0.6218,2,0.9799,0.4344
55,5,0.002,3,-0.0661,2,0.3712,0.3552
55,6,0.002,3,0.6477,3,1.1982,0.4495
55,7,0.002,4,1.4463,5,2.2464,0.4924
55,8,0.002,3,0.281,1,-0.0,0.781
55,9,0.002,4,1.5403,6,2.2921,0.6519
55,10,0.002,3,0.2569,3,0.7742,0.4827
55,11,0.002,3,0.0985,2,0.7025,0.1885
55,12,0.002,4,0.7092,5,1.4966,0.5051
55,13,0.002,4,0.4074,2,0.6962,0.5037
55,14,0.002,4,1.687,5,2.189,0.7905
55,15,0.002,4,1.3641,5,2.2566,0.4
55,16,0.002,4,1.1653,6,2.1379,0.4311
55,17,0.002,4,1.3197,5,2.217,0.3952
55,18,0.002,4,0.6626,3,0.9219,0.7407
55,19,0.002,3,0.8056,5,1.7804,0.3177
55,20,0.002,4,1.1907,6,2.2892,0.3052
55,21,0.002,3,0.3914,3,0.953,0.4384
55,22,0.002,4,1.3939,6,2.2999,0.4977
55,23,0.002,4,0.7218,4,1.5511,0.3317
55,24,0.002,4,0.964,5,1.7947,0.4618
55,25,0.002,3,0.2386,4,1.1451,0.2545
123,1,0.002,3,-0.0835,4,1.0775,
123,2,0.002,4,0.8144,5,1.7066,0.4003
123,3,0.002,4,0.6725,5,1.609,0.356
123,4,0.002,3,-0.0544,1,-0.0,0.4456
123,5,0.002,2,0.1147,3,0.8167,0.298
123,6,0.002,3,0.1335,2,0.5436,0.3824
123,7,0.002,3,0.8332,4,1.6184,0.3758
123,8,0.002,3,-0.058,2,0.3228,0.4117
123,9,0.002,3,0.4281,4,1.1863,0.4028
123,10,0.002,4,0.6775,5,1.6636,0.3064
123,11,0.002,3,1.1749,4,1.9808,0.3551
123,12,0.002,3,0.2232,1,-0.0,0.7232
123,13,0.002,4,1.39,4,1.9219,0.6291
123,14,0.002,4,1.3245,5,2.067,0.55
123,15,0.002,3,0.7401,4,1.4238,0.4773
123,16,0.002,4,1.0438,5,1.9698,0.3665
123,17,0.002,4,0.7794,6,1.824,0.3591
123,18,0.002,4,0.1455,4,0.9934,0.3131
123,19,0.002,3,0.0532,3,0.8659,0.1873
123,20,0.002,2,-0.1878,1,-0.0,0.3122
123,21,0.002,2,0.9879,3,1.4573,0.5306
123,22,0.002,2,1.0022,4,1.8656,0.2976
123,23,0.002,4,0.6685,3,1.1401,0.5284
123,24,0.002,4,0.7197,4,1.3275,0.5532
123,25,0.002,4,0.5283,4,1.2901,0.3992
314,1,0.002,3,0.0598,4,1.2208,
314,2,0.002,4,-0.1297,5,0.9866,0.1762
314,3,0.002,4,-0.0949,3,0.6686,0.2365
314,4,0.002,4,-0.2441,1,-0.0,0.2559
314,5,0.002,4,0.8857,3,1.3788,0.5069
314,6,0.002,4,0.8301,4,1.5016,0.4895
314,7,0.002,4,0.5428,3,1.0958,0.447
314,8,0.002,4,0.5767,4,1.2917,0.446
314,9,0.002,3,-0.0999,1,-0.0,0.4001
314,10,0.002,0,-0.5,1,-0.0,0.0
314,11,0.002,3,0.7867,4,1.4961,0.4516
314,12,0.002,3,0.2368,4,1.0848,0.313
314,13,0.002,4,0.7622,4,1.4003,0.5229
314,14,0.002,4,-0.0765,1,-0.0,0.4235
314,15,0.002,4,1.6991,5,1.9916,1.0
314,16,0.002,4,0.9324,3,0.978,0.9544
314,17,0.002,4,0.7221,5,1.6266,0.388
314,18,0.002,4,0.6458,4,1.3753,0.4315
314,19,0.002,4,1.2689,5,2.0049,0.5565
314,20,0.002,4,0.1554,1,-0.0,0.6554
314,21,0.002,4,0.495,3,1.0949,0.4001
314,22,0.002,4,0.4927,4,1.2332,0.4205
314,23,0.002,3,0.1171,3,0.8167,0.3004
314,24,0.002,2,1.096,4,1.8586,0.3984
314,25,0.002,2,0.8602,3,1.5305,0.3297
456,1,0.002,3,-0.2589,5,1.0336,
456,2,0.002,0,-0.5,1,-0.0,0.0
456,3,0.002,3,0.416,5,1.4473,0.2612
456,4,0.002,4,1.1248,6,2.1997,0.3288
456,5,0.002,4,0.7535,4,1.5488,0.3657
456,6,0.002,4,1.4099,5,2.1837,0.5187
456,7,0.002,4,1.2328,4,1.9015,0.4923
456,8,0.002,4,0.6974,4,1.4183,0.4401
456,9,0.002,4,0.8276,4,1.4885,0.5001
456,10,0.002,3,0.8429,4,1.583,0.4209
456,11,0.002,2,0.4449,4,1.3716,0.2343
456,12,0.002,4,1.6328,6,2.4888,0.5477
456,13,0.002,3,0.3329,2,0.469,0.6564
456,14,0.002,3,1.0755,4,1.7806,0.4559
456,15,0.002,4,0.799,6,1.8981,0.3046
456,16,0.002,3,-0.0052,1,-0.0,0.4948
456,17,0.002,3,1.481,5,2.1181,0.6554
456,18,0.002,4,1.1774,6,2.0139,0.5672
456,19,0.002,4,0.287,3,0.8684,0.4186
456,20,0.002,4,1.3497,4,1.8911,0.6196
456,21,0.002,4,1.3382,6,2.3219,0.42
456,22,0.002,4,1.2253,5,2.2578,0.26
456,23,0.002,4,1.2564,6,2.1577,0.5024
456,24,0.002,4,1.0756,3,1.4488,0.6268
456,25,0.002,4,0.1087,1,-0.0,0.6087
789,1,0.002,2,-0.0823,4,1.0787,
789,2,0.002,3,0.3327,5,1.4536,0.1716
789,3,0.002,4,0.542,4,1.4613,0.2417
789,4,0.002,2,-0.023,3,0.6144,0.3626
789,5,0.002,2,-0.3511,3,0.6402,0.0087
789,6,0.002,4,0.4461,3,1.0224,0.4237
789,7,0.002,4,0.6751,3,1.1568,0.5183
789,8,0.002,4,0.5407,3,1.0224,0.5183
789,9,0.002,4,1.5188,6,2.3276,0.5949
789,10,0.002,4,1.0317,5,1.8129,0.5113
789,11,0.002,4,0.6429,4,1.2087,0.5952
789,12,0.002,4,1.2001,5,1.9878,0.5048
789,13,0.002,3,0.0841,2,0.3373,0.5393
789,14,0.002,4,0.0737,3,0.8684,0.2053
789,15,0.002,4,0.2685,3,1.1568,0.1117
789,16,0.002,4,0.7944,4,1.3979,0.5575
789,17,0.002,4,0.2515,5,1.3364,0.2076
789,18,0.002,4,0.9259,6,2.0059,0.3237
789,19,0.002,4,0.7097,5,1.6806,0.3216
789,20,0.002,3,0.7179,5,1.7916,0.2188
789,21,0.002,4,0.059,5,0.9886,0.3629
789,22,0.002,4,0.2169,4,1.0975,0.2804
789,23,0.002,4,0.6864,4,1.5452,0.3022
789,24,0.002,4,0.7699,4,1.5016,0.4293
789,25,0.002,4,0.6689,5,1.5142,0.4472
999,1,0.002,3,-0.4454,4,0.7156,
999,2,0.002,3,0.4576,5,1.4827,0.2674
999,3,0.002,4,0.4846,4,1.421,0.2246
999,4,0.002,3,0.0247,4,0.8795,0.3062
999,5,0.002,4,0.454,3,1.0958,0.3582
999,6,0.002,4,0.3301,4,1.0975,0.3936
999,7,0.002,3,-0.1519,1,-0.0,0.3481
999,8,0.002,3,0.007,2,0.5436,0.2559
999,9,0.002,3,1.1216,4,1.8248,0.4578
999,10,0.002,3,0.1602,2,0.4855,0.4672
999,11,0.002,3,1.0127,5,1.8566,0.4486
999,12,0.002,4,0.4616,3,0.9913,0.4703
999,13,0.002,4,1.2251,5,1.8962,0.6214
999,14,0.002,4,0.8939,5,1.7947,0.3917
999,15,0.002,4,0.5559,3,1.1221,0.4338
999,16,0.002,3,0.319,5,1.3372,0.2743
999,17,0.002,4,0.3475,4,1.0975,0.411
999,18,0.002,4,1.2026,5,1.9591,0.536
999,19,0.002,3,0.2236,3,0.8167,0.4069
999,20,0.002,4,0.9403,3,1.3788,0.5615
999,21,0.002,4,0.0069,1,-0.0,0.5069
999,22,0.002,2,0.3345,3,0.9864,0.3481
999,23,0.002,2,-0.1519,1,-0.0,0.3481
999,24,0.002,0,-0.5,1,-0.0,0.0
999,25,0.002,4,0.7818,3,1.2955,0.4863
1337,1,0.002,3,-0.4689,5,0.8236,
1337,2,0.002,3,0.904,4,1.7126,0.3524
1337,3,0.002,4,0.1653,4,0.9493,0.377
1337,4,0.002,4,0.4023,5,1.3685,0.3263
1337,5,0.002,4,-0.1102,1,-0.0,0.3898
1337,6,0.002,3,-0.2543,2,0.3534,0.1848
1337,7,0.002,3,0.9266,5,1.7947,0.4244
1337,8,0.002,4,1.1641,4,1.7842,0.5409
1337,9,0.002,4,1.1033,4,1.5546,0.7097
1337,10,0.002,4,0.7699,4,1.51,0.4209
1337,11,0.002,4,0.5022,2,0.7219,0.5728
1337,12,0.002,4,0.1977,3,0.7742,0.4235
1337,13,0.002,3,1.2926,4,1.8774,0.5762
1337,14,0.002,4,0.5272,4,1.0975,0.5907
1337,15,0.002,4,-0.2436,5,0.8547,0.1942
1337,16,0.002,4,0.3531,4,1.2075,0.3066
1337,17,0.002,4,1.1882,4,1.8631,0.4861
1337,18,0.002,4,0.1601,1,-0.0,0.6601
1337,19,0.002,4,0.9081,6,1.8336,0.4782
1337,20,0.002,4,0.9264,3,1.3788,0.5476
1337,21,0.002,4,1.5445,5,2.2296,0.6074
1337,22,0.002,3,0.2251,3,0.6144,0.6107
1337,23,0.002,3,1.4945,4,1.7819,0.8736
1337,24,0.002,3,0.8961,5,1.4015,0.7871
1337,25,0.002,4,0.8442,4,1.5016,0.5036
2024,1,0.002,0,-0.5,1,-0.0,
2024,2,0.002,4,0.6148,5,1.6199,0.2874
2024,3,0.002,4,0.1527,5,1.0108,0.4344
2024,4,0.002,4,0.1739,4,0.9568,0.3781
2024,5,0.002,3,0.0134,3,0.6784,0.335
2024,6,0.002,2,0.6045,3,1.3472,0.2573
2024,7,0.002,4,0.6344,6,1.6636,0.3745
2024,8,0.002,4,0.0414,3,0.6144,0.427
2024,9,0.002,4,1.1218,4,1.761,0.5218
2024,10,0.002,3,0.6454,4,1.5216,0.2848
2024,11,0.002,3,0.6803,4,1.5657,0.2756
2024,12,0.002,4,1.3917,5,2.1997,0.4845
2024,13,0.002,3,0.7144,3,1.2516,0.4628
2024,14,0.002,4,1.1078,5,1.7843,0.616
2024,15,0.002,4,0.053,2,0.4395,0.406
2024,16,0.002,3,-0.2832,1,-0.0,0.2168
2024,17,0.002,2,0.7668,3,1.2988,0.468
2024,18,0.002,4,1.3439,6,2.3131,0.4345
2024,19,0.002,4,0.9391,5,1.8962,0.3354
2024,20,0.002,4,0.43,3,1.1216,0.3084
2024,21,0.002,4,0.0256,4,0.7654,0.4212
2024,22,0.002,4,1.1553,4,1.7925,0.5238
2024,23,0.002,4,0.7928,3,1.1942,0.5986
2024,24,0.002,3,0.6025,3,1.1033,0.4992
2024,25,0.002,4,1.1174,3,1.4855,0.6319
7,1,0.005,4,-0.479,5,0.8135,
7,2,0.005,3,0.2599,5,1.2909,0.2615
7,3,0.005,4,-0.1003,4,0.8785,0.1822
7,4,0.005,4,0.4494,3,1.1401,0.3093
7,5,0.005,4,0.958,5,1.7843,0.4662
7,6,0.005,4,0.5466,4,1.2075,0.5001
7,7,0.005,4,0.3952,4,1.1401,0.4161
7,8,0.005,4,0.9097,4,1.6226,0.4481
7,9,0.005,4,0.694,6,1.678,0.4197
7,10,0.005,4,0.73,3,1.2997,0.4303
7,11,0.005,4,1.3101,6,2.1465,0.5673
7,12,0.005,4,1.0755,5,1.961,0.407
7,13,0.005,4,0.5019,4,1.1451,0.5178
7,14,0.005,3,0.4988,4,1.3568,0.303
7,15,0.005,4,1.6251,6,2.4591,0.5697
7,16,0.005,4,1.172,6,2.4048,0.1709
7,17,0.005,4,1.2383,5,2.0579,0.4729
7,18,0.005,4,1.3645,5,1.9247,0.7323
7,19,0.005,4,1.081,5,1.88,0.4935
7,20,0.005,4,0.0183,1,-0.0,0.5183
7,21,0.005,3,1.0104,4,1.6645,0.5069
7,22,0.005,4,0.7452,2,0.9183,0.6194
7,23,0.005,4,1.2704,4,1.7527,0.6787
7,24,0.005,4,1.0692,4,1.8676,0.3626
7,25,0.005,3,0.1524,2,0.3373,0.6076
42,1,0.005,4,-0.29,6,1.1137,
