seed,cycle_id,cycle_type,step_start,step_end,node_id
314,230,C→Dust→A→C,4117,4221,3
314,231,C→Dust→A→C,159,1409,196
314,232,C→Dust→A→C,1409,4447,196
314,233,C→Dust→A→C,141,1318,68
314,234,C→Dust→A→C,1318,1601,68
314,235,C→Dust→A→C,1601,2785,68
314,236,C→Dust→A→C,2785,3803,68
314,237,C→Dust→B→C,196,4092,107
314,238,C→Dust→A→C,4092,4970,107
314,239,C→Dust→B→C,171,3624,0
314,240,C→Dust→A→C,3624,4870,0
314,241,C→Dust→B→C,222,4609,75
314,242,C→Dust→A→C,382,1603,24
314,243,C→Dust→B→C,1603,1938,24
314,244,C→Dust→B→C,1938,3908,24
314,245,C→Dust→A→C,3908,4520,24
314,246,C→Dust→B→C,291,1457,43
314,247,C→Dust→A→C,1457,2190,43
314,248,C→Dust→B→C,149,2865,40
314,249,C→Dust→A→C,2865,3827,40
314,250,C→Dust→B→C,3827,4476,40
314,251,C→Dust→B→C,4476,4870,40
314,252,C→Dust→A→C,4870,5292,40
314,253,C→Dust→A→C,171,2865,151
314,254,C→Dust→A→C,2865,4238,151
314,255,C→Dust→A→C,198,3281,167
314,256,C→Dust→A→C,3281,4230,167
314,257,C→Dust→A→C,4230,4441,167
314,258,C→Dust→A→C,2351,2678,186
314,259,C→Dust→A→C,2678,3457,186
314,260,C→Dust→B→C,3457,4712,186
