window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6105,9,5,0,1.9976,0,18.6,0,0,6.58,1.0,6105.0,611,1.0,385,592,207,2120,0.000923,0.0067,407.062,0,0.0,0.0057,0.0011,1,0,0,0,0.028336,0.015625,63,0.4486,0.0283,0.2535,0.003
2,5000,3696,0,0,1,1.9976,0,23.4,448,3216,5.22,0.8251,4523.0,480,1.0,368,22,39,2167,0.001039,0.0073,378.6561,1,1.0,0.0067,0.0012,0,0,0,0,0.036925,0.015625,63,0.5768,0.0653,0.2598,0.003094
3,5000,3384,1,5,0,1.9976,0,17.0,262,3140,4.87,0.8603,3968.5,244,1.0,293,3,78,2085,0.001065,0.0114,248.2197,2,1.9,0.0077,0.0014,1,0,0,0,0.037338,0.015625,63,0.5815,0.1026,0.2591,0.003188
4,5000,3134,1,3,0,1.9976,0,21.7,66,3100,4.52,0.8687,3649.1,34,1.0,266,3,30,1797,0.001227,0.0123,50.6706,3,2.9,0.0109,0.0021,0,0,0,0,0.043776,0.015625,63,0.6431,0.1354,0.2614,0.003281
5,5000,3185,5,5,0,1.9975,0,24.2,7,3165,4.58,0.9115,3494.4,20,1.0,235,6,37,1727,0.001397,0.0279,31.0078,4,3.8,0.0161,0.003,2,0,0,0,0.060117,0.015625,62,0.7401,0.1648,0.2617,0.003373
6,5000,3171,0,0,1,1.998,2,18.7,4,3167,4.54,0.9321,3402.0,4,1.0,209,4,30,1633,0.001428,0.0192,5.042,5,4.8,0.0144,0.003,0,0,0,0,0.0464,0.015625,61,0.6633,0.1904,0.2657,0.003464
7,5000,2990,0,0,3,1.996,1,16.6,0,2990,4.34,0.9063,3299.0,0,1.0,189,0,20,1530,0.001376,0.0185,0.0,6,5.8,0.0139,0.0031,0,0,0,0,0.041152,0.015625,60,0.6203,0.2295,0.271,0.003552
8,5000,3039,1,5,0,1.9962,1,16.9,0,3034,4.39,0.9376,3241.2,5,1.0,170,1,20,1447,0.001483,0.019,11.0619,7,6.7,0.0123,0.0033,1,0,0,0,0.046512,0.015625,58,0.6641,0.2741,0.2778,0.003639
9,5000,3084,0,0,1,1.9923,1,17.4,0,3079,4.44,0.9608,3209.8,5,1.0,157,0,13,1358,0.00154,0.0268,10.7296,8,7.7,0.0186,0.0042,0,0,0,0,0.05567,0.015625,57,0.7193,0.3254,0.2841,0.003723
10,5000,3151,0,0,3,1.9919,1,20.8,0,3151,4.46,0.985,3199.1,0,1.0,144,0,13,1298,0.001515,0.0257,0.0,9,8.7,0.0159,0.0039,0,0,0,0,0.056075,0.015625,56,0.7214,0.3698,0.2859,0.003804
11,5000,3127,0,0,3,1.984,1,16.4,1,3126,4.54,0.9812,3187.1,1,1.0,136,1,9,1250,0.001514,0.0252,0.0,10,9.7,0.0151,0.0044,0,0,0,0,0.042821,0.015625,54,0.6351,0.4101,0.294,0.003882
12,5000,3016,0,0,3,1.9828,1,16.5,0,3016,4.42,0.9542,3160.8,0,1.0,123,0,13,1153,0.001622,0.0261,0.0,11,10.7,0.0183,0.0051,0,0,0,0,0.052288,0.015625,52,0.7012,0.4493,0.2971,0.003956
13,5000,3153,0,0,3,1.9908,1,16.6,0,3153,4.48,0.9979,3159.6,0,1.0,116,0,7,1102,0.001493,0.0256,0.0,12,11.6,0.0119,0.0046,0,0,0,0,0.051136,0.015625,52,0.6944,0.4862,0.3022,0.004027
14,5000,3144,3,5,3,1.9981,1,20.8,3,3131,4.46,0.9957,3157.6,13,1.0,108,6,14,1067,0.001678,0.0318,35.6164,13,12.0,0.0225,0.0056,1,0,0,0,0.06366,0.015625,50,0.7546,0.526,0.3061,0.004093
15,5000,3097,2,5,3,1.9846,1,24.2,2,3080,4.45,0.9832,3150.0,17,1.0,104,4,8,1063,0.00196,0.0389,52.6316,14,12.4,0.0266,0.0074,2,0,0,0,0.068862,0.015625,51,0.7731,0.5709,0.3135,0.004156
16,5000,3130,1,5,3,1.9794,2,22.5,5,3110,4.5,0.9944,3147.6,20,1.0,95,1,10,984,0.002106,0.0353,60.6061,15,13.2,0.0248,0.0071,1,0,0,0,0.061765,0.015625,47,0.747,0.6162,0.3191,0.004214
17,5000,3212,2,5,3,1.9386,2,16.6,3187,0,4.53,1.0181,3154.8,25,1.0,91,2,6,994,0.00218,0.0462,74.184,16,14.2,0.0252,0.0074,2,0,0,0,0.054913,0.015625,47,0.7155,0.6682,0.3213,0.004266
