window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6145,11,5,0,1.9986,0,17.8,0,0,6.55,1.0,6145.0,628,1.0,386,602,216,2149,0.000911,0.0065,407.1429,0,0.0,0.0055,0.001,2,0,0,0,0.029633,0.015625,64,0.4727,0.0296,0.2078,0.003
2,5000,3671,0,0,1,1.9986,0,16.7,485,3178,5.19,0.8204,4521.0,493,1.0,368,9,27,2147,0.001066,0.0082,410.8333,1,1.0,0.0073,0.0012,0,0,0,0,0.025982,0.015625,64,0.3986,0.0537,0.1857,0.003094
3,5000,3310,2,5,0,1.9986,0,16.6,288,3041,4.83,0.8514,3936.0,269,1.0,314,2,56,2101,0.001082,0.0121,275.6148,2,2.0,0.008,0.0014,2,0,0,0,0.033789,0.015625,64,0.5376,0.0875,0.1898,0.003188
4,5000,3020,0,0,1,1.9986,0,16.3,56,2986,4.41,0.8508,3580.0,34,1.0,277,4,41,1885,0.00123,0.0145,53.5433,3,2.9,0.0101,0.0022,0,0,0,0,0.041908,0.015625,64,0.6272,0.115,0.1936,0.003281
5,5000,3094,1,5,0,1.9986,0,16.3,4,3085,4.5,0.9052,3418.0,9,1.0,242,1,36,1754,0.001309,0.0199,14.7059,4,3.9,0.011,0.0026,1,0,0,0,0.03681,0.015625,63,0.5755,0.138,0.2005,0.003373
6,5000,3088,0,0,1,1.9984,1,16.3,6,3082,4.48,0.9291,3323.7,6,1.0,210,2,34,1607,0.001334,0.0151,10.5634,5,4.9,0.0124,0.0028,0,0,0,0,0.043697,0.015625,62,0.6424,0.1702,0.2143,0.003464
7,5000,2969,2,3,0,1.9969,1,18.3,0,2964,4.32,0.9178,3235.0,5,1.0,185,5,30,1520,0.001444,0.0161,10.6383,6,5.7,0.0133,0.0031,0,0,0,0,0.04829,0.015625,58,0.6764,0.2164,0.2348,0.003552
8,5000,3093,0,0,1,1.9973,1,19.3,0,3088,4.44,0.9655,3203.5,5,1.0,168,0,17,1433,0.001459,0.0175,11.3122,7,6.7,0.0131,0.0035,0,0,0,0,0.045852,0.015625,57,0.6592,0.2623,0.2453,0.003639
9,5000,3008,1,4,0,1.9981,1,16.2,5,3003,4.36,0.9506,3164.4,5,1.0,155,3,16,1357,0.001509,0.0212,9.8765,8,7.7,0.0146,0.0039,0,0,0,0,0.058962,0.015625,57,0.735,0.3212,0.2541,0.003723
10,5000,3088,0,0,1,1.9931,1,16.7,0,3088,4.46,0.9802,3150.5,0,1.0,143,0,12,1278,0.001527,0.0206,0.0,9,8.6,0.0108,0.0037,0,0,0,0,0.041131,0.015625,56,0.6201,0.3624,0.2595,0.003804
11,5000,3001,0,0,3,1.9878,1,16.7,0,3001,4.36,0.9601,3125.6,0,1.0,129,0,14,1200,0.001495,0.0212,0.0,10,9.6,0.0154,0.0042,0,0,0,0,0.050398,0.015625,56,0.69,0.4128,0.266,0.003882
12,5000,3017,1,5,0,1.9827,1,16.7,5,3012,4.4,0.9704,3108.9,5,1.0,114,1,16,1104,0.001732,0.0341,14.4928,11,10.5,0.0213,0.0054,1,0,0,0,0.048295,0.015625,53,0.6765,0.4497,0.2738,0.003956
13,5000,3098,1,5,1,1.9636,1,16.7,5,3093,4.53,0.997,3107.3,5,1.0,107,1,8,1064,0.001892,0.047,16.2338,12,11.4,0.0273,0.0069,1,0,0,0,0.068966,0.015625,51,0.7734,0.5187,0.2816,0.004027
14,5000,3121,1,5,3,1.9479,2,16.6,3111,0,4.41,1.0038,3109.1,10,1.0,106,6,7,1054,0.001847,0.0375,31.746,13,11.7,0.0242,0.006,1,0,0,0,0.05625,0.015625,51,0.7222,0.5656,0.2892,0.004093
15,5000,3066,1,3,3,1.9794,2,16.7,4,3053,4.41,0.9878,3103.8,13,1.0,103,7,10,1037,0.001901,0.034,42.3453,14,12.0,0.022,0.0063,0,0,0,0,0.052469,0.015625,51,0.7022,0.618,0.294,0.004156
16,5000,3093,3,5,3,1.9603,2,16.6,6,3072,4.43,0.9969,3102.5,21,1.0,104,7,6,1074,0.001841,0.0362,58.651,15,12.3,0.0209,0.0059,2,0,0,0,0.058496,0.015625,53,0.7329,0.657,0.2965,0.004214
17,5000,3100,2,4,3,1.9747,2,16.3,2,3093,4.5,0.9993,3102.2,7,1.0,97,7,14,1042,0.001776,0.0285,19.9336,16,12.8,0.018,0.0059,0,0,0,0,0.063291,0.015625,52,0.7531,0.695,0.3001,0.004266
18,5000,3017,0,0,3,1.9666,2,16.2,0,3012,4.39,0.9754,3093.2,5,1.0,90,0,7,967,0.002053,0.0279,17.9856,17,13.7,0.0167,0.0061,0,0,0,0,0.062718,0.015625,50,0.7509,0.7194,0.3043,0.004314
19,5000,3002,2,5,3,1.8877,1,16.6,5,2987,4.48,0.9734,3084.1,15,1.0,85,5,10,954,0.002069,0.0364,56.391,18,14.1,0.0195,0.0072,1,0,0,0,0.076364,0.015625,50,0.7954,0.7557,0.3098,0.004357
20,5000,3067,2,5,1,1.9561,1,16.6,6,3051,4.49,0.995,3082.5,16,1.0,81,3,7,956,0.002206,0.0411,53.5714,19,14.8,0.0237,0.0086,2,0,0,0,0.075342,0.015625,50,0.7926,0.8046,0.3132,0.004395
21,5000,3041,1,3,3,1.9437,2,16.5,5,3031,4.41,0.9878,3078.5,10,1.0,75,4,10,916,0.002238,0.04,37.8788,20,15.5,0.023,0.008,0,1,0,0,0.061818,0.015625,46,0.7472,0.8518,0.3174,0.004427
22,5000,3099,0,0,3,1.922,2,16.7,3094,0,4.47,1.006,3080.5,5,1.0,68,0,7,836,0.002495,0.0515,17.7936,21,16.8,0.0304,0.0097,0,0,0,0,0.085911,0.015625,43,0.8181,0.9137,0.3236,0.004453
23,5000,3100,2,5,3,1.9577,1,16.6,3085,0,4.44,1.0057,3082.3,15,1.0,68,4,4,843,0.002386,0.0397,56.391,22,17.0,0.0267,0.0086,1,0,0,0,0.086643,0.015625,40,0.8197,0.9895,0.3298,0.004473
24,5000,3137,1,4,3,1.97,1,16.6,3123,0,4.5,1.016,3087.5,14,1.0,67,7,8,841,0.002633,0.051,57.1429,23,16.9,0.0268,0.0098,0,0,0,0,0.07451,0.015625,38,0.7903,1.0248,0.3375,0.004488
25,5000,3144,0,0,3,1.9585,2,16.7,3136,0,4.52,1.0168,3093.0,9,1.0,62,0,5,798,0.002518,0.0467,36.2903,24,18.0,0.0227,0.0098,0,0,0,0,0.101167,0.015625,36,0.8456,1.0868,0.3465,0.004497
26,5000,3135,0,0,3,1.9837,1,16.6,3126,0,4.43,1.0123,3097.0,9,1.0,60,4,6,776,0.002676,0.0548,43.0622,25,17.9,0.0295,0.0107,0,0,0,0,0.073059,0.015625,37,0.7861,1.1553,0.3527,0.0045
27,5000,3086,0,0,3,1.9822,1,16.8,0,3081,4.46,0.9968,3096.0,5,1.0,60,5,5,770,0.002563,0.0478,20.9205,26,17.9,0.03,0.0104,0,0,0,0,0.087649,0.015625,39,0.8217,1.2429,0.3575,0.004497
28,5000,3047,1,5,3,1.9839,1,16.8,5,3037,4.4,0.9857,3091.3,10,1.0,53,1,8,728,0.002587,0.0585,50.7614,27,19.3,0.0341,0.0126,1,0,0,0,0.087805,0.015625,37,0.822,1.3161,0.364,0.004488
29,5000,3123,1,3,3,1.9489,1,16.8,3112,0,4.5,1.0096,3094.4,12,1.0,51,7,9,726,0.00284,0.0431,49.5495,28,18.3,0.0274,0.0114,0,0,0,0,0.064655,0.015625,38,0.7583,1.3376,0.3667,0.004473
30,5000,3084,1,5,3,1.997,2,16.6,2,3072,4.45,0.997,3093.4,12,1.0,49,3,5,716,0.002988,0.0721,61.5385,29,18.7,0.0298,0.0128,1,0,0,0,0.096154,0.015625,37,0.8375,1.3761,0.3684,0.004453
31,5000,3106,1,4,1,1.988,2,16.7,3091,0,4.48,1.0037,3094.6,15,1.0,49,4,4,712,0.002857,0.0485,72.1649,30,18.4,0.0282,0.0109,0,0,0,0,0.097087,0.015625,35,0.8391,1.4732,0.3729,0.004427
32,5000,3083,2,5,1,1.9986,2,16.3,4,3069,4.44,0.9966,3093.5,14,1.0,44,2,7,704,0.002854,0.0577,68.6275,31,20.5,0.0325,0.0133,1,0,0,0,0.081731,0.015625,32,0.8088,1.5501,0.3782,0.004395
33,5000,3142,2,5,3,1.9918,2,16.3,3131,0,4.54,1.0145,3098.2,12,1.0,47,7,4,735,0.002701,0.0379,49.2611,32,18.8,0.0273,0.0101,1,0,0,0,0.080569,0.015625,32,0.8061,1.6117,0.3809,0.004357
34,5000,3035,1,5,3,1.9893,2,16.4,5,3025,4.45,0.9815,3092.2,10,1.0,46,1,2,739,0.003165,0.0696,44.0529,33,19.5,0.0304,0.0134,1,0,0,0,0.078261,0.015625,33,0.8003,1.6682,0.3827,0.004314
35,5000,3080,1,5,3,1.9855,2,16.3,5,3070,4.49,0.9964,3091.0,10,1.0,48,6,4,783,0.00277,0.0485,51.2821,34,19.5,0.0284,0.0114,1,0,0,0,0.097087,0.015625,34,0.8391,1.7071,0.3863,0.004266
36,5000,3067,0,0,3,1.9875,2,16.5,4,3063,4.55,0.993,3088.8,4,1.0,47,4,5,792,0.00266,0.0513,18.1818,35,20.6,0.0245,0.0109,0,0,0,0,0.076923,0.015625,35,0.7969,1.7797,0.3898,0.004214
37,5000,3016,2,3,0,1.9865,1,16.4,10,3006,4.43,0.9786,3081.8,10,1.0,46,4,5,784,0.002648,0.0487,41.6667,36,21.0,0.0263,0.0106,0,0,0,0,0.066372,0.015625,34,0.7646,1.8195,0.3937,0.004156
38,5000,3080,0,0,3,1.9992,1,16.4,4,3076,4.41,0.9995,3081.7,4,1.0,45,0,1,750,0.002594,0.0374,18.9573,37,22.0,0.0251,0.0088,0,0,0,0,0.060748,0.015625,32,0.7428,1.8709,0.3976,0.004093
