seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
71,1,0,0,934,2,5,849,720,21.2859,1.5838,0.9094,0.9223,0.9062,0.925,2664,A,B,A,B,0,0,0,0
71,2,0,0,202,0,0,194,655,18.4196,1.5847,0.8745,0.9399,0.9065,0.9551,598,A,B,A,B,0,1,0,0
71,3,0,0,38,0,0,30,685,18.2455,1.5755,0.9183,0.9986,0.9612,0.795,107,A,B,A,B,3,1,0,0
71,4,0,0,14,0,0,13,679,19.8239,1.5704,0.971,0.8113,0.994,0.9457,45,A,B,A,B,3,1,0,0
71,5,0,0,8,0,0,5,690,18.9477,1.5466,0.65,0.0,0.971,0.9183,18,A,B,A,B,4,0,0,0
71,6,0,0,11,0,0,8,671,18.6047,1.5413,0.8631,0.65,0.8113,0.8113,25,A,B,A,B,4,0,0,0
71,7,0,0,15,0,0,6,675,19.7055,1.4034,0.65,0.7219,0.0,0.971,26,A,B,A,B,4,0,0,0
71,8,0,0,14,0,0,5,649,18.5962,1.4741,0.9183,0.8113,0.9183,1.0,29,A,B,A,B,4,0,0,0
71,9,0,0,12,0,0,6,668,17.7559,1.5219,0.971,1.0,0.971,0.9183,30,A,B,A,B,4,0,0,0
71,10,0,0,14,1,3,8,654,18.6862,1.5487,0.684,0.9911,0.9544,0.971,33,A,B,A,B,4,0,0,0
71,11,0,0,5,0,0,9,653,17.2524,1.502,0.8113,0.994,0.9183,0.971,26,A,B,A,B,4,0,0,0
71,12,0,0,10,0,0,8,641,17.6378,1.5346,0.994,0.7642,0.0,0.9183,33,A,neutral,A,B,0,1,0,0
71,13,1,1,5,0,0,6,647,17.8618,1.474,0.8631,1.0,0.8113,1.0,23,neutral,B,A,B,1,1,0,0
71,14,0,0,16,0,0,7,664,19.3592,1.51,0.8631,0.7219,0.971,0.9852,36,A,B,A,B,3,1,0,0
71,15,0,0,18,0,0,16,659,18.8283,1.5828,0.9887,0.7219,0.971,0.8454,52,A,B,A,B,4,0,0,0
71,16,0,0,10,0,0,6,687,19.2745,1.5189,1.0,0.7219,0.9183,0.8631,29,A,B,A,neutral,4,0,0,0
71,17,0,0,8,0,0,7,695,19.4239,1.5822,0.8113,0.65,0.9544,0.971,23,A,B,A,B,4,0,0,0
71,18,0,0,10,0,0,8,652,17.4565,1.5546,0.65,0.9183,0.8631,0.7219,24,A,B,A,B,4,0,0,0
71,19,0,0,14,0,0,8,702,19.9708,1.5403,0.8813,0.9183,0.5436,1.0,31,A,B,A,B,3,1,0,0
71,20,0,0,10,0,0,10,661,18.5761,1.5832,1.0,0.65,0.8113,0.8631,29,A,B,A,B,3,1,0,0
71,21,0,0,10,0,0,8,664,18.5962,1.5766,1.0,0.8113,0.8113,0.65,26,A,B,A,B,4,0,0,0
71,22,0,0,8,0,0,8,685,18.3914,1.544,0.8113,0.9183,0.8631,0.971,29,A,B,neutral,B,4,0,0,0
71,23,0,0,6,0,0,12,642,17.4467,1.5306,0.0,0.0,0.9911,1.0,28,A,B,A,B,1,1,0,0
71,24,0,0,10,0,0,13,639,17.5847,1.5763,0.9911,0.7219,0.65,0.9911,34,A,B,A,B,4,0,0,0
71,25,0,0,13,0,0,11,643,18.0136,1.5803,0.5917,1.0,0.8813,0.8113,35,A,B,A,B,4,0,0,0
