seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
18,1,0,0,897,0,0,854,685,18.2705,1.5846,0.9304,0.9303,0.9095,0.9178,2643,A,B,A,B,0,0,0,0
18,2,0,0,214,0,0,202,728,20.4789,1.5831,0.9062,0.8773,0.8643,0.9338,605,A,B,A,B,3,1,0,0
18,3,0,0,36,0,0,33,720,19.8307,1.5831,0.9799,0.9183,0.8691,0.7425,101,A,B,A,B,4,0,0,0
18,4,0,0,12,0,0,15,669,21.1307,1.5651,0.5436,0.8454,1.0,0.5436,37,A,B,A,B,4,0,0,0
18,5,0,0,18,0,0,15,664,18.1538,1.5656,0.4395,0.6194,0.9852,0.9852,45,A,B,A,B,4,0,0,0
18,6,0,0,16,0,0,11,683,19.9431,1.5645,0.684,0.8113,0.9957,0.8631,43,A,B,A,neutral,4,0,0,0
18,7,0,0,9,0,0,12,680,17.6885,1.571,0.9183,0.5033,1.0,0.7219,30,A,B,A,B,4,0,0,0
18,8,0,0,9,0,0,10,704,18.5901,1.5831,0.65,0.5917,1.0,0.9852,28,A,B,A,B,4,0,0,0
18,9,0,0,14,0,0,7,684,18.1586,1.53,0.8813,0.9852,0.7642,0.9852,33,A,B,A,B,4,0,0,0
18,10,0,0,13,0,0,12,671,18.8982,1.5557,0.5436,0.994,0.5917,0.0,33,A,B,A,B,3,1,0,0
18,11,0,0,15,0,0,8,622,16.9629,1.532,0.7642,0.9544,0.9612,0.9544,38,A,B,A,B,4,0,0,0
18,12,0,0,17,0,0,10,638,17.9251,1.5516,0.8454,0.9457,0.8113,0.8113,42,A,B,A,B,3,1,0,0
18,13,0,0,11,0,0,6,688,18.8464,1.5069,0.9911,0.9852,0.9457,1.0,31,A,B,A,B,1,1,0,0
18,14,0,0,10,0,0,2,688,18.2886,1.325,1.0,0.971,0.8813,0.0,24,A,B,A,neutral,1,1,0,0
18,15,0,0,10,0,0,12,645,18.4738,1.5488,0.9911,0.9799,1.0,0.9544,39,A,B,A,B,1,1,0,0
18,16,0,0,10,0,0,9,650,17.2778,1.512,1.0,1.0,0.8631,0.9183,37,A,B,A,B,4,0,0,0
18,17,0,0,14,0,0,2,679,18.7162,1.2407,0.5436,0.971,0.5436,0.0,22,A,B,A,neutral,4,0,0,0
18,18,0,0,13,0,0,9,625,16.9725,1.5618,0.7219,0.8813,0.9544,0.9183,31,A,B,A,B,4,0,0,0
18,19,0,0,13,0,0,14,668,18.7184,1.5825,0.9911,0.9612,0.8454,0.9183,42,A,B,A,B,4,0,0,0
18,20,1,3,12,0,0,9,680,19.2238,1.5305,0.8113,0.0,0.9183,0.65,27,A,B,A,B,4,0,0,0
18,21,0,0,13,0,0,13,671,19.0281,1.5518,0.684,0.5033,0.0,1.0,34,A,B,A,B,4,0,0,0
18,22,0,0,11,0,0,10,647,17.6882,1.5407,0.8631,0.0,0.8113,0.9183,27,A,B,A,B,4,0,0,0
18,23,0,0,12,0,0,13,681,19.6002,1.5557,0.9544,0.5033,0.7642,0.8631,33,A,B,A,B,4,0,0,0
18,24,0,0,18,0,0,8,688,19.9508,1.5037,0.469,0.9957,0.469,1.0,37,A,B,A,B,4,0,0,0
18,25,0,0,10,0,0,16,658,18.6186,1.5534,0.8813,0.8524,0.971,0.8113,37,A,B,A,B,3,1,0,0
