seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
70,1,0,0,948,0,0,861,687,18.9905,1.5836,0.8764,0.9218,0.9236,0.9118,2677,A,B,A,B,0,0,0,0
70,2,0,0,194,0,0,219,681,17.9367,1.5826,0.9377,0.8797,0.9326,0.8607,608,A,B,A,B,3,1,0,0
70,3,0,0,33,0,0,32,715,19.6028,1.5831,0.9321,0.9984,0.8113,0.9457,101,A,B,A,B,0,1,0,0
70,4,0,0,14,0,0,9,664,17.8705,1.5461,0.9799,1.0,0.9457,0.971,39,A,B,A,B,4,0,0,0
70,5,0,0,15,0,0,7,664,18.4134,1.519,0.9457,1.0,0.8454,0.9852,35,A,B,A,B,4,0,0,0
70,6,0,0,17,0,0,18,676,17.7476,1.577,0.9183,1.0,0.684,0.5917,49,A,B,A,B,4,0,0,0
70,7,0,0,13,0,0,13,686,18.2761,1.5816,0.8454,0.9957,0.65,0.9457,41,A,B,A,B,4,0,0,0
70,8,0,0,12,0,0,11,653,19.223,1.5837,0.5917,0.9799,0.8113,0.9852,34,A,B,A,B,1,1,0,0
70,9,1,2,15,0,0,14,636,17.5364,1.5729,0.8813,0.5033,0.7219,0.994,40,A,B,A,B,4,0,0,0
70,10,0,0,16,0,0,11,684,18.2512,1.4819,0.0,0.8631,0.7219,0.8113,33,A,B,A,B,4,0,0,0
70,11,0,0,9,1,1,13,659,18.7567,1.5653,1.0,0.9544,0.9544,0.8454,35,A,B,A,B,4,0,0,0
70,12,0,0,12,0,0,15,653,18.0806,1.5774,1.0,0.8631,0.9457,0.8631,42,A,B,A,B,4,0,0,0
70,13,0,0,14,0,0,9,672,18.7293,1.5621,0.5917,0.9852,0.9183,0.9183,35,A,B,A,B,4,0,0,0
70,14,0,0,11,0,0,12,690,19.3529,1.4972,0.0,0.8113,0.9852,0.0,28,A,B,A,B,3,1,0,0
70,15,0,0,8,0,0,15,610,16.4724,1.4984,0.9544,0.5033,0.971,0.5436,30,A,B,A,B,4,0,0,0
70,16,0,0,10,0,0,12,691,20.4929,1.5656,0.5033,0.684,1.0,1.0,30,A,B,A,B,1,1,0,0
70,17,0,0,17,0,0,6,665,18.0793,1.4717,0.684,0.971,0.9183,0.0,35,A,B,A,neutral,1,1,0,0
70,18,0,0,20,0,0,12,669,19.3229,1.5546,0.9403,0.994,0.8366,0.8113,48,A,B,A,B,2,1,0,0
70,19,0,0,16,0,0,11,679,18.4676,1.5671,1.0,0.9799,0.7496,0.0,42,A,B,A,B,1,1,0,0
70,20,0,0,11,0,0,11,646,19.4158,1.5752,0.9799,0.9183,0.9183,0.65,36,A,B,A,B,4,0,0,0
70,21,0,0,14,0,0,13,671,21.138,1.5779,0.9957,0.7642,0.5436,0.8113,38,A,B,A,B,1,1,0,0
70,22,0,0,15,0,0,8,680,18.5781,1.5121,0.971,0.65,0.9183,1.0,41,A,B,A,B,4,0,0,0
70,23,0,0,8,0,0,8,660,18.8995,1.5766,0.8813,0.9852,1.0,0.9852,26,A,B,A,B,4,0,0,0
70,24,0,0,9,0,0,9,663,20.2263,1.369,0.7219,0.0,0.0,0.65,20,A,B,A,B,4,0,0,0
70,25,0,0,9,0,0,11,655,17.9959,1.5801,0.9544,0.65,0.9852,0.9183,30,A,B,A,B,4,0,0,0
