seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
72,1,0,0,904,0,0,863,695,19.4803,1.5846,0.9045,0.9324,0.9198,0.9334,2669,A,B,A,B,0,0,0,0
72,2,0,0,286,0,0,289,727,19.3005,1.5849,0.9168,0.9183,0.9425,0.9108,868,A,B,A,B,0,0,0,0
72,3,0,0,42,0,0,47,722,19.1445,1.5807,0.8767,0.7063,0.9837,0.8224,128,A,B,A,B,0,1,0,0
72,4,0,0,13,0,0,12,688,18.5398,1.5816,0.0,0.8113,0.994,0.971,36,A,B,A,B,4,0,0,0
72,5,0,0,18,1,2,13,661,19.0348,1.5721,1.0,0.8631,0.8524,0.8454,46,A,B,A,B,4,0,0,0
72,6,0,0,8,0,0,13,671,18.1469,1.5518,0.9183,0.8113,0.9457,0.7793,34,A,B,A,B,4,0,0,0
72,7,0,0,13,0,0,13,697,19.292,1.5816,0.5917,0.8813,0.9887,0.8113,41,A,B,A,B,4,0,0,0
72,8,1,1,16,0,0,11,714,20.9711,1.5656,0.684,0.7219,0.8813,0.9544,39,A,B,A,B,4,0,0,0
72,9,0,0,15,0,0,7,716,18.9592,1.5155,0.896,0.65,0.9852,0.8631,36,A,B,A,neutral,4,0,0,0
72,10,0,0,8,0,0,3,670,18.6883,1.4412,0.971,0.9183,0.9183,1.0,21,A,B,A,B,4,0,0,0
72,11,0,0,8,0,0,15,617,17.3647,1.4984,0.9183,0.7219,0.5436,0.7642,30,A,B,A,B,4,0,0,0
72,12,0,0,14,1,2,11,676,19.9818,1.5069,0.5436,0.0,0.9457,0.65,31,A,B,A,B,4,0,0,0
72,13,0,0,16,0,0,10,647,18.0497,1.3996,0.0,0.7219,0.5436,0.8113,30,A,B,A,B,4,0,0,0
72,14,0,0,10,0,0,10,726,20.8546,1.5774,0.8113,0.9911,0.0,0.9544,28,A,B,A,B,4,0,0,0
72,15,0,0,9,1,2,9,674,18.8266,1.5782,0.9183,0.8113,0.5436,0.994,29,A,B,A,B,4,0,0,0
72,16,0,0,14,1,2,16,681,19.6297,1.5589,0.9544,0.8113,0.8113,0.5436,40,A,B,A,B,1,1,0,0
72,17,0,0,21,0,0,8,664,18.9805,1.4382,0.7793,1.0,0.4138,0.7219,38,A,B,A,B,4,0,0,0
72,18,0,0,14,0,0,11,712,19.9698,1.5684,0.9852,0.9911,0.971,0.8113,41,A,B,A,B,4,0,0,0
72,19,0,0,6,0,0,4,650,17.4566,1.3844,1.0,1.0,0.9544,0.8113,24,A,B,A,neutral,4,0,0,0
72,20,0,0,3,0,0,5,672,18.65,1.4772,0.0,0.9183,0.9852,0.9183,16,neutral,B,A,B,4,0,0,0
72,21,0,0,12,0,0,7,648,17.3427,1.5448,0.0,0.9183,0.9183,1.0,27,A,B,A,B,4,0,0,0
72,22,0,0,11,0,0,5,675,19.0946,1.3838,0.0,0.8113,0.7219,0.9183,19,A,B,A,B,4,0,0,0
72,23,0,0,7,0,0,4,701,20.372,1.4926,0.0,0.9183,1.0,0.0,14,A,B,A,B,4,0,0,0
72,24,0,0,12,0,0,11,719,19.8742,1.581,1.0,0.9183,0.5436,0.65,33,A,B,A,B,4,0,0,0
72,25,0,0,13,0,0,11,648,18.7605,1.5779,0.9457,0.9183,0.971,0.9544,38,A,B,A,B,4,0,0,0
