seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
84,1,0,0,940,0,0,893,658,17.2701,1.5846,0.9114,0.9271,0.9105,0.9128,2738,A,B,A,B,0,0,0,0
84,2,0,0,233,1,2,212,678,19.8806,1.5829,0.9539,0.9084,0.9292,0.9386,686,A,B,A,B,0,1,0,0
84,3,0,0,26,0,0,38,648,18.3276,1.5574,0.9852,0.6666,0.9183,0.7383,89,A,B,A,B,4,0,0,0
84,4,0,0,6,0,0,11,696,18.4342,1.5413,0.9852,0.9852,0.9183,0.5436,25,A,B,A,B,4,0,0,0
84,5,0,0,6,0,0,6,701,19.7636,1.5,0.9852,0.9852,0.8113,1.0,24,A,B,A,B,4,0,0,0
84,6,0,0,14,0,0,2,658,18.7291,1.2407,0.65,0.9183,0.469,0.9183,22,A,B,A,B,4,0,0,0
84,7,0,0,7,1,3,8,680,19.7854,1.5822,0.7219,0.5917,0.9544,0.9183,23,A,B,A,B,4,0,0,0
84,8,0,0,11,0,0,13,602,16.389,1.5803,0.5436,0.7642,0.971,0.8113,35,A,B,A,B,4,0,0,0
84,9,0,0,16,0,0,8,709,19.8716,1.5263,0.0,1.0,0.9403,0.9544,39,A,B,A,B,4,0,0,0
84,10,0,0,21,0,0,7,648,17.9297,1.4552,0.5436,0.9911,0.8315,0.971,41,A,B,A,B,4,0,0,0
84,11,0,0,17,0,0,14,644,17.9522,1.5754,0.8905,0.7642,0.9183,0.8813,44,A,B,A,B,4,0,0,0
84,12,0,0,14,0,0,14,669,18.6641,1.582,0.9957,1.0,0.8813,0.684,44,A,B,A,B,4,0,0,0
84,13,0,0,15,0,0,11,665,18.006,1.5568,0.8813,0.994,0.9183,0.994,44,A,B,A,B,1,1,0,0
84,14,0,0,9,0,0,14,682,19.6592,1.5621,0.65,0.9457,0.7219,0.5436,35,neutral,B,A,B,2,1,0,0
84,15,0,0,9,1,2,9,697,19.4206,1.538,0.9852,0.65,0.0,0.7219,23,A,B,A,B,4,0,0,0
84,16,0,0,8,0,0,11,686,20.5166,1.5647,0.9183,0.8113,0.9183,0.9544,31,A,B,A,B,3,1,0,0
84,17,0,0,5,0,0,8,690,18.3787,1.4987,0.971,0.7219,0.9852,1.0,25,A,B,A,B,4,0,0,0
84,18,0,0,5,0,0,8,698,18.4595,1.544,0.7219,1.0,0.9183,0.9183,22,A,B,A,B,4,0,0,0
84,19,0,0,4,0,0,8,705,20.6797,1.51,0.0,0.971,0.9852,0.9183,21,A,B,A,B,4,1,0,0
84,20,0,0,8,0,0,12,701,19.9467,1.5656,0.971,0.8454,0.9911,0.7219,30,A,B,A,B,4,1,0,0
84,21,0,0,8,0,0,9,656,17.9161,1.5774,0.8113,0.5917,0.9911,0.8113,24,A,B,A,B,3,1,0,0
84,22,0,0,13,0,0,14,678,20.0141,1.5605,0.7793,0.65,0.971,0.8113,36,A,B,A,B,3,1,0,0
84,23,1,2,22,0,0,18,692,17.8496,1.5796,0.9457,1.0,0.7219,0.7871,59,A,B,A,B,1,1,0,0
84,24,1,2,10,0,0,11,724,20.8176,1.5727,0.971,0.8113,0.9183,0.5033,29,A,B,A,B,1,1,0,0
84,25,0,0,14,0,0,11,639,17.0049,1.3748,0.6194,0.0,0.8113,0.0,28,A,B,A,B,1,1,0,0
