seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
65,1,0,0,891,0,0,800,686,18.4502,1.5824,0.9394,0.9633,0.9076,0.9305,2613,A,B,A,B,0,0,0,0
65,2,0,0,321,0,0,295,717,20.1062,1.5837,0.9143,0.9662,0.9241,0.9028,940,A,B,A,B,0,0,0,0
65,3,0,0,37,1,1,39,734,19.8542,1.5755,0.951,0.9994,0.9673,0.7973,124,A,B,A,B,0,1,0,0
65,4,0,0,12,0,0,10,698,18.598,1.5295,0.971,0.971,0.9957,0.8113,41,A,B,A,B,4,0,0,0
65,5,0,0,14,0,0,13,697,18.3364,1.5709,0.5436,0.971,0.9457,0.5436,37,A,B,A,B,4,0,0,0
65,6,0,0,11,0,0,10,687,19.4177,1.5727,0.7642,0.9544,0.9183,0.65,29,A,B,A,B,4,0,0,0
65,7,0,0,9,0,0,10,692,19.2661,1.579,0.65,0.9911,0.7219,0.8631,27,A,B,A,B,4,0,0,0
65,8,0,0,11,0,0,8,650,18.071,1.5647,0.8454,0.971,0.8113,0.994,31,A,B,A,B,4,0,0,0
65,9,0,0,11,0,0,9,709,18.8278,1.5782,0.7642,1.0,0.9183,0.8113,29,A,B,A,B,4,0,0,0
65,10,0,0,7,0,0,9,660,17.7096,1.5452,0.7219,0.0,0.8113,0.9183,21,A,B,A,B,4,0,0,0
65,11,0,0,12,0,0,14,685,19.4458,1.5486,0.5917,0.8813,0.5917,0.8813,34,A,B,A,B,4,0,0,0
65,12,0,0,12,0,0,13,696,19.5967,1.5682,0.4395,0.9612,0.0,0.9544,34,A,B,A,B,4,0,0,0
65,13,0,0,12,0,0,10,683,18.2986,1.4605,0.65,0.65,0.9183,0.0,26,A,B,A,B,4,0,0,0
65,14,0,0,9,0,0,6,708,19.5971,1.5535,0.9852,0.0,0.65,0.8113,25,A,neutral,A,B,1,1,0,0
65,15,0,0,10,0,0,5,693,18.6926,1.4883,1.0,0.7219,0.971,0.7219,28,A,neutral,A,B,1,1,0,0
65,16,0,0,19,0,0,10,698,19.7875,1.5382,0.9799,0.8813,0.3912,0.9183,44,A,B,A,B,4,0,0,0
65,17,0,0,10,0,0,10,672,18.5374,1.585,0.9403,0.65,0.9183,0.8631,30,A,B,A,B,3,1,0,0
65,18,0,0,12,0,0,10,664,18.1629,1.5799,0.9799,0.7219,0.8631,0.971,34,A,B,A,B,4,0,0,0
65,19,0,0,7,0,0,14,642,17.6527,1.5292,0.9852,0.5436,1.0,0.8813,31,A,B,A,B,1,1,0,0
65,20,1,3,6,0,0,9,669,19.0042,1.4591,0.0,0.8113,1.0,0.0,18,A,B,A,B,1,1,0,0
65,21,0,0,9,0,0,6,696,18.894,1.3793,0.5917,0.0,0.8113,0.0,17,A,B,A,B,1,1,0,0
65,22,1,2,18,0,0,11,675,18.2522,1.554,0.9957,0.8905,0.7496,0.9183,46,A,B,A,B,1,1,0,0
65,23,0,0,21,0,0,11,661,17.8759,1.5325,0.7793,0.9612,0.8366,0.8454,52,A,B,A,neutral,4,1,0,0
65,24,0,0,10,0,0,11,670,18.4707,1.5835,0.5436,0.9183,0.971,0.9852,32,A,B,A,B,4,1,0,0
65,25,0,0,5,1,1,14,716,19.5771,1.4546,0.9911,0.9544,0.0,0.8366,34,A,B,neutral,B,4,1,0,0
