seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
49,1,0,0,897,0,0,882,679,18.9236,1.5849,0.9117,0.9362,0.901,0.9291,2677,A,B,A,B,0,0,0,0
49,2,0,0,248,0,0,277,706,18.9619,1.5832,0.8831,0.8913,0.956,0.8975,776,A,B,A,B,1,1,0,0
49,3,0,0,35,0,0,40,657,19.0227,1.576,0.9666,0.885,0.994,0.951,121,A,B,A,B,0,1,0,0
49,4,0,0,8,0,0,19,711,18.7937,1.4974,0.7219,0.7793,1.0,0.8905,39,A,B,A,B,4,0,0,0
49,5,0,0,5,0,0,11,674,18.0233,1.5126,0.8113,0.5917,0.9183,0.9911,26,A,B,A,B,4,0,0,0
49,6,0,0,12,0,0,5,697,19.5772,1.4899,0.0,0.0,0.8113,0.9911,24,A,B,A,B,4,0,0,0
49,7,0,0,6,0,0,8,691,18.5251,1.5574,0.7219,1.0,1.0,0.0,19,A,B,A,B,4,0,0,0
49,8,0,0,10,0,0,10,668,17.9991,1.5774,0.5436,0.7219,1.0,0.9183,28,A,B,A,B,4,0,0,0
49,9,0,0,13,1,2,10,672,17.99,1.4883,0.5436,0.8631,0.5917,0.65,28,A,B,A,B,4,0,0,0
49,10,0,0,13,0,0,9,656,18.5997,1.5671,0.994,0.9183,0.7642,0.65,32,A,B,A,B,4,0,0,0
49,11,1,2,18,0,0,12,653,17.5128,1.5615,0.9544,0.8813,0.3712,0.994,43,A,B,A,B,4,0,0,0
49,12,0,0,14,0,0,15,644,17.2817,1.5642,0.9183,0.8113,0.4395,0.971,39,A,B,A,B,4,0,0,0
49,13,0,0,11,0,0,7,675,19.0206,1.5601,0.9544,0.7219,0.5917,0.9544,28,A,B,A,B,4,0,0,0
49,14,0,0,7,0,0,5,679,17.7922,1.5683,1.0,0.9183,0.0,1.0,19,A,B,A,B,4,0,0,0
49,15,0,0,5,0,0,6,717,19.2796,1.5799,0.0,0.9852,0.0,0.971,17,A,B,A,B,4,0,0,0
49,16,0,0,12,0,0,9,738,20.8184,1.5746,0.65,0.9183,0.8813,0.9911,31,A,B,A,B,4,0,0,0
49,17,0,0,9,0,0,14,673,19.0416,1.5621,0.971,0.9183,0.5917,0.994,35,A,B,A,B,4,0,0,0
49,18,0,0,12,0,0,14,647,19.3545,1.5715,0.8813,0.9183,0.8631,0.7793,36,A,B,A,B,4,0,0,0
49,19,0,0,10,0,0,10,656,17.9489,1.5567,0.9911,0.9544,0.9911,0.9911,35,A,B,A,B,4,0,0,0
49,20,0,0,3,0,0,5,715,18.8956,1.5306,0.8113,0.7219,0.0,0.9183,14,A,B,neutral,B,4,0,0,0
49,21,0,0,6,0,0,11,672,18.7732,1.4607,0.9183,0.0,0.9183,0.65,21,A,B,A,B,4,0,0,0
49,22,0,0,11,0,0,16,609,18.1962,1.5679,0.9183,0.8454,0.9852,0.7219,40,A,B,A,B,4,0,0,0
49,23,0,0,7,0,0,10,691,20.7627,1.4406,0.971,0.0,0.0,0.65,20,A,B,A,B,4,0,0,0
49,24,0,0,11,0,0,15,636,17.7134,1.4617,0.7642,0.0,0.9183,0.5033,31,A,B,A,B,3,1,0,0
49,25,0,0,10,0,0,14,683,19.4429,1.5292,0.7219,0.7642,0.9183,0.7642,31,A,B,A,B,3,1,0,0
