seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
69,1,1,4,887,0,0,831,684,19.549,1.5834,0.9427,0.9408,0.9245,0.9332,2649,A,B,A,B,0,0,0,0
69,2,0,0,274,0,0,252,696,19.1412,1.5838,0.9316,0.954,0.9294,0.8914,802,A,B,A,B,1,1,0,0
69,3,0,0,43,0,0,39,667,18.7299,1.5837,0.8338,0.896,0.9812,0.951,124,A,B,A,B,0,1,0,0
69,4,0,0,15,0,0,13,692,18.4331,1.5764,0.9403,0.9457,0.971,0.971,45,A,B,A,B,4,1,0,0
69,5,0,0,10,0,0,12,692,20.4029,1.5651,0.9457,0.8813,1.0,1.0,37,A,B,A,B,1,1,0,0
69,6,1,2,20,0,0,25,657,18.4477,1.5613,0.7496,0.6962,0.8905,0.9183,61,A,B,A,B,4,0,0,0
69,7,0,0,9,0,0,15,703,18.9648,1.5546,0.7219,1.0,0.9544,0.8366,36,A,B,A,B,4,0,0,0
69,8,0,0,12,0,0,10,646,19.1887,1.5766,0.9183,0.9852,0.7219,0.994,35,A,B,A,B,4,0,0,0
69,9,0,0,12,0,0,6,667,18.3742,1.5306,0.8631,0.971,0.7642,0.9852,28,A,B,A,B,4,0,0,0
69,10,0,0,9,0,0,11,712,20.2719,1.5722,0.9183,0.8113,0.8631,0.8631,28,A,B,A,B,1,1,0,0
69,11,0,0,13,0,0,14,667,17.6018,1.5644,0.9183,0.8113,0.994,0.9968,46,A,B,A,B,4,0,0,0
69,12,0,0,11,0,0,11,683,19.4224,1.5609,0.9183,1.0,0.9544,0.994,38,A,B,A,B,4,0,0,0
69,13,0,0,14,0,0,16,662,18.1468,1.5828,0.9544,0.8454,0.684,0.9968,45,A,B,A,B,3,1,0,0
69,14,0,0,15,0,0,11,658,18.2748,1.5735,0.4138,0.9852,1.0,0.9799,39,A,B,A,B,1,1,0,0
69,15,0,0,13,0,0,9,647,17.5736,1.569,0.684,0.9183,0.9852,0.9911,33,A,B,A,B,1,1,0,0
69,16,1,2,12,0,0,9,638,17.4169,1.5726,0.0,0.9183,0.9799,0.9852,33,A,B,A,B,4,0,0,0
69,17,0,0,12,0,0,9,648,17.6981,1.5746,0.8631,0.8631,0.9457,0.9183,31,A,B,A,B,3,1,0,0
69,18,0,0,15,0,0,7,680,19.9143,1.5199,0.7219,0.9852,0.7642,0.9852,33,A,B,A,B,4,0,0,0
69,19,0,0,14,0,0,6,673,18.7502,1.4958,0.971,0.5917,0.7219,0.8631,34,A,neutral,A,B,4,0,0,0
69,20,1,2,6,0,0,6,652,17.7337,1.5613,0.7219,0.8113,0.9183,0.8113,16,A,B,A,B,4,0,0,0
69,21,0,0,13,0,0,7,631,17.237,1.5378,0.684,0.8113,0.7219,0.9911,29,A,B,A,B,4,0,0,0
69,22,0,0,11,1,2,10,649,17.9549,1.5835,0.9183,0.5917,0.65,0.971,32,A,B,A,B,1,1,0,0
69,23,0,0,10,0,0,13,663,18.4162,1.5566,0.8631,0.7642,0.0,0.971,31,A,B,A,B,3,1,0,0
69,24,0,0,19,0,0,15,659,20.1691,1.5756,0.5436,0.9887,0.5917,0.994,49,A,B,A,B,3,1,0,0
69,25,1,2,19,0,0,12,660,18.4219,1.5578,0.7642,0.9911,0.5917,0.9957,45,A,B,A,B,3,1,0,0
