seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
85,1,0,0,925,0,0,854,655,18.4556,1.5842,0.9051,0.9394,0.9066,0.9102,2659,A,B,A,B,0,0,0,0
85,2,0,0,230,0,0,179,662,18.6447,1.5753,0.8446,0.9412,0.8705,0.9109,592,A,B,A,B,0,0,0,0
85,3,0,0,33,0,0,27,713,19.4846,1.5559,0.5917,0.9612,0.65,0.9059,80,A,B,A,B,3,1,0,0
85,4,0,0,21,0,0,19,653,18.1583,1.5761,0.8366,0.8113,0.8631,0.8997,56,A,B,A,B,4,0,0,0
85,5,0,0,10,0,0,9,722,19.6747,1.5746,0.9183,0.971,1.0,0.9183,31,A,B,A,B,3,1,0,0
85,6,0,0,10,0,0,3,694,19.3161,1.4365,0.9852,1.0,0.8113,0.0,22,A,B,A,neutral,4,0,0,0
85,7,0,0,6,1,1,14,683,19.4778,1.5014,0.0,1.0,0.9183,0.8905,33,A,B,A,B,4,0,0,0
85,8,0,0,16,0,0,17,666,19.6405,1.5803,0.7219,0.9183,0.8454,0.9403,47,A,B,A,B,4,0,0,0
85,9,0,0,16,0,0,15,686,18.524,1.557,0.7219,0.8113,0.8454,0.8113,41,A,B,A,B,4,0,0,0
85,10,1,1,6,0,0,7,679,18.4818,1.5343,0.9183,0.9852,0.9852,0.9852,24,A,B,A,B,4,0,0,0
85,11,0,0,17,0,0,8,640,18.441,1.5218,0.684,0.7219,0.9183,0.8813,38,A,neutral,A,B,4,0,0,0
85,12,0,0,8,0,0,6,687,18.0538,1.5726,0.9183,1.0,1.0,0.7219,22,A,B,A,B,4,0,0,0
85,13,0,0,11,0,0,14,697,19.2952,1.5684,0.469,0.9819,0.9183,1.0,41,A,B,A,B,4,0,0,0
85,14,0,0,12,0,0,7,675,18.653,1.5448,0.5436,0.9457,0.9544,0.8113,31,A,B,A,B,4,0,0,0
85,15,0,0,12,0,0,7,716,19.6898,1.5342,0.9544,0.9852,0.5436,0.0,26,A,B,A,B,4,0,0,0
85,16,0,0,10,0,0,7,672,19.1142,1.5632,0.971,0.971,0.0,0.0,24,A,B,A,B,4,0,0,0
85,17,0,0,14,0,0,11,685,19.4977,1.5752,0.971,0.9183,0.9183,0.0,36,A,B,A,B,4,0,0,0
85,18,1,2,21,0,0,15,669,18.724,1.5058,0.5436,0.7642,0.7642,0.7219,45,A,B,A,B,3,1,0,0
85,19,0,0,17,0,0,13,654,18.5695,1.5218,0.469,0.8631,0.5033,0.9183,38,A,B,A,B,3,1,0,0
85,20,0,0,11,0,0,9,656,17.8602,1.561,0.0,0.8113,0.5917,0.9852,27,A,B,A,B,4,0,0,0
85,21,0,0,14,0,0,13,686,17.9354,1.5709,0.8454,0.8454,0.8113,0.8631,37,A,B,A,B,4,0,0,0
85,22,0,0,7,0,0,11,642,18.1451,1.561,0.9911,0.8113,0.9183,0.8631,27,A,B,A,B,4,0,0,0
85,23,0,0,10,0,0,6,652,17.779,1.5505,0.8454,0.9183,1.0,0.7219,23,A,B,A,B,1,1,0,0
85,24,0,0,11,0,0,10,680,19.1811,1.5835,0.9457,0.65,1.0,0.8631,32,A,B,A,B,4,0,0,0
85,25,0,0,14,0,0,21,679,18.3826,1.4591,0.65,0.4138,0.9852,0.4395,42,A,B,A,B,4,0,0,0
