seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
13,1,0,0,887,0,0,859,658,18.0905,1.5848,0.9138,0.9424,0.904,0.913,2623,A,B,A,B,0,0,0,0
13,2,0,0,222,0,0,245,672,18.1818,1.5833,0.9143,0.9583,0.9299,0.9131,714,A,B,A,B,0,1,0,0
13,3,0,0,27,0,0,33,701,19.1804,1.5666,0.9612,0.9829,1.0,0.8905,100,A,B,A,B,1,1,0,0
13,4,0,0,10,0,0,9,650,18.1592,1.5245,0.9852,1.0,1.0,1.0,36,A,B,A,B,1,1,0,0
13,5,0,0,14,0,0,13,697,18.8823,1.5841,0.9957,0.8454,0.5436,0.9911,41,A,B,A,B,4,0,0,0
13,6,0,0,10,0,0,13,712,19.8223,1.5671,0.8631,0.8813,0.8631,0.8113,32,A,B,A,B,4,0,0,0
13,7,0,0,5,0,0,4,674,19.1202,1.5766,0.0,0.9183,0.8113,0.8113,13,A,B,A,B,4,0,0,0
13,8,0,0,6,0,0,11,690,19.0866,1.4401,0.9183,1.0,0.9852,0.9911,36,A,B,A,B,3,1,0,0
13,9,0,0,12,0,0,13,633,17.6681,1.5682,0.971,0.8905,0.971,0.9911,42,A,B,A,B,3,1,0,0
13,10,0,0,18,0,0,14,706,19.5109,1.5452,0.994,0.0,0.8113,0.5436,42,A,B,A,B,3,1,0,0
13,11,0,0,15,0,0,10,672,19.2249,1.5656,1.0,0.9457,0.8631,0.0,38,A,B,A,B,4,0,0,0
13,12,0,0,10,0,0,6,694,19.7639,1.5306,0.9457,0.9911,0.971,0.9183,28,A,B,A,B,4,0,0,0
13,13,0,0,10,0,0,3,699,18.4944,1.4153,0.65,0.9183,0.65,0.9183,18,A,B,A,B,4,0,0,0
13,14,0,0,8,0,0,4,636,18.5084,1.5294,0.0,0.0,0.9852,0.9852,19,A,neutral,A,B,4,0,0,0
13,15,0,0,8,0,0,6,658,18.089,1.4837,0.0,1.0,0.0,0.8631,17,A,B,A,B,4,0,0,0
13,16,0,0,9,0,0,12,654,18.1651,1.5726,1.0,0.994,0.5917,0.9183,33,A,B,A,B,4,0,0,0
13,17,0,0,12,0,0,11,671,19.1569,1.5837,0.0,1.0,0.8813,0.9457,34,A,B,A,B,3,1,0,0
13,18,0,0,15,0,0,7,728,20.7244,1.519,0.9799,0.971,0.8454,0.9852,35,A,B,A,B,4,0,0,0
13,19,2,5,16,0,0,7,688,19.7385,1.508,0.9957,1.0,0.469,1.0,37,A,B,A,B,4,1,0,0
13,20,0,0,10,0,0,7,672,18.506,1.5292,0.971,1.0,0.5917,1.0,31,A,B,A,B,4,0,0,0
13,21,1,2,18,0,0,13,624,18.4733,1.5724,1.0,0.9183,0.7219,0.9544,47,A,B,A,B,4,0,0,0
13,22,0,0,12,0,0,9,666,17.5826,1.5726,0.65,1.0,0.8813,0.9911,33,A,B,A,B,3,1,0,0
13,23,0,0,10,0,0,10,687,19.2373,1.5794,1.0,0.8631,0.65,0.9911,32,A,B,A,B,4,0,0,0
13,24,0,0,13,0,0,9,728,21.3715,1.5165,0.9183,0.5436,0.5436,0.9183,28,A,B,A,B,3,1,0,0
13,25,0,0,16,0,0,6,638,17.9769,1.4138,0.7642,0.8113,0.8113,0.0,28,A,B,A,B,4,0,0,0
