seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
55,1,1,3,948,0,0,851,698,19.4837,1.5836,0.9008,0.9365,0.9123,0.9301,2706,A,B,A,B,0,0,0,0
55,2,0,0,239,0,0,207,671,18.7899,1.5824,0.858,0.9326,0.8893,0.9606,665,A,B,A,B,3,1,0,0
55,3,0,0,31,0,0,39,678,18.9652,1.5783,0.9544,0.8905,0.896,0.9457,107,A,B,A,B,1,1,0,0
55,4,0,0,18,0,0,14,674,19.7007,1.5743,0.8631,0.971,0.8454,0.8454,46,A,B,A,B,3,1,0,0
55,5,0,0,8,0,0,10,644,17.9732,1.5546,0.9544,0.5033,0.0,1.0,24,A,B,A,B,4,0,0,0
55,6,1,2,12,0,0,8,686,18.1308,1.5567,0.9457,0.0,0.65,0.9544,28,A,B,A,B,1,1,0,0
55,7,0,0,17,0,0,12,649,18.6606,1.5579,0.8454,0.8454,0.469,1.0,40,A,B,A,B,1,1,0,0
55,8,0,0,4,0,0,10,710,20.2644,1.4605,1.0,0.9457,1.0,0.9852,26,A,B,A,B,4,0,0,0
55,9,0,0,4,0,0,12,654,17.8245,1.4619,0.0,0.9183,0.9183,0.971,25,A,B,A,B,3,1,0,0
55,10,0,0,6,0,0,7,649,17.5702,1.5343,0.8113,1.0,0.8113,0.8113,24,A,B,A,neutral,4,0,0,0
55,11,0,0,7,0,0,7,679,18.74,1.585,0.0,0.9852,0.0,0.9852,21,A,B,A,B,4,0,0,0
55,12,0,0,8,1,2,7,663,19.4546,1.582,0.5917,0.9183,0.0,0.9852,22,A,B,A,B,1,1,0,0
55,13,0,0,12,0,0,12,697,19.5096,1.5448,0.7642,0.7642,0.0,0.9544,31,A,B,A,B,1,1,0,0
55,14,0,0,10,0,0,8,670,17.7335,1.5546,0.971,0.8631,0.0,0.8113,24,A,B,A,B,4,0,0,0
55,15,1,4,20,0,0,10,669,18.8423,1.5305,0.7219,0.9183,0.9495,0.9852,45,A,B,A,B,4,0,0,0
55,16,1,3,20,0,0,8,670,19.4726,1.4355,0.8113,0.8113,0.8366,0.0,36,A,B,A,B,1,1,0,0
55,17,0,0,11,0,0,9,684,19.2507,1.561,0.5033,0.9183,0.971,0.8631,27,A,B,A,B,1,1,0,0
55,18,0,0,9,0,0,9,711,19.5211,1.5613,0.8113,0.65,0.8113,0.9183,24,A,B,A,B,3,1,0,0
55,19,1,3,14,0,0,6,686,18.5201,1.5058,0.7642,1.0,0.0,0.9183,30,A,B,A,B,3,1,0,0
55,20,0,0,8,0,0,4,641,17.8275,1.5219,0.9183,0.9183,0.5917,0.8631,20,A,B,A,neutral,3,1,0,0
55,21,0,0,5,0,0,8,664,18.048,1.5157,0.9183,0.9852,0.8113,0.9852,24,A,B,neutral,B,3,1,0,0
55,22,1,2,9,0,0,8,684,18.1548,1.579,0.5917,0.9183,0.0,0.994,27,A,B,A,B,4,0,0,0
55,23,1,3,16,0,0,11,717,22.3018,1.5534,0.684,0.8813,0.7642,0.9852,37,A,B,A,B,4,0,0,0
55,24,0,0,14,0,0,12,672,18.35,1.5486,0.5033,0.5033,0.994,0.7219,34,A,B,A,B,1,1,0,0
55,25,0,0,14,0,0,9,699,17.9829,1.5512,0.8813,0.8631,0.7642,0.9183,32,A,B,A,B,1,1,0,0
