seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
5,1,0,0,859,0,0,854,755,21.5769,1.5844,0.9222,0.9116,0.9505,0.9347,2619,A,B,A,B,0,0,0,0
5,2,0,0,278,0,0,262,664,18.878,1.5845,0.8987,0.8801,0.9544,0.94,813,A,B,A,B,0,1,0,0
5,3,1,2,33,0,0,36,674,18.83,1.5833,0.9957,0.8454,0.9294,0.8936,106,A,B,A,B,1,1,0,0
5,4,0,0,19,0,0,10,645,17.4776,1.5223,0.8905,0.8631,0.8631,0.65,40,A,B,A,B,1,1,0,0
5,5,0,0,9,0,0,6,688,18.2971,1.5653,0.7219,0.9852,0.8631,0.8113,23,A,B,A,B,4,1,0,0
5,6,0,0,8,0,0,3,721,19.3588,1.4772,0.0,0.971,1.0,0.0,16,A,B,A,B,4,1,0,0
5,7,0,0,7,0,0,16,669,18.8139,1.508,0.971,0.65,0.971,0.896,37,A,B,A,B,4,1,0,0
5,8,0,0,3,0,0,14,679,17.9304,1.3743,1.0,0.8113,0.8113,0.6194,27,A,B,neutral,B,4,1,0,0
5,9,0,0,9,0,0,15,674,18.3168,1.5477,0.9852,0.8454,0.9544,0.5436,34,A,B,A,B,4,1,0,0
5,10,0,0,5,0,0,18,706,19.7561,1.4264,0.9911,0.7793,0.8113,0.8454,37,A,B,neutral,B,4,1,0,0
5,11,0,0,10,0,0,12,631,16.4109,1.5715,0.9911,0.8813,0.971,0.8631,36,A,B,A,B,4,1,0,0
5,12,0,0,12,0,0,12,702,19.9164,1.581,1.0,0.8113,0.9183,0.9183,38,A,B,A,B,4,1,0,0
5,13,0,0,14,0,0,13,714,20.5051,1.5709,0.7642,0.8813,0.8813,0.8113,37,A,B,A,B,4,1,0,0
5,14,0,0,13,0,0,15,659,18.1914,1.5787,0.65,0.9183,0.9183,0.8631,40,A,B,A,B,3,1,0,0
5,15,0,0,7,1,2,9,690,18.8432,1.5774,0.8113,0.7642,0.9183,0.971,24,A,B,A,B,4,1,0,0
5,16,0,0,9,0,0,17,642,17.4045,1.5365,0.8113,0.3912,0.7642,0.9544,38,neutral,B,A,B,4,1,0,0
5,17,0,0,19,0,0,17,674,19.9341,1.5677,0.9799,0.7793,0.5917,0.8813,49,A,B,A,B,4,1,0,0
5,18,0,0,12,0,0,4,679,19.2153,1.4591,0.9612,0.9183,0.7219,0.9183,24,A,B,A,B,4,0,0,0
5,19,1,1,7,0,0,7,669,17.849,1.585,0.9183,0.0,0.0,0.9544,21,A,B,A,B,4,0,0,0
5,20,0,0,11,0,0,6,639,17.8514,1.5353,0.9457,0.65,0.7219,0.65,28,A,B,A,neutral,4,0,0,0
5,21,0,0,6,0,0,9,692,18.4834,1.4591,0.8113,0.0,0.8113,0.9183,18,A,B,A,B,4,0,0,0
5,22,0,0,9,0,0,8,675,19.7222,1.5722,0.9544,0.9457,0.9183,0.9183,28,A,B,A,B,4,0,0,0
5,23,0,0,6,0,0,7,651,18.7233,1.5813,0.9544,0.7219,0.8113,0.0,20,A,B,A,B,4,0,0,0
5,24,0,0,11,0,0,11,709,20.7562,1.585,0.9544,0.65,0.971,0.9183,33,A,B,A,B,4,0,0,0
5,25,0,0,28,1,2,14,650,20.2813,1.4784,0.6292,0.8454,0.3912,0.994,54,A,B,A,B,4,0,0,0
