seed,window,A_islands,A_nodes_in_isl,A_c_nodes,B_islands,B_nodes_in_isl,B_c_nodes,boundary_links,boundary_weight,concept_entropy,r0_entropy,r1_entropy,r2_entropy,r3_entropy,total_c_nodes,r0_concept,r1_concept,r2_concept,r3_concept,global_k,div_flag,merge_count,split_count
60,1,0,0,869,0,0,857,702,19.4608,1.5846,0.9107,0.9475,0.915,0.9365,2631,A,B,A,B,0,0,0,0
60,2,0,0,259,0,0,295,648,17.0955,1.5829,0.8989,0.9326,0.8984,0.9281,829,A,B,A,B,0,1,0,0
60,3,0,0,38,1,1,62,664,17.9089,1.557,0.7642,0.9656,0.874,0.9306,150,A,B,A,B,1,1,0,0
60,4,0,0,12,0,0,8,677,18.5973,1.5305,0.7219,0.971,0.8454,0.971,36,A,B,A,B,3,1,0,0
60,5,1,2,8,0,0,9,679,20.0517,1.5653,0.9183,0.5436,0.7219,1.0,23,A,B,A,B,3,1,0,0
60,6,0,0,10,0,0,9,669,18.3785,1.5535,0.5436,0.65,0.8113,0.9852,25,A,B,A,B,3,1,0,0
60,7,0,0,10,0,0,13,711,21.08,1.5656,0.7642,0.9544,0.8113,0.9975,38,A,B,A,B,1,1,0,0
60,8,1,1,13,0,0,12,663,18.5035,1.574,0.9457,0.971,0.971,0.971,41,A,B,A,B,4,1,0,0
60,9,0,0,13,0,0,15,672,18.9367,1.5656,0.5436,0.684,0.971,0.9183,38,A,B,A,B,4,1,0,0
60,10,0,0,11,0,0,11,677,19.4721,1.5559,0.7642,0.8113,0.7219,0.8631,29,A,B,A,B,4,1,0,0
60,11,0,0,11,0,0,5,680,18.1546,1.4746,0.469,0.7219,0.9183,0.9183,21,A,B,A,B,4,1,0,0
60,12,0,0,10,0,0,5,615,16.845,1.4883,0.9457,0.7219,0.9544,0.8113,28,A,B,A,neutral,4,1,0,0
60,13,0,0,10,0,0,8,676,18.1288,1.5727,0.9544,0.8113,1.0,0.9183,29,A,B,A,B,4,0,0,0
60,14,1,2,14,0,0,14,636,18.9852,1.5219,0.0,0.9183,0.7642,0.5917,35,A,B,A,B,4,0,0,0
60,15,0,0,17,0,0,14,664,18.7087,1.5787,0.5917,0.9911,0.8366,0.8631,45,A,B,A,B,4,0,0,0
60,16,0,0,13,0,0,6,672,18.8546,1.5189,0.8631,1.0,0.7219,1.0,29,A,B,A,B,4,0,0,0
60,17,0,0,15,0,0,9,653,17.9806,1.5376,0.9852,1.0,0.6194,0.9183,41,A,B,A,B,4,0,0,0
60,18,0,0,13,0,0,4,674,18.5027,1.4466,0.5917,0.0,0.7642,1.0,27,A,neutral,A,B,4,0,0,0
60,19,0,0,14,0,0,13,692,18.1423,1.5841,0.8454,0.469,0.8113,0.9457,40,A,B,A,B,4,0,0,0
60,20,0,0,7,0,0,14,692,20.4117,1.5292,0.9183,0.6194,0.8113,0.9544,31,A,B,A,B,4,0,0,0
60,21,0,0,6,0,0,16,697,19.7556,1.465,0.9183,0.8905,0.9911,0.9457,39,A,B,A,B,4,0,0,0
60,22,0,0,16,0,0,14,636,17.6872,1.5774,0.9183,0.994,0.9183,0.9612,48,A,B,A,B,4,0,0,0
60,23,0,0,10,1,2,10,648,19.6385,1.5567,1.0,0.9852,0.5917,0.9957,35,A,B,A,B,1,1,0,0
60,24,1,3,16,0,0,13,679,19.0292,1.5591,0.684,0.8113,0.7642,0.9457,39,A,B,A,B,4,0,0,0
60,25,0,0,14,0,0,10,623,16.5692,1.5589,0.5033,0.9544,0.9183,1.0,40,A,B,A,B,4,0,0,0
