window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,mean_cluster_size,max_cluster_size,mean_density_ratio,max_density_ratio,encap_events_total,dissolve_events_total,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,pressure_events,nodes_shielded,hardened_links_count,mean_hardening,k_star,entropy,entropy_delta,milestone,physics_seconds
1,5000,3391,1,0,1,5.0,5,1.43,1.43,0,0,0,0,0,0,29,0,0,0.0,0,1.9988,1.9988,0,81.3
2,5000,3222,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0.0,1,1.9967,-0.002,0,118.1
3,5000,3030,3,0,3,4.7,5,0.89,2.0,0,0,0,0,0,0,31,0,0,0.0,0,1.9808,-0.0159,0,133.9
4,5000,3046,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0.0,1,1.9483,-0.0325,0,148.9
5,5000,3071,2,0,2,3.5,4,0.7,1.0,0,0,0,0,0,0,21,0,0,0.0,1,1.9568,0.0085,1,167.0
6,5000,3113,1,0,1,5.0,5,0.17,0.17,0,0,0,0,0,0,22,0,0,0.0,1,1.926,-0.0308,1,183.7
7,5000,3078,1,0,1,3.0,3,0.67,0.67,0,0,0,0,0,0,29,0,0,0.0,0,1.9926,0.0666,2,198.0
8,4995,2933,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,0,1.7852,-0.2073,2,194.4
9,4989,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0.0,0,1.7643,-0.0209,1,201.7
10,4985,3010,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,0,1.9091,0.1448,1,199.3
11,4981,3134,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,3,1.8886,-0.0205,1,212.4
12,4976,2949,1,0,1,3.0,3,0.29,0.29,0,0,0,0,0,0,24,0,0,0.0,3,1.8788,-0.0098,1,201.7
13,4970,3099,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0.0,3,1.8875,0.0088,1,188.0
14,4967,2998,2,0,2,3.5,4,0.92,1.33,0,0,0,0,0,0,26,0,0,0.0,3,1.9859,0.0983,1,171.9
15,4966,3078,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,3,1.952,-0.0338,1,183.8
16,4962,2961,3,0,3,3.7,4,0.33,1.0,0,0,0,0,0,0,25,0,0,0.0,3,1.9878,0.0357,1,184.7
17,4958,3142,1,0,1,5.0,5,1.07,1.07,0,0,0,0,0,0,28,0,0,0.0,3,1.9409,-0.0469,1,191.4
18,4952,3067,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.0,3,1.8824,-0.0585,2,179.1
19,4948,3034,1,0,1,3.0,3,0.67,0.67,0,0,0,0,0,0,28,0,0,0.0,1,1.977,0.0946,1,187.5
20,4941,2994,2,0,2,4.0,5,1.2,1.6,0,0,0,0,0,0,25,0,0,0.0,3,1.9808,0.0038,1,186.2
21,4933,3045,2,0,2,5.0,5,1.23,2.0,0,0,0,0,0,0,29,0,0,0.0,3,1.9699,-0.0109,2,184.0
22,4931,2990,1,0,1,3.0,3,0.33,0.33,0,0,0,0,0,0,18,0,0,0.0,3,1.9857,0.0158,2,179.8
23,4925,3008,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0.0,3,1.9457,-0.04,2,176.1
24,4919,2963,3,0,3,4.0,5,0.66,1.5,0,0,0,0,0,0,22,0,0,0.0,3,1.9363,-0.0094,1,183.5
25,4915,3070,2,0,2,4.5,5,0.37,0.4,0,0,0,0,0,0,18,0,0,0.0,3,1.8911,-0.0452,1,176.5
26,4912,3032,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.0,3,1.8875,-0.0035,2,181.9
27,4911,3051,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0.0,3,1.982,0.0945,1,176.3
28,4907,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.0,3,1.9698,-0.0122,1,184.3
29,4902,2961,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.0,3,1.987,0.0171,1,185.1
30,4896,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0.0,3,1.9943,0.0074,1,173.3
31,4894,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.0,3,1.9395,-0.0549,1,180.8
32,4893,3067,1,0,1,3.0,3,0.4,0.4,0,0,0,0,0,0,22,0,0,0.0,3,1.8968,-0.0427,1,185.0
33,4890,2950,1,0,1,3.0,3,0.17,0.17,0,0,0,0,0,0,21,0,0,0.0,3,1.8393,-0.0576,1,174.8
34,4883,2977,2,0,2,5.0,5,0.36,0.72,0,0,0,0,0,0,33,0,0,0.0,1,1.9299,0.0907,2,184.7
35,4871,3029,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,3,1.9785,0.0485,2,176.5
36,4865,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0.0,3,1.9839,0.0054,1,172.5
37,4858,2952,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.0,3,1.8962,-0.0876,1,183.8
38,4858,2942,2,0,2,3.5,4,1.08,1.5,0,0,0,0,0,0,23,0,0,0.0,1,1.877,-0.0192,1,177.3
39,4853,3018,1,0,1,5.0,5,1.6,1.6,0,0,0,0,0,0,20,0,0,0.0,1,1.9132,0.0361,1,180.3
40,4851,3017,2,0,2,5.0,5,0.83,1.67,0,0,0,0,0,0,30,0,0,0.0,1,1.8647,-0.0485,2,177.8
41,4848,2964,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0.0,3,1.9242,0.0595,2,183.4
42,4842,3110,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,3,1.7885,-0.1357,1,182.0
43,4838,2971,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,3,1.9837,0.1952,1,177.9
44,4835,2973,1,0,1,4.0,4,0.38,0.38,0,0,0,0,0,0,23,0,0,0.0,3,1.9539,-0.0298,1,180.7
45,4830,2989,1,0,1,5.0,5,1.2,1.2,0,0,0,0,0,0,22,0,0,0.0,3,1.9708,0.0169,1,176.2
46,4827,3065,1,0,1,5.0,5,0.4,0.4,0,0,0,0,0,0,20,0,0,0.0,3,1.9555,-0.0153,2,179.5
47,4821,2966,3,0,3,4.7,5,0.53,1.0,0,0,0,0,0,0,13,0,0,0.0,3,1.9628,0.0073,2,181.4
48,4807,2970,1,0,1,5.0,5,0.8,0.8,0,0,0,0,0,0,18,0,0,0.0,1,1.9629,0.0001,2,180.2
49,4790,2938,1,0,1,5.0,5,1.2,1.2,0,0,0,0,0,0,26,0,0,0.0,1,1.9404,-0.0225,2,177.0
50,4766,2932,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0.0,3,1.9287,-0.0117,2,174.7
