window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,mean_cluster_size,max_cluster_size,mean_density_ratio,max_density_ratio,encap_events_total,dissolve_events_total,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,pressure_events,nodes_shielded,hardened_links_count,mean_hardening,k_star,entropy,entropy_delta,milestone,physics_seconds
1,5000,3454,5,0,5,4.6,5,0.92,1.2,0,0,0,0,0,0,20,0,0,0.0,0,1.9995,1.9995,0,80.0
2,5000,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,1,1.9963,-0.0032,0,116.1
3,5000,3126,3,0,3,4.7,5,1.13,1.2,0,0,0,0,0,0,27,0,0,0.0,0,1.9944,-0.0019,0,145.7
4,5000,3122,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0.0,1,1.9884,-0.006,1,164.5
5,5000,3077,2,0,2,4.0,5,0.35,0.46,0,0,0,0,0,0,19,0,0,0.0,3,1.981,-0.0075,1,177.7
6,5000,3121,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,3,1.9072,-0.0738,1,183.7
7,4999,3095,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0.0,3,1.918,0.0108,1,192.9
8,4997,3114,1,0,1,3.0,3,0.44,0.44,0,0,0,0,0,0,23,0,0,0.0,3,1.9461,0.028,1,193.7
9,4994,3071,1,0,1,3.0,3,0.29,0.29,0,0,0,0,0,0,18,0,0,0.0,3,1.9506,0.0045,1,200.3
10,4990,3061,1,0,1,3.0,3,0.67,0.67,0,0,0,0,0,0,20,0,0,0.0,3,1.9924,0.0418,2,209.4
11,4983,3069,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0.0,3,1.9315,-0.0609,2,204.8
12,4978,3069,1,0,1,4.0,4,0.5,0.5,0,0,0,0,0,0,26,0,0,0.0,3,1.9751,0.0435,1,206.5
13,4974,3006,1,0,1,5.0,5,0.4,0.4,0,0,0,0,0,0,25,0,0,0.0,3,1.8402,-0.1348,1,189.4
14,4972,3048,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0.0,3,1.977,0.1367,2,174.1
15,4964,2922,1,0,1,3.0,3,0.44,0.44,0,0,0,0,0,0,20,0,0,0.0,3,1.9657,-0.0113,1,183.9
16,4959,3093,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0.0,3,1.9681,0.0024,1,179.9
17,4953,3087,1,0,1,5.0,5,0.96,0.96,0,0,0,0,0,0,28,0,0,0.0,3,1.9699,0.0019,1,189.6
18,4940,3058,2,0,2,4.5,5,0.95,1.14,0,0,0,0,0,0,24,0,0,0.0,1,1.9865,0.0166,1,178.0
19,4928,3058,2,0,2,3.5,4,0.72,1.0,0,0,0,0,0,0,27,0,0,0.0,3,1.9656,-0.0209,2,183.8
20,4921,3002,1,0,1,5.0,5,0.83,0.83,0,0,0,0,0,0,23,0,0,0.0,3,1.9602,-0.0054,2,180.7
21,4913,3041,1,0,1,5.0,5,1.6,1.6,0,0,0,0,0,0,23,0,0,0.0,3,1.9941,0.0339,2,181.2
22,4904,2991,1,0,1,4.0,4,1.5,1.5,0,0,0,0,0,0,35,0,0,0.0,3,1.9872,-0.0069,2,183.1
23,4899,2925,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.0,3,1.9772,-0.01,2,183.2
24,4897,3059,1,0,1,3.0,3,0.0,0.0,0,0,0,0,0,0,25,0,0,0.0,3,1.9498,-0.0274,1,183.3
25,4891,2986,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.0,3,1.9406,-0.0091,1,178.6
26,4888,3029,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0.0,3,1.9747,0.0341,1,181.2
27,4887,2951,1,0,1,3.0,3,0.4,0.4,0,0,0,0,0,0,24,0,0,0.0,3,1.9701,-0.0046,1,185.4
28,4886,3023,1,0,1,3.0,3,0.33,0.33,0,0,0,0,0,0,22,0,0,0.0,3,1.8399,-0.1302,1,185.5
29,4884,3014,1,0,1,5.0,5,0.69,0.69,0,0,0,0,0,0,26,0,0,0.0,3,1.9456,0.1057,2,177.4
30,4883,2875,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.0,3,1.7446,-0.201,2,178.0
31,4879,3081,1,0,1,5.0,5,1.2,1.2,0,0,0,0,0,0,20,0,0,0.0,1,1.8613,0.1167,1,189.6
32,4875,3083,1,0,1,5.0,5,0.96,0.96,0,0,0,0,0,0,23,0,0,0.0,3,1.6743,-0.187,1,182.7
33,4870,2896,1,0,1,4.0,4,0.75,0.75,0,0,0,0,0,0,17,0,0,0.0,1,1.9326,0.2583,2,169.8
34,4865,2936,1,0,1,4.0,4,1.0,1.0,0,0,0,0,0,0,25,0,0,0.0,3,1.9322,-0.0003,2,180.5
35,4862,3045,1,0,1,5.0,5,1.2,1.2,0,0,0,0,0,0,29,0,0,0.0,3,1.9502,0.018,2,180.5
36,4854,2893,1,0,1,5.0,5,0.23,0.23,0,0,0,0,0,0,21,0,0,0.0,3,1.8702,-0.08,2,184.7
37,4849,2966,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.0,3,1.8826,0.0124,2,178.7
38,4836,3048,3,0,3,4.3,5,0.85,1.0,0,0,0,0,0,0,20,0,0,0.0,1,1.9566,0.074,1,183.1
39,4818,3017,2,0,2,4.5,5,0.25,0.5,0,0,0,0,0,0,25,0,0,0.0,3,1.947,-0.0096,1,180.2
40,4789,2892,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0.0,3,1.7848,-0.1622,2,178.3
41,4777,2902,1,0,1,5.0,5,0.72,0.72,0,0,0,0,0,0,20,0,0,0.0,3,1.9975,0.2127,1,183.1
42,4765,2999,1,0,1,4.0,4,0.25,0.25,0,0,0,0,0,0,27,0,0,0.0,3,1.987,-0.0105,1,174.4
43,4761,2856,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0.0,3,1.9948,0.0079,2,176.9
44,4754,2903,1,0,1,5.0,5,0.8,0.8,0,0,0,0,0,0,17,0,0,0.0,3,1.8914,-0.1034,1,182.6
45,4746,2921,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,1,1.9949,0.1035,1,182.7
46,4741,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,3,1.9368,-0.0581,1,180.1
47,4728,2891,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0.0,3,1.9785,0.0417,1,177.2
48,4716,2863,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.0,3,1.9785,0.0,1,183.4
49,4704,2923,1,0,1,5.0,5,0.0,0.0,0,0,0,0,0,0,24,0,0,0.0,3,1.9657,-0.0128,1,178.3
50,4698,2794,1,0,1,5.0,5,0.8,0.8,0,0,0,0,0,0,15,0,0,0.0,1,1.9749,0.0092,1,170.5
