window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,mean_cluster_size,max_cluster_size,mean_density_ratio,max_density_ratio,encap_events_total,dissolve_events_total,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,pressure_events,nodes_shielded,hardened_links_count,mean_hardening,k_star,entropy,entropy_delta,milestone,physics_seconds
1,5000,3400,1,0,1,4.0,4,0.25,0.25,0,0,0,0,0,0,32,0,0,0.0,0,1.9998,1.9998,0,80.0
2,5000,2965,1,0,1,5.0,5,0.0,0.0,0,0,0,0,0,0,27,0,0,0.0,0,1.9988,-0.001,0,116.6
3,5000,3015,2,0,2,4.5,5,0.39,0.57,0,0,0,0,0,0,22,0,0,0.0,0,1.9704,-0.0284,0,144.1
4,5000,3201,3,0,3,5.0,5,0.33,0.48,0,0,0,0,0,0,26,0,0,0.0,1,1.9438,-0.0266,0,161.5
5,5000,3038,2,0,2,3.0,3,0.2,0.4,0,0,0,0,0,0,24,0,0,0.0,1,1.9492,0.0055,2,178.7
6,5000,3118,2,0,2,4.0,5,0.68,0.89,0,0,0,0,0,0,21,0,0,0.0,1,1.9649,0.0157,2,185.4
7,5000,3107,2,0,2,4.5,5,0.26,0.3,0,0,0,0,0,0,31,0,0,0.0,1,1.9833,0.0184,2,188.8
8,4993,3095,1,0,1,3.0,3,0.67,0.67,0,0,0,0,0,0,31,0,0,0.0,3,1.9281,-0.0553,2,197.1
9,4990,3115,2,0,2,4.0,4,0.36,0.5,0,0,0,0,0,0,26,0,0,0.0,3,1.9123,-0.0157,2,202.8
10,4982,3179,2,0,2,5.0,5,0.48,0.96,0,0,0,0,0,0,23,0,0,0.0,3,1.8886,-0.0237,2,209.2
11,4976,3081,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0.0,3,1.8473,-0.0413,2,202.6
12,4964,3074,2,0,2,3.5,4,0.8,1.6,0,0,0,0,0,0,18,0,0,0.0,1,1.9133,0.0659,1,206.4
13,4952,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,1,1.6625,-0.2508,1,193.1
14,4938,3048,1,0,1,5.0,5,0.32,0.32,0,0,0,0,0,0,23,0,0,0.0,3,1.944,0.2815,1,183.7
15,4932,3065,4,0,4,4.0,5,0.45,0.8,0,0,0,0,0,0,23,0,0,0.0,1,1.9704,0.0263,1,187.2
16,4923,3097,1,0,1,4.0,4,1.5,1.5,0,0,0,0,0,0,23,0,0,0.0,1,1.9427,-0.0277,2,181.5
17,4908,3044,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0.0,1,1.969,0.0263,2,173.8
18,4895,3132,1,0,1,5.0,5,0.0,0.0,0,0,0,0,0,0,27,0,0,0.0,0,1.9908,0.0218,1,184.0
19,4889,3057,2,0,2,4.0,5,0.22,0.44,0,0,0,0,0,0,29,0,0,0.0,0,1.944,-0.0468,1,179.5
20,4884,3029,1,0,1,5.0,5,1.33,1.33,0,0,0,0,0,0,27,0,0,0.0,1,1.9846,0.0405,2,176.1
21,4877,2980,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0.0,1,1.9574,-0.0272,2,179.0
