window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,mean_cluster_size,max_cluster_size,mean_density_ratio,max_density_ratio,encap_events_total,dissolve_events_total,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,pressure_events,nodes_shielded,hardened_links_count,mean_hardening,k_star,entropy,entropy_delta,milestone,physics_seconds
1,5000,3422,2,0,2,4.5,5,0.88,1.5,0,0,0,0,0,0,23,0,0,0.0,0,1.9993,1.9993,0,81.1
2,5000,3070,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0.0,3,1.9986,-0.0007,0,112.7
3,5000,3135,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.0,3,1.9992,0.0006,0,137.3
4,5000,3092,1,0,1,4.0,4,0.0,0.0,0,0,0,0,0,0,19,0,0,0.0,3,1.9926,-0.0066,1,162.1
5,5000,3140,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0.0,3,1.9785,-0.0141,1,171.4
6,5000,3131,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,3,1.9893,0.0108,1,189.2
7,5000,3086,2,0,2,5.0,5,0.4,0.8,0,0,0,0,0,0,23,0,0,0.0,3,1.956,-0.0333,1,190.0
8,4999,3139,2,0,2,4.0,5,0.76,1.07,0,0,0,0,0,0,30,0,0,0.0,1,1.9201,-0.0359,1,198.3
9,4997,3071,1,0,1,5.0,5,1.07,1.07,0,0,0,0,0,0,15,0,0,0.0,1,1.9952,0.0751,2,196.8
10,4991,3089,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0.0,0,1.9803,-0.0149,2,207.9
11,4976,3102,1,0,1,3.0,3,0.75,0.75,0,0,0,0,0,0,30,0,0,0.0,3,1.766,-0.2144,1,203.7
12,4963,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0.0,3,1.9015,0.1355,1,202.0
13,4950,2979,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0.0,3,1.9574,0.0559,1,189.4
14,4947,3180,1,0,1,4.0,4,0.5,0.5,0,0,0,0,0,0,21,0,0,0.0,3,1.9259,-0.0315,1,179.4
15,4946,3032,3,0,3,4.3,5,1.02,1.5,0,0,0,0,0,0,24,0,0,0.0,1,1.9061,-0.0198,1,175.7
16,4945,3019,1,0,1,5.0,5,0.0,0.0,0,0,0,0,0,0,25,0,0,0.0,3,1.9687,0.0626,2,180.3
17,4943,3068,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,3,1.9457,-0.023,2,184.3
18,4940,3044,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,3,1.9294,-0.0163,1,181.1
19,4937,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.0,3,1.9872,0.0578,1,182.7
20,4933,2933,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,3,1.8655,-0.1217,1,183.2
21,4932,2976,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0.0,3,1.9904,0.1249,1,184.3
22,4920,3020,2,0,2,3.5,4,1.08,1.5,0,0,0,0,0,0,21,0,0,0.0,3,1.9698,-0.0206,1,183.0
23,4913,2973,1,0,1,4.0,4,0.5,0.5,0,0,0,0,0,0,24,0,0,0.0,1,1.902,-0.0678,1,185.7
24,4900,2919,2,0,2,4.0,5,0.25,0.5,0,0,0,0,0,0,31,0,0,0.0,1,1.9884,0.0865,2,182.7
25,4891,2913,1,0,1,5.0,5,0.8,0.8,0,0,0,0,0,0,22,0,0,0.0,1,1.9139,-0.0746,2,183.1
26,4884,3013,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,0,1.9424,0.0285,2,178.9
