window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,mean_cluster_size,max_cluster_size,mean_density_ratio,max_density_ratio,encap_events_total,dissolve_events_total,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,pressure_events,nodes_shielded,hardened_links_count,mean_hardening,k_star,entropy,entropy_delta,milestone,physics_seconds
19,4952,3090,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,3,1.7982,-0.1911,2,187.3
20,4949,3099,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.0,3,1.9544,0.1562,1,176.2
21,4943,3060,2,0,2,3.5,4,0.5,1.0,0,0,0,0,0,0,19,0,0,0.0,1,1.9469,-0.0075,1,175.4
22,4933,3069,1,0,1,4.0,4,1.0,1.0,0,0,0,0,0,0,25,0,0,0.0,3,1.977,0.0301,1,179.3
23,4928,3073,1,0,1,3.0,3,0.67,0.67,0,0,0,0,0,0,23,0,0,0.0,3,1.9651,-0.0119,2,174.4
24,4923,3011,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0.0,3,1.9975,0.0324,2,184.5
25,4914,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,3,1.9357,-0.0618,1,173.1
26,4900,3106,1,0,1,3.0,3,0.5,0.5,0,0,0,0,0,0,30,0,0,0.0,3,1.9125,-0.0232,1,181.6
27,4890,2905,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.0,3,1.853,-0.0596,1,182.5
28,4881,3037,1,0,1,5.0,5,0.27,0.27,0,0,0,0,0,0,22,0,0,0.0,3,1.99,0.137,1,184.1
29,4874,2950,2,0,2,4.0,4,0.57,1.0,0,0,0,0,0,0,20,0,0,0.0,3,1.9641,-0.0259,1,174.7
30,4871,2996,1,0,1,3.0,3,0.67,0.67,0,0,0,0,0,0,24,0,0,0.0,3,1.9839,0.0198,2,176.2
31,4866,2969,1,0,1,3.0,3,0.67,0.67,0,0,0,0,0,0,26,0,0,0.0,3,1.9968,0.0129,2,186.5
32,4865,2976,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0.0,3,1.9884,-0.0083,2,178.9
33,4864,3029,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.0,3,1.9589,-0.0296,1,177.7
34,4859,2906,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0.0,3,1.9535,-0.0054,1,184.8
35,4856,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0.0,3,1.88,-0.0736,1,175.4
36,4855,3008,1,0,1,3.0,3,0.0,0.0,0,0,0,0,0,0,28,0,0,0.0,1,1.9622,0.0823,1,179.9
37,4850,2923,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.0,1,1.7165,-0.2458,1,177.7
38,4846,2993,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0.0,0,1.8171,0.1007,1,182.8
39,4843,2942,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0.0,0,1.904,0.0868,1,172.5
40,4840,2920,1,0,1,4.0,4,0.67,0.67,0,0,0,0,0,0,20,0,0,0.0,1,1.9926,0.0886,1,180.9
41,4837,2966,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,1,1.7449,-0.2477,1,187.0
42,4836,2967,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.0,0,1.8015,0.0566,1,182.1
43,4832,2980,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0.0,0,1.973,0.1715,1,182.4
44,4823,2942,2,0,2,4.0,5,0.8,0.8,0,0,0,0,0,0,23,0,0,0.0,1,1.9824,0.0094,1,176.1
45,4818,2988,1,0,1,4.0,4,0.6,0.6,0,0,0,0,0,0,28,0,0,0.0,1,1.8474,-0.135,1,187.0
46,4807,2928,2,0,2,4.0,5,1.0,2.0,0,0,0,0,0,0,36,0,0,0.0,1,1.9337,0.0862,2,177.4
47,4795,2953,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,3,1.9252,-0.0084,2,179.6
48,4783,2941,1,0,1,5.0,5,0.8,0.8,0,0,0,0,0,0,23,0,0,0.0,3,1.9197,-0.0055,1,175.6
49,4775,2803,2,0,2,4.5,5,0.13,0.27,0,0,0,0,0,0,27,0,0,0.0,3,1.9766,0.0569,1,183.7
50,4767,2980,2,0,2,4.0,5,0.83,1.0,0,0,0,0,0,0,20,0,0,0.0,3,1.7589,-0.2177,2,177.5
