window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,mean_cluster_size,max_cluster_size,mean_density_ratio,max_density_ratio,encap_events_total,dissolve_events_total,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,pressure_events,nodes_shielded,hardened_links_count,mean_hardening,k_star,entropy,entropy_delta,milestone,physics_seconds
1,5000,3382,1,0,1,4.0,4,1.5,1.5,0,0,0,0,0,0,28,0,0,0.0,0,1.9992,1.9992,0,81.2
2,5000,3145,2,0,2,4.0,5,1.0,1.33,0,0,0,0,0,0,27,0,0,0.0,0,1.9979,-0.0013,0,112.9
3,5000,3052,1,0,1,3.0,3,1.33,1.33,0,0,0,0,0,0,22,0,0,0.0,0,1.9767,-0.0212,0,143.9
4,5000,3015,1,0,1,5.0,5,0.24,0.24,0,0,0,0,0,0,18,0,0,0.0,3,1.9372,-0.0395,2,165.8
5,5000,3111,3,0,3,4.0,5,0.47,0.75,0,0,0,0,0,0,29,0,0,0.0,3,1.5822,-0.355,2,175.1
6,5000,3155,1,0,1,4.0,4,1.0,1.0,0,0,0,0,0,0,23,0,0,0.0,3,1.9135,0.3312,2,184.1
7,4999,3074,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0.0,3,1.97,0.0565,2,191.4
8,4991,3135,1,0,1,3.0,3,0.44,0.44,0,0,0,0,0,0,13,0,0,0.0,3,1.9943,0.0244,1,198.6
9,4983,3076,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0.0,3,1.9975,0.0032,1,191.4
10,4978,3086,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0.0,3,1.9491,-0.0484,1,206.1
11,4966,3084,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0.0,3,1.9785,0.0294,1,204.5
12,4955,3044,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.0,3,1.9242,-0.0543,1,210.4
13,4948,2998,1,0,1,5.0,5,1.07,1.07,0,0,0,0,0,0,17,0,0,0.0,3,1.9419,0.0177,1,192.0
14,4946,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.0,3,1.9837,0.0418,1,186.7
15,4943,3094,1,0,1,3.0,3,0.67,0.67,0,0,0,0,0,0,28,0,0,0.0,3,1.9651,-0.0186,1,177.7
16,4941,3115,1,0,1,5.0,5,1.6,1.6,0,0,0,0,0,0,35,0,0,0.0,3,1.9641,-0.001,1,183.2
17,4939,2962,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,3,1.7446,-0.2195,2,188.2
18,4937,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0.0,3,1.8449,0.1003,1,176.2
19,4934,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.0,3,1.8955,0.0506,1,180.5
20,4933,3082,2,0,2,4.0,5,0.53,0.67,0,0,0,0,0,0,27,0,0,0.0,3,1.9363,0.0408,1,179.2
21,4932,3087,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.0,3,1.9574,0.0211,1,173.3
22,4928,2919,2,0,2,5.0,5,1.5,2.0,0,0,0,0,0,0,25,0,0,0.0,1,1.9841,0.0267,1,176.6
23,4925,3050,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,1,1.9728,-0.0113,1,172.5
24,4914,2967,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0.0,3,1.9457,-0.0271,1,185.2
25,4897,2951,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,3,1.9007,-0.045,1,180.0
26,4881,3016,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,3,1.9742,0.0735,1,183.5
27,4868,3022,1,0,1,5.0,5,0.27,0.27,0,0,0,0,0,0,15,0,0,0.0,3,1.994,0.0199,1,178.2
28,4860,3041,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0.0,3,1.8505,-0.1435,1,183.7
29,4854,3031,4,0,4,4.2,5,0.58,1.5,0,0,0,0,0,0,25,0,0,0.0,3,1.803,-0.0475,1,179.5
30,4850,3109,1,0,1,5.0,5,0.0,0.0,0,0,0,0,0,0,37,0,0,0.0,3,1.9591,0.1561,1,180.1
31,4842,3095,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,3,1.9075,-0.0516,2,182.3
32,4836,2912,1,0,1,3.0,3,0.67,0.67,0,0,0,0,0,0,19,0,0,0.0,3,1.9329,0.0254,1,175.9
33,4829,2902,3,0,3,4.0,5,0.78,1.6,0,0,0,0,0,0,11,0,0,0.0,1,1.981,0.0481,1,178.3
34,4822,3042,2,0,2,4.5,5,0.45,0.67,0,0,0,0,0,0,22,0,0,0.0,1,1.9819,0.001,2,183.8
35,4818,3090,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,1,1.81,-0.1719,2,173.6
36,4805,2962,1,0,1,4.0,4,0.0,0.0,0,0,0,0,0,0,23,0,0,0.0,3,1.9242,0.1141,1,183.9
37,4790,3054,3,0,3,4.7,5,0.19,0.33,0,0,0,0,0,0,22,0,0,0.0,1,1.9491,0.0249,1,182.0
38,4781,2993,1,0,1,3.0,3,0.67,0.67,0,0,0,0,0,0,25,0,0,0.0,3,1.8265,-0.1226,2,184.3
39,4770,2914,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0.0,3,1.9147,0.0883,2,175.4
40,4761,3000,1,0,1,3.0,3,0.44,0.44,0,0,0,0,0,0,27,0,0,0.0,3,1.9948,0.0801,1,183.9
41,4752,2867,1,0,1,5.0,5,1.2,1.2,0,0,0,0,0,0,23,0,0,0.0,3,1.9291,-0.0658,1,177.2
42,4748,2899,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.0,3,1.9258,-0.0033,2,181.7
43,4747,2824,1,0,1,5.0,5,1.6,1.6,0,0,0,0,0,0,26,0,0,0.0,3,1.9547,0.0289,1,184.2
44,4745,2930,3,0,3,3.3,4,0.5,1.0,0,0,0,0,0,0,25,0,0,0.0,3,1.9817,0.027,1,179.6
45,4742,2911,1,0,1,5.0,5,1.07,1.07,0,0,0,0,0,0,23,0,0,0.0,1,1.9761,-0.0056,2,176.3
46,4741,2837,2,0,2,3.5,4,0.61,1.0,0,0,0,0,0,0,20,0,0,0.0,1,1.9077,-0.0684,2,167.6
47,4731,2821,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.0,3,1.9585,0.0508,2,171.1
48,4724,2841,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0.0,3,1.933,-0.0255,1,175.3
49,4719,2765,1,0,1,3.0,3,0.0,0.0,0,0,0,0,0,0,16,0,0,0.0,3,1.9086,-0.0244,1,180.2
50,4716,2902,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.0,3,1.8829,-0.0257,1,175.4
