window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,mean_cluster_size,max_cluster_size,mean_density_ratio,max_density_ratio,encap_events_total,dissolve_events_total,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,pressure_events,nodes_shielded,hardened_links_count,mean_hardening,k_star,entropy,entropy_delta,milestone,physics_seconds
1,5000,3362,3,0,3,4.3,5,0.89,1.0,0,0,0,0,0,0,28,0,0,0.0,0,1.9992,1.9992,0,68.2
2,5000,3139,1,0,1,4.0,4,0.0,0.0,0,0,0,0,0,0,22,0,0,0.0,0,1.9977,-0.0015,0,89.7
3,5000,3022,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0.0,3,1.9841,-0.0136,0,109.2
4,5000,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.0,3,1.9732,-0.0109,0,121.6
5,5000,3103,1,0,1,4.0,4,0.5,0.5,0,0,0,0,0,0,22,0,0,0.0,3,1.9568,-0.0164,1,132.1
6,5000,3062,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.0,3,1.853,-0.1038,1,139.8
7,4994,3112,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0.0,3,1.9406,0.0877,1,144.4
8,4989,3106,2,0,2,3.5,4,0.44,0.89,0,0,0,0,0,0,26,0,0,0.0,3,1.8253,-0.1153,1,147.5
9,4981,3022,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,3,1.8826,0.0573,1,150.5
10,4973,2964,1,0,1,5.0,5,0.6,0.6,0,0,0,0,0,0,24,0,0,0.0,3,1.8765,-0.0061,1,152.3
11,4964,3049,1,0,1,5.0,5,0.23,0.23,0,0,0,0,0,0,21,0,0,0.0,3,1.7461,-0.1304,1,153.8
12,4957,3008,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.0,3,1.9197,0.1736,2,154.6
13,4949,2928,2,0,2,4.5,5,1.04,1.12,0,0,0,0,0,0,33,0,0,0.0,3,1.8454,-0.0743,1,136.9
14,4942,3090,1,0,1,4.0,4,0.33,0.33,0,0,0,0,0,0,29,0,0,0.0,3,1.9242,0.0788,1,134.2
15,4937,3039,2,0,2,3.5,4,0.25,0.5,0,0,0,0,0,0,20,0,0,0.0,3,1.926,0.0018,2,134.1
16,4930,3055,1,0,1,3.0,3,0.67,0.67,0,0,0,0,0,0,30,0,0,0.0,3,1.9575,0.0316,2,135.2
17,4909,3065,2,0,2,3.5,4,0.83,1.0,0,0,0,0,0,0,31,0,0,0.0,3,1.935,-0.0225,2,134.7
18,4895,2929,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.0,3,1.9351,0.0001,2,134.6
19,4886,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0.0,3,1.9395,0.0044,1,134.3
20,4885,3002,2,0,2,5.0,5,1.1,1.6,0,0,0,0,0,0,19,0,0,0.0,3,1.9727,0.0332,1,134.1
21,4881,2930,3,0,3,4.3,5,0.8,1.6,0,0,0,0,0,0,25,0,0,0.0,3,1.9197,-0.053,1,134.1
22,4873,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0.0,3,1.9433,0.0237,2,134.9
23,4866,3020,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.0,3,1.9439,0.0005,1,133.7
24,4864,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.0,3,1.9727,0.0288,1,134.1
25,4859,3031,1,0,1,5.0,5,1.6,1.6,0,0,0,0,0,0,19,0,0,0.0,1,1.9501,-0.0226,1,134.2
