window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,mean_cluster_size,max_cluster_size,mean_density_ratio,max_density_ratio,encap_events_total,dissolve_events_total,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,pressure_events,nodes_shielded,hardened_links_count,mean_hardening,k_star,entropy,entropy_delta,milestone,physics_seconds
1,5000,3457,2,0,2,5.0,5,0.7,0.8,0,0,0,0,0,0,26,0,0,0.0,0,1.9987,1.9987,0,78.3
2,5000,3076,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,3,1.9943,-0.0045,0,113.5
3,5000,3069,1,0,1,3.0,3,0.44,0.44,0,0,0,0,0,0,30,0,0,0.0,0,1.978,-0.0162,0,134.9
4,5000,3188,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.0,3,1.9054,-0.0726,0,160.9
5,5000,2995,2,0,2,4.0,5,1.2,2.0,0,0,0,0,0,0,22,0,0,0.0,1,1.976,0.0705,1,176.8
6,5000,3182,1,0,1,5.0,5,0.48,0.48,0,0,0,0,0,0,19,0,0,0.0,1,1.987,0.011,1,184.5
7,5000,3085,1,0,1,4.0,4,0.25,0.25,0,0,0,0,0,0,20,0,0,0.0,0,1.9629,-0.0241,2,192.9
8,5000,3117,1,0,1,5.0,5,0.4,0.4,0,0,0,0,0,0,23,0,0,0.0,1,1.9316,-0.0313,2,199.2
9,4999,3124,2,0,2,5.0,5,0.25,0.5,0,0,0,0,0,0,28,0,0,0.0,1,1.9656,0.0341,2,204.5
10,4998,3099,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0.0,3,1.9902,0.0246,2,205.3
11,4991,3062,3,0,3,4.3,5,0.59,0.89,0,0,0,0,0,0,28,0,0,0.0,1,1.9878,-0.0024,1,209.1
12,4987,3034,1,0,1,3.0,3,1.33,1.33,0,0,0,0,0,0,31,0,0,0.0,2,1.9354,-0.0524,1,210.6
13,4984,3189,2,0,2,4.5,5,0.65,0.8,0,0,0,0,0,0,35,0,0,0.0,3,1.9307,-0.0046,2,196.3
14,4980,3057,1,0,1,4.0,4,1.0,1.0,0,0,0,0,0,0,28,0,0,0.0,3,1.93,-0.0007,2,182.1
15,4976,3078,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0.0,3,1.9183,-0.0118,2,180.3
16,4973,3044,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,3,1.9928,0.0745,1,170.5
17,4971,3047,3,0,3,4.3,5,0.37,0.57,0,0,0,0,0,0,37,0,0,0.0,3,1.9662,-0.0266,1,186.9
